frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id81,id90,id92,id93,id96,id99,id100,id101,id107,id112,id113,id117,id120,id125,id129,id139,id144,id148,id154,id156,id161,id164,id166,id170,id176,id178,id185,id186,id189,id192,id203,id206,id221,id227,id229,id235,id238,id239,id253,id257,id258,id261,id264,id266,id269,id270,id271,id281,id283,id286,id292,id301,id302,id313,id315,id317,id318
138,,,,,,,,,,,,"(451.21, 44.27)",,,"(194.91, 161.93)",,,,,,,"(334.91, 395.27)",,"(455.83, 380.28)",,"(591.79, 207.90)",,,"(43.60, 170.76)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(670.77, 154.17)","(457.44, 63.43)",,,,,,,,,,"(299.50, 70.22)",,,,,,,,"(162.63, 370.83)","(568.63, 103.22)",,,,,,,,,"(725.96, 71.41)",,,"(590.23, 115.95)","(703.62, 115.44)","(664.49, 87.61)",,,,"(54.36, 301.47)",,,"(599.36, 99.98)",,"(41.73, 60.04)",,"(287.36, 273.00)",,"(276.23, 169.52)","(304.53, 390.88)","(549.09, 105.62)","(662.25, 134.54)","(9.29, 318.77)",,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,"(451.42, 42.34)",,,"(192.89, 161.24)",,,,,,,"(335.22, 395.11)",,"(457.41, 376.76)",,"(590.74, 205.39)",,,"(42.46, 167.43)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(669.75, 153.06)","(456.29, 60.75)",,,,,,,,,,"(300.30, 67.47)",,,,,,,,"(162.32, 369.49)","(568.57, 100.26)",,,,,,,,,"(728.13, 70.08)",,,"(590.48, 113.50)","(702.73, 113.29)","(664.24, 84.24)",,,,"(55.04, 302.62)",,,"(599.28, 99.64)",,"(40.91, 60.13)",,"(288.67, 269.21)",,"(276.26, 169.54)","(305.94, 391.26)","(549.07, 102.46)","(662.28, 134.54)","(9.42, 318.59)",,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,"(451.42, 40.14)",,,"(190.75, 160.21)",,,,,,,"(335.28, 394.99)",,"(459.16, 373.20)",,"(589.62, 203.46)",,,"(41.41, 163.89)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(669.53, 151.91)","(454.42, 57.99)",,,,,,,,,,"(300.53, 64.86)",,,,,,,,"(162.25, 367.86)","(568.81, 97.72)",,,,,,,,,"(730.05, 69.16)",,,"(590.66, 111.13)","(701.53, 111.43)","(664.30, 80.68)",,,,"(55.42, 303.63)",,,"(599.32, 98.72)",,"(39.39, 60.89)",,"(288.98, 265.27)",,"(276.24, 169.57)","(306.91, 391.18)","(549.71, 99.14)","(662.47, 134.68)","(9.48, 318.59)",,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,"(452.22, 35.98)",,,"(189.12, 159.48)",,,,,,,"(335.35, 395.08)",,"(460.01, 369.78)",,"(588.65, 201.34)",,,"(40.20, 160.53)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(668.32, 150.92)","(452.27, 55.17)",,,,,,,,,,"(300.42, 62.56)",,,,,,,,"(163.02, 365.54)","(568.79, 94.70)",,,,,,,,,"(731.28, 68.10)",,,"(590.72, 109.10)","(700.69, 109.73)","(664.21, 77.11)",,,,"(55.93, 304.75)",,,"(599.14, 97.32)",,"(36.80, 61.89)",,"(289.38, 261.70)",,"(276.25, 169.54)","(308.08, 391.38)","(549.91, 96.02)","(662.22, 134.51)",,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,"(451.70, 35.49)",,,"(186.53, 158.03)",,,,,,,"(335.44, 394.93)",,"(460.89, 366.56)",,"(587.48, 199.28)",,,"(39.31, 157.64)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(667.01, 151.70)","(450.69, 53.04)",,,,,,,,,,"(300.48, 60.12)",,,,,,,,"(162.59, 363.39)","(568.78, 91.67)",,,,,,,,,"(732.47, 66.80)",,,"(591.13, 106.98)","(700.06, 108.96)","(664.01, 73.25)",,,,"(55.58, 304.65)",,,"(599.12, 96.24)",,"(34.43, 62.83)",,"(288.93, 257.48)",,"(276.29, 169.52)","(309.19, 391.45)","(550.02, 92.82)","(661.98, 134.54)",,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,"(451.09, 34.57)",,,"(184.54, 155.93)",,,,,,,"(335.39, 395.01)",,"(461.59, 363.14)",,"(585.70, 196.58)",,,"(38.26, 154.93)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(665.84, 152.25)","(448.55, 51.36)",,,,,,,,,,"(299.65, 57.32)",,,,,,,,"(162.84, 361.89)","(568.85, 89.20)",,,,,,,,,"(732.95, 66.09)",,,"(591.42, 105.52)","(699.88, 108.46)","(663.83, 70.07)",,,,"(55.54, 304.66)",,,"(599.58, 94.05)",,"(31.99, 64.15)",,"(288.55, 253.36)",,"(276.31, 169.50)","(310.63, 391.70)","(549.93, 89.84)","(661.94, 134.61)",,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,"(451.05, 33.93)",,,"(182.83, 153.73)",,,,,,,"(335.40, 395.08)",,"(462.93, 359.62)",,"(584.40, 194.30)",,,"(37.12, 151.73)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(665.03, 152.73)","(446.00, 50.30)",,,,,,,,,,"(299.43, 54.89)",,,,,,,,"(163.36, 360.19)","(568.94, 86.13)",,,,,,,,,"(733.02, 65.25)",,,"(591.51, 104.74)","(699.22, 107.71)","(663.45, 67.25)",,,,"(55.48, 304.81)",,,"(599.24, 91.68)",,"(29.95, 65.13)",,"(288.28, 249.93)","(332.48, 166.39)","(276.32, 169.57)","(311.60, 391.91)","(549.67, 86.41)","(661.98, 134.57)",,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,"(451.03, 33.57)",,,"(180.83, 151.05)",,,,,,,"(335.39, 395.02)",,"(463.20, 356.48)",,"(582.83, 192.24)",,,"(35.93, 148.76)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(664.09, 152.85)","(443.33, 50.05)",,,,,,,,,,"(299.05, 52.39)",,,,,,,,"(163.50, 358.21)","(569.08, 83.18)",,,,,,,,,"(732.86, 65.13)",,,"(591.80, 103.93)","(697.58, 106.85)","(663.25, 65.09)",,,,"(55.64, 304.68)",,,"(599.55, 89.21)",,"(28.04, 66.21)",,"(287.64, 245.80)","(332.92, 165.41)","(276.32, 169.66)","(312.36, 391.85)","(549.30, 84.03)","(662.01, 134.49)",,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,"(451.02, 33.61)",,,"(179.52, 148.39)",,,,,,,"(335.40, 395.02)",,"(464.04, 353.30)",,"(581.23, 189.52)",,,"(34.92, 146.14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(663.39, 153.23)","(440.29, 49.77)",,,,,,,,,,"(299.12, 49.95)",,,,,,,,"(163.40, 356.79)","(569.19, 79.98)",,,,,,,,,"(732.73, 65.86)",,,"(591.90, 103.98)","(695.08, 107.34)","(663.50, 62.97)",,,,"(55.89, 304.61)",,,"(599.57, 86.29)",,"(26.76, 67.32)",,"(287.19, 242.45)","(333.50, 164.43)","(276.34, 169.65)","(312.55, 391.91)","(548.39, 81.67)","(661.96, 134.27)",,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,"(450.88, 33.57)",,,"(178.51, 145.42)",,,,,,,"(335.37, 395.03)",,"(465.01, 349.95)",,"(579.29, 187.30)",,,"(33.69, 142.90)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(663.35, 152.72)","(437.31, 49.71)",,,,,,,,,,"(299.52, 47.44)",,,,,,,,"(163.45, 355.42)","(569.19, 76.71)",,,,,,,,,"(732.70, 67.43)",,,"(591.92, 104.10)","(693.52, 107.84)","(663.59, 61.40)",,,,"(56.08, 303.89)",,,"(600.20, 83.11)",,"(26.19, 68.28)",,"(286.95, 238.49)","(333.78, 164.06)","(276.33, 169.61)","(312.54, 391.87)","(547.85, 79.63)","(662.00, 134.23)",,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,"(450.76, 33.58)",,,"(177.18, 142.33)",,,,,,,"(335.29, 395.05)",,"(465.99, 346.25)",,"(577.70, 184.60)",,,"(32.80, 140.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(662.87, 152.19)","(434.56, 50.12)",,,,,,,,,,"(299.54, 45.05)",,,,,,,,"(163.62, 353.10)","(568.85, 74.19)",,,,,,,,,"(732.05, 68.83)",,,"(591.75, 104.05)","(692.06, 107.99)","(663.41, 59.21)",,,,"(56.17, 303.92)",,,"(600.45, 80.40)",,"(25.32, 68.81)",,"(286.35, 234.56)","(334.12, 163.09)","(276.45, 169.88)","(312.52, 391.88)","(547.15, 77.94)","(661.79, 133.72)",,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,"(450.73, 33.49)",,,"(176.80, 138.75)",,,,,,,"(335.57, 394.88)",,"(466.21, 343.37)",,"(575.27, 182.10)",,,"(31.53, 137.51)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(662.72, 151.67)","(431.19, 50.81)",,,,,,,,,,"(299.73, 43.52)",,,,,,,,"(163.58, 350.87)","(568.64, 71.13)",,,,,,,,,"(731.59, 69.80)",,,"(591.81, 104.35)","(690.82, 108.48)","(663.35, 55.95)",,,,"(56.16, 303.91)",,,"(600.92, 77.74)",,"(24.45, 69.89)",,"(285.77, 230.75)","(334.40, 162.23)","(276.54, 170.14)","(312.53, 391.86)","(545.91, 75.62)","(661.73, 133.46)",,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,"(450.73, 33.52)",,,"(176.53, 135.78)",,,,,,,"(335.69, 395.05)",,"(466.65, 340.24)",,"(573.97, 179.09)",,,"(30.25, 134.82)",,,,,,,,,,,,,,"(169.46, 385.66)",,,,,,,,,,,,,,,,,"(662.43, 150.19)","(427.98, 51.70)",,,,,,,,,,"(299.70, 41.88)",,,,,,,,"(163.42, 349.60)","(568.44, 68.69)",,,,,,,,,"(731.77, 69.52)",,,"(591.93, 104.26)","(689.69, 108.35)","(663.12, 52.92)",,,,"(56.29, 303.95)",,,"(601.02, 75.21)",,"(23.74, 70.83)",,"(284.63, 227.36)","(334.73, 161.51)","(276.48, 170.12)","(311.88, 391.90)","(544.02, 73.62)","(661.76, 133.47)",,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,"(450.81, 33.52)",,,"(176.49, 133.04)",,,,,,,"(335.32, 395.03)",,"(467.15, 337.39)",,"(572.47, 176.01)",,,"(28.95, 132.26)",,,,,,,,,,,,,,"(169.54, 385.66)",,,,,,,,,,,,,,,,,"(662.03, 149.55)","(424.85, 52.80)",,,,,,,,,,"(299.45, 39.46)",,,,,,,,"(163.79, 348.19)","(568.21, 65.70)",,,,,,,,,"(731.36, 68.26)",,,"(592.23, 104.42)","(690.82, 108.50)","(663.06, 49.03)",,,,"(56.35, 303.96)",,,"(601.03, 72.95)",,,,"(282.98, 223.56)","(335.05, 161.11)","(276.55, 169.97)","(311.74, 392.03)","(541.89, 72.93)","(661.74, 133.46)",,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,"(450.71, 33.39)",,,"(176.00, 130.29)",,,,,,,"(334.73, 395.10)",,"(468.30, 334.03)",,"(571.86, 172.70)",,,"(27.66, 130.10)",,,,,,,,,,,,,,"(169.46, 385.66)",,,,,,,,,,,,,,,,,"(661.34, 148.69)","(421.19, 53.80)",,,,,,,,,,"(299.30, 38.45)",,,,,,,,"(164.11, 346.30)","(568.04, 63.39)",,,,,,,,,"(730.81, 66.77)",,,"(592.25, 105.05)","(689.39, 108.40)","(663.13, 46.98)",,,,"(57.60, 298.71)",,,"(601.43, 70.89)",,,,"(281.91, 220.21)","(335.47, 160.56)","(276.54, 169.39)","(310.71, 392.32)","(539.60, 72.34)","(661.67, 133.57)",,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,"(450.64, 33.47)",,,"(175.55, 127.05)",,,,,,,"(333.99, 395.16)",,"(469.07, 330.73)",,"(571.31, 170.04)",,,"(26.78, 127.96)",,,,,,,,,,,,,,"(168.44, 386.59)",,,,,,,,,,,,,,,,,"(661.39, 147.66)","(418.21, 54.57)",,,,,,,,,,"(299.24, 35.73)",,,,,,,,"(163.93, 344.90)","(567.66, 61.25)",,,,,,,,,"(730.36, 65.01)",,,"(592.34, 105.22)","(688.57, 108.63)","(663.02, 44.46)",,,,,,,"(601.49, 70.22)",,,,"(280.05, 216.41)","(335.51, 159.95)","(276.61, 168.97)","(310.27, 392.53)","(538.19, 71.58)","(661.59, 133.52)",,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,"(450.75, 33.49)",,,"(174.91, 123.75)",,,,,,,"(333.36, 395.13)",,"(469.53, 327.23)",,"(569.96, 167.17)",,,"(25.61, 126.39)",,,,,,,,,,,,,,"(167.61, 386.32)",,,,,,,,,,,,,,,,,"(661.49, 146.08)","(414.68, 55.74)",,,,,,,,,,"(299.01, 34.99)",,,,,,,,"(163.92, 343.35)","(567.09, 59.20)",,,,,,,,,"(730.45, 62.73)",,,"(592.36, 105.24)","(687.78, 108.68)","(663.34, 41.69)",,,,,,,"(601.39, 70.20)",,,,"(279.25, 212.81)","(335.70, 159.76)","(276.61, 168.83)","(309.90, 392.58)","(536.33, 70.92)","(661.56, 133.68)",,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,"(450.98, 33.42)",,,"(174.10, 120.74)",,,,,,,"(332.59, 395.32)",,"(470.11, 323.61)",,"(568.91, 164.20)",,,"(24.98, 124.24)",,,,,,,,,,,,,,"(166.57, 385.83)",,,,,,,,,,,,,,,,,"(661.44, 145.85)","(412.36, 56.15)",,,,,,,,,,"(299.13, 34.09)",,,,,,,,"(164.07, 341.00)","(566.57, 57.18)",,,,,,,,,"(730.33, 60.47)",,,"(592.39, 105.30)","(686.71, 109.03)","(663.24, 37.98)",,,,,,,"(601.42, 70.26)",,,,"(277.99, 209.85)","(335.98, 159.55)","(276.61, 168.30)","(309.27, 392.54)","(535.44, 70.54)","(661.56, 133.76)",,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,"(450.84, 33.53)",,,"(173.46, 117.82)",,,,,,,"(332.13, 395.54)",,"(470.37, 320.03)",,"(568.24, 161.61)",,,"(24.52, 122.87)",,,,,,,,,,,,,,"(166.04, 386.36)",,,,,,,,,,,,,,,,,"(661.60, 144.77)","(409.66, 56.83)",,,,,,,,,,"(299.04, 33.05)",,,,,,,,"(164.02, 339.54)","(566.42, 55.80)",,,,,,,,,"(730.10, 58.60)",,,"(592.43, 105.72)","(685.90, 109.08)","(663.32, 37.01)",,,,,,,"(601.38, 70.30)",,,,"(276.92, 206.32)","(336.17, 159.06)","(276.54, 168.13)","(309.10, 392.38)","(534.70, 70.41)","(661.60, 133.71)",,,"(76.03, 262.67)",,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,"(450.81, 33.52)",,,"(172.35, 114.46)",,,,,,,"(331.64, 395.93)",,"(471.08, 316.77)",,"(567.24, 159.00)",,,"(23.87, 121.97)",,,,,,,,,,,,,,"(165.14, 386.90)",,,,,,,,,,,,,,,,,"(661.74, 143.84)","(408.20, 56.89)",,,,,,,,,,"(298.21, 29.56)",,,,,,,,"(164.13, 338.31)","(566.21, 54.68)",,,,,,,,,"(729.74, 56.17)",,,"(592.34, 105.79)","(685.30, 109.01)","(663.51, 37.16)",,,,,,,"(601.34, 70.26)",,,,"(275.70, 203.32)","(336.17, 158.88)","(276.44, 167.88)","(309.10, 392.32)","(534.13, 70.20)","(661.65, 133.64)",,,"(76.39, 262.24)",,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,"(450.89, 33.48)",,,"(171.53, 111.30)",,,,,,,"(331.10, 395.99)",,"(471.69, 313.67)",,"(565.92, 156.61)",,,"(23.71, 121.52)",,,,,,,,,,,,,,"(165.27, 386.84)",,,,,,,,,,,,,,,,,"(661.70, 142.64)","(405.96, 56.96)",,,,,,,,,,,,,,,,,,"(164.33, 336.15)","(565.70, 53.96)",,,,,,,,,"(729.31, 54.05)",,,"(592.23, 105.96)","(684.34, 108.88)",,,,,,,,"(601.34, 70.25)",,,,"(274.56, 200.12)","(336.47, 158.33)","(276.51, 167.71)","(308.82, 392.22)","(533.66, 70.01)","(661.59, 133.55)",,,"(76.68, 261.67)",,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,"(450.86, 33.52)",,,"(170.52, 108.08)",,,,,,,"(330.72, 395.80)",,"(472.15, 311.24)",,"(565.31, 153.64)",,,,,,,,,,,,,,,,,"(165.87, 387.04)",,,,,,,,,,,,,,,,,"(661.62, 141.97)","(404.55, 56.55)",,,,,,,,,,,,,,,,,,"(164.55, 334.43)","(564.48, 53.11)",,,,,,,,,"(728.86, 51.73)",,,"(592.02, 105.92)","(683.43, 108.76)",,,,,,,,"(601.31, 70.20)",,,,"(273.23, 197.29)","(336.95, 157.62)","(276.56, 167.20)","(308.74, 392.29)","(533.05, 69.47)","(661.53, 133.41)",,,"(76.70, 261.31)",,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,"(450.81, 33.48)",,,"(169.52, 104.86)",,,,,,,"(330.80, 395.49)",,"(472.39, 308.71)",,"(564.61, 150.92)",,,,,,,,,,,,,,,,,"(166.84, 387.68)",,,,,,,,,,,,,,,,,"(662.13, 141.59)","(403.60, 55.68)",,,,,,,,,,,,,,,,,,"(164.69, 332.67)","(563.46, 52.44)",,,,,,,,,"(728.70, 49.38)",,,"(591.94, 105.96)","(683.07, 109.03)",,,,,,,,"(601.30, 70.24)",,,,"(272.04, 194.42)","(337.46, 156.61)","(276.58, 167.05)","(308.65, 392.34)","(532.44, 69.02)",,,,"(76.62, 260.55)",,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,"(450.82, 33.46)",,,"(168.28, 101.84)",,,,,,,"(330.58, 396.08)",,"(472.41, 305.92)",,"(563.87, 148.00)",,,,,,,,,,,,,,,,,"(166.52, 388.66)",,,,,,,,,,,,,,,,,"(661.99, 141.55)","(402.70, 54.57)",,,,,,,,,,,,,,,,,,"(164.28, 331.04)","(562.12, 51.89)",,,,,,,,,"(727.76, 46.47)",,,"(591.91, 105.95)","(683.11, 108.78)",,,,,,,,"(601.25, 70.23)",,,,"(271.41, 192.68)","(338.00, 155.94)","(276.64, 166.46)","(308.75, 392.30)","(531.92, 68.47)",,,,"(76.41, 260.10)",,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,"(450.86, 33.47)",,,"(167.45, 98.00)",,,,,,,"(330.59, 396.03)",,"(472.41, 303.55)",,"(563.47, 145.54)",,,,,,,,,,,,,,,,,"(165.45, 389.77)",,,,,,,,,,,,,,,,,"(662.06, 141.54)","(401.56, 53.56)",,,,,,,,,,,,,,,,,,"(164.68, 329.52)","(561.16, 51.09)",,,,,,,,,"(727.40, 44.30)",,,"(591.95, 105.94)","(683.15, 108.60)",,,,,,,,"(601.30, 70.19)",,,,"(270.67, 190.75)","(338.73, 154.50)","(276.72, 166.06)","(308.82, 392.25)","(531.79, 68.27)",,,,"(76.34, 259.99)",,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,"(450.90, 33.52)",,,"(166.37, 95.13)",,,,,,,"(330.60, 395.75)",,"(472.72, 301.16)",,"(563.14, 142.43)",,,,,,,,,,,,,,,,,"(163.70, 390.74)",,,,,,,,,,,,,,,,,"(662.13, 141.51)","(401.33, 52.35)",,,,,,,,,,,,,,,,,,"(164.86, 327.91)","(560.07, 50.42)",,,,,,,,,"(726.85, 42.87)",,,"(592.01, 105.94)","(683.17, 108.63)",,,,,,,,"(601.52, 69.81)",,,,"(270.41, 188.80)","(338.92, 153.46)","(276.70, 165.83)","(308.79, 392.23)","(531.85, 68.25)",,,,"(76.29, 259.98)","(75.03, 286.75)",,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,"(451.09, 33.58)",,,"(164.95, 91.92)",,,,,,,"(330.56, 396.00)",,"(472.89, 298.50)",,"(562.58, 139.10)",,,,,,,,,,,,,,,,,"(161.90, 391.60)",,,,,,,,,,,,,,,,,"(662.15, 141.51)","(401.27, 51.65)",,,,,,,,,,,,,,,,,,"(164.78, 326.36)","(558.51, 49.35)",,,,,,,,,"(726.65, 41.89)",,,"(592.01, 105.94)","(683.15, 108.62)",,,,,,,,"(601.53, 69.67)",,,,"(270.30, 186.57)","(339.40, 152.15)","(276.80, 165.64)","(308.82, 392.24)","(531.76, 68.18)",,,,"(76.31, 259.72)","(75.65, 284.62)",,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,"(451.07, 33.58)",,,"(163.65, 89.00)",,,,,,,"(330.61, 395.92)",,"(472.45, 295.99)",,"(562.85, 135.71)",,,,,,,,,,,,,,,,,"(159.75, 392.81)",,,,,,,,,,,,,,,,,"(662.13, 141.50)","(401.19, 50.68)",,,,,,,,,,,,,,,,,,"(164.98, 324.47)","(557.45, 48.59)",,,,,,,,,"(726.68, 41.32)",,,"(591.80, 106.10)","(683.12, 108.61)",,,,,,,,"(601.63, 69.10)",,,,"(270.36, 184.03)","(340.14, 150.65)","(276.73, 165.80)","(308.85, 392.26)","(531.71, 68.18)",,,,"(76.31, 259.14)","(76.94, 282.50)",,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,"(450.94, 33.60)",,,"(162.86, 85.65)",,,,,,,"(330.60, 396.26)",,"(472.08, 293.99)",,"(563.68, 132.89)",,,,,,,,,,,,,,,,,"(157.19, 394.36)",,,,,,,,,,,,,,,,,"(662.30, 141.63)","(402.01, 50.75)",,,,,,,,,,,,,,,,,,"(166.06, 323.15)","(556.22, 47.65)",,,,,,,,,"(726.80, 40.60)",,,"(591.74, 106.29)","(683.11, 108.60)",,,,,,,,"(601.78, 68.60)",,,,"(270.50, 180.74)","(340.58, 149.51)",,"(309.41, 392.35)","(531.78, 68.21)",,,,"(75.60, 256.65)","(77.65, 279.58)",,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,"(450.97, 33.87)",,,"(161.43, 82.88)",,,,,,,"(331.22, 394.05)",,"(471.38, 291.84)",,"(564.27, 129.50)",,,,,,,,,,,,,,,,,"(154.55, 393.78)",,,,,,,,,,,,,,,,,"(662.76, 141.02)","(403.04, 51.52)",,,,,,,,,,,,,,,,,,"(166.18, 320.30)","(555.71, 47.17)",,,,,,,,,"(726.96, 40.35)",,,"(591.56, 106.67)","(683.18, 108.54)",,,,,,,,"(601.88, 68.20)",,,,"(270.69, 177.26)","(340.63, 148.33)",,"(311.50, 392.37)","(531.95, 68.47)",,,,,"(78.40, 277.98)",,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,"(450.49, 33.64)",,,"(160.18, 79.78)",,,,,,,"(331.20, 396.52)",,"(470.80, 290.39)",,"(564.82, 126.53)",,,,,,,,,,,,,,,,,"(151.47, 396.00)",,,,,,,,,,,,,,,,,"(663.45, 140.32)","(403.88, 52.18)",,,,,,,,,,,,,,,,,,"(166.09, 319.57)","(554.85, 46.51)",,,,,,,,,"(727.32, 39.18)",,,"(591.63, 108.63)","(683.20, 108.08)",,,,,,,,"(601.97, 67.84)",,,,"(270.70, 174.47)","(340.70, 146.03)",,"(313.15, 393.50)","(532.17, 68.55)",,,,,"(78.66, 276.97)",,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,"(450.51, 33.60)",,,"(159.00, 76.92)",,,,,,,"(331.00, 396.34)",,"(470.19, 289.22)",,"(564.99, 124.03)",,,,,,,,,,,,,,,,,"(148.94, 394.82)",,,,,,,,,,,,,,,,,"(663.77, 140.13)","(405.06, 52.99)",,,,,,,,,,,,,,,,,,"(166.59, 318.60)","(554.70, 45.69)",,,,,,,,,"(727.79, 38.86)",,,"(591.81, 108.15)","(682.18, 107.47)",,,,,,,,"(602.16, 67.37)",,,,"(270.93, 171.21)","(340.59, 143.48)",,"(314.51, 393.90)","(532.27, 68.70)",,,,,"(79.57, 275.57)",,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,"(450.44, 33.98)",,,"(157.49, 74.23)",,,,,,,"(330.97, 396.33)",,"(469.43, 287.45)",,"(565.66, 121.84)",,,,,,,,,,,,,,,,,"(146.49, 393.71)",,,,,,,,,,,,,,,,,"(664.34, 140.15)","(406.12, 53.69)",,,,,,,,,,,,,,,,,,"(166.89, 317.41)","(553.99, 45.07)",,,,,,,,,"(728.06, 38.01)",,,"(593.18, 107.22)",,,,,,,,,"(602.03, 67.02)",,,,"(271.66, 168.97)","(340.78, 140.76)",,"(315.01, 393.97)","(532.24, 69.17)",,,,,"(80.02, 273.67)",,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,"(450.59, 33.99)",,,"(155.75, 71.65)",,,,,,,"(330.93, 396.07)",,"(468.94, 284.16)",,"(566.13, 119.26)",,,,,,,,,,,,,,,,,"(144.59, 391.72)",,,,,,,,,,,,,,,,,"(664.44, 139.99)","(407.29, 53.80)",,,,,,,,,,,,,,,,,,"(167.37, 315.31)","(553.70, 44.71)",,,,,,,,,,,,"(593.66, 106.20)",,,,,,,,,"(602.05, 65.89)",,,,"(270.78, 165.52)","(339.88, 137.79)",,"(316.32, 394.15)","(532.09, 69.18)",,,,,"(80.51, 271.45)",,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,"(450.65, 33.84)",,,"(154.27, 68.97)",,,,,,,"(331.03, 394.59)",,"(469.07, 280.75)",,"(567.31, 115.81)",,,,,,,,,,,,,,,,,"(143.30, 390.21)",,,,,,,,,,,,,,,,,"(664.49, 139.81)","(409.10, 53.01)",,,,,,,,,,,,,,,,,,"(168.12, 314.24)","(553.58, 44.33)",,,,,,,,,,,,"(593.93, 105.11)",,,,,,,,,"(602.17, 64.22)",,,,"(271.01, 162.65)","(339.78, 135.64)",,"(319.21, 393.86)","(531.98, 69.17)",,,,,"(81.03, 269.00)",,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,"(450.72, 33.63)",,,"(152.34, 66.74)",,,,,,,"(330.88, 394.47)",,"(468.78, 277.40)",,"(567.55, 112.81)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(664.44, 139.75)","(410.98, 52.05)",,,,,,,,,,,,,,,,,,"(169.57, 312.42)","(553.73, 44.07)",,,,,,,,,,,,"(593.58, 103.19)",,,,,,,,,"(602.17, 62.33)",,,,"(270.81, 158.69)","(339.75, 133.66)",,"(321.00, 393.64)","(531.99, 69.17)",,,,,"(81.14, 266.99)","(677.28, 39.62)",,,,,,,,,,,,,,,,,,,,,
