frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id81,id90,id92,id93,id96,id99,id100,id101,id107,id112,id113,id117,id120,id125,id129,id139,id144,id148,id154,id156,id161,id164,id166,id170,id176,id178,id185,id186,id189,id192,id203,id206,id221,id227,id229,id235,id238,id239,id253,id257,id258,id261,id264,id266,id269,id270,id271,id281,id283,id286,id292,id301,id302,id313,id315,id317,id318
76,"(541.69, 191.98)",,"(563.98, 120.92)",,"(184.25, 102.61)",,"(432.78, 96.25)","(465.82, 123.22)","(339.90, 235.27)","(686.99, 106.37)",,"(403.65, 164.87)","(290.69, 196.15)",,"(204.37, 170.11)",,,"(208.23, 118.64)","(413.54, 84.89)",,,"(337.25, 394.73)",,"(460.06, 398.45)",,"(576.27, 366.28)",,,"(79.99, 291.05)",,,,,,,,,,,,,,,"(453.72, 212.01)",,,"(287.99, 59.23)",,,,,,,,,,,,"(156.85, 130.44)","(727.20, 231.32)","(402.68, 238.28)",,"(316.17, 121.21)",,,,,,,,"(316.09, 244.77)",,,,,,,,,"(531.72, 229.54)",,,"(669.63, 202.78)","(73.25, 208.05)",,,,"(588.96, 173.26)","(663.76, 236.77)","(28.54, 303.12)",,"(603.58, 290.27)","(732.71, 214.93)","(709.01, 255.97)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"(541.34, 189.31)",,"(562.40, 118.59)",,"(184.95, 99.62)",,"(433.24, 93.82)","(466.14, 120.32)","(340.23, 234.34)","(685.93, 103.38)",,"(403.38, 163.67)","(290.69, 196.15)",,"(204.21, 169.79)",,,"(208.35, 115.40)","(415.29, 83.72)",,,"(337.43, 394.76)",,"(460.07, 398.44)",,"(578.57, 363.52)",,,"(80.03, 287.83)",,,,,,,,,,,,,,,"(455.89, 209.58)",,,"(287.20, 57.21)",,,,,,,,,,,,"(155.88, 127.15)","(726.86, 229.93)","(403.38, 236.13)",,"(316.27, 118.53)",,,,,,,,"(315.47, 241.89)",,,,,,,,,"(531.80, 227.05)",,,"(669.66, 202.73)","(73.41, 203.73)",,,,"(590.98, 170.43)","(663.40, 233.07)","(29.00, 302.20)",,"(603.11, 288.44)","(732.60, 213.26)","(709.39, 252.39)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"(541.50, 186.81)",,"(561.45, 115.73)",,"(185.34, 96.73)",,"(434.00, 90.58)","(465.86, 117.26)","(340.25, 233.57)","(685.70, 99.99)",,"(402.68, 161.69)","(290.67, 196.12)",,"(204.13, 170.12)",,,"(208.47, 111.33)","(417.97, 81.94)",,,"(337.83, 394.72)",,"(460.09, 398.47)",,"(580.88, 361.22)",,,"(79.28, 284.94)",,,,,,,,,,,,,,,"(456.85, 206.44)",,,"(286.87, 56.00)",,,,,,,,,,,,"(154.61, 123.92)","(726.52, 228.30)","(404.19, 233.88)",,"(317.13, 115.35)",,,,,,,,"(315.23, 239.33)",,,,,,,,,"(531.91, 224.69)",,,"(669.65, 202.63)","(73.76, 199.75)",,,,"(592.91, 167.78)","(663.10, 229.88)","(29.31, 301.10)",,"(602.77, 286.01)","(733.25, 210.83)","(709.11, 248.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"(541.66, 185.57)",,"(560.30, 113.37)",,"(186.02, 93.63)",,"(433.63, 88.23)","(466.26, 114.11)","(340.36, 233.11)","(685.64, 96.32)",,"(402.20, 160.01)","(290.65, 196.14)",,"(204.07, 170.04)",,,"(208.69, 106.83)","(419.49, 79.77)",,,"(337.87, 394.65)",,"(460.14, 398.37)",,"(582.40, 358.09)",,,"(78.93, 282.60)",,,,,,,,,,,,,,"(162.45, 397.46)","(458.74, 203.52)",,,"(286.06, 53.43)",,,,,,,,,,,,"(153.66, 121.68)","(726.57, 226.46)","(405.09, 231.25)",,"(317.14, 112.88)",,,,,,,,"(314.59, 236.66)",,,,,,,,,"(531.83, 222.24)",,,"(669.66, 202.57)","(73.56, 195.49)",,,,"(594.53, 164.83)","(662.53, 225.78)","(29.61, 300.78)",,"(602.34, 283.13)","(733.17, 208.58)","(709.30, 243.89)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"(541.65, 184.45)",,"(559.27, 110.19)",,"(185.89, 90.83)",,"(434.44, 85.53)","(466.44, 110.85)","(340.40, 233.17)","(685.85, 92.82)",,"(401.84, 158.15)","(290.63, 196.18)",,"(204.18, 170.14)",,,"(208.60, 103.93)","(421.65, 77.51)",,,"(337.78, 394.69)",,"(459.96, 396.00)",,"(583.37, 355.20)",,,"(78.28, 280.19)",,,,,,,,,,,,,,"(159.26, 397.33)","(459.52, 200.66)",,,"(285.23, 50.66)",,,,,,,,,,,,"(152.39, 118.58)","(726.74, 224.22)","(405.96, 229.21)",,"(317.97, 109.61)",,,,,,,,"(314.48, 234.22)",,,,,,,,,"(531.83, 219.95)",,,"(669.80, 202.62)","(74.49, 191.62)",,,,"(596.16, 162.96)","(662.18, 222.03)","(29.77, 300.61)",,"(602.40, 280.73)","(733.40, 206.98)","(708.79, 239.86)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"(541.58, 183.23)",,"(558.01, 107.81)",,"(186.01, 88.27)",,"(434.30, 82.61)","(466.89, 107.28)","(340.23, 233.41)","(686.17, 89.14)",,"(401.79, 156.97)","(290.67, 196.15)",,"(204.15, 170.14)",,,"(208.38, 100.61)","(422.72, 74.69)",,,"(337.45, 394.64)",,"(458.28, 393.65)",,"(583.61, 352.87)",,,"(77.17, 277.25)",,,,,,,,,,,,,,"(156.94, 397.42)","(460.56, 197.58)",,,"(284.66, 47.91)",,,,,,,,,,,,"(151.14, 115.77)","(726.78, 222.34)","(406.38, 226.67)",,"(318.24, 106.61)",,,,,,,,"(314.28, 231.29)",,,,,,,,,"(531.90, 217.31)",,,"(669.96, 202.65)","(74.77, 187.26)",,,,"(597.61, 160.01)","(661.97, 217.71)",,"(39.75, 248.54)","(602.10, 278.41)","(733.11, 205.89)","(708.49, 235.58)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"(541.52, 181.92)",,"(557.35, 105.04)",,"(185.87, 85.54)",,"(435.74, 79.41)","(467.62, 104.38)","(340.37, 233.47)","(686.23, 85.94)",,"(401.52, 156.01)","(290.65, 196.10)",,"(204.15, 170.17)",,,"(208.54, 96.69)","(424.70, 72.29)",,,"(337.44, 394.51)",,"(456.74, 392.56)",,"(584.43, 350.38)",,,"(76.44, 275.10)",,,,,,,,,,,,,,"(155.40, 397.62)","(460.54, 194.20)",,,"(283.35, 45.02)",,,,,,,,,,,,"(150.15, 112.63)","(727.30, 219.93)","(407.33, 224.29)",,"(319.36, 103.48)",,,,,,,,"(314.38, 228.06)",,,,,,,,,"(532.01, 214.99)",,,"(669.88, 202.78)","(75.31, 184.14)",,,,"(599.05, 158.01)","(661.54, 214.34)",,"(39.84, 245.70)","(601.90, 275.37)","(733.27, 204.54)","(707.36, 231.26)","(286.60, 394.47)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"(541.28, 181.00)",,"(556.12, 102.58)",,"(185.20, 85.02)",,"(436.34, 76.09)","(468.52, 100.85)","(340.31, 233.46)","(686.98, 82.51)",,"(401.72, 154.74)","(290.63, 196.07)",,"(204.13, 170.16)",,,"(208.89, 93.46)","(426.22, 70.05)",,,"(337.39, 394.64)",,"(455.27, 391.27)",,"(585.37, 347.20)",,,"(76.34, 274.22)",,,,,,,,,,,,,,"(155.71, 398.01)","(460.95, 190.74)",,,"(281.94, 41.22)",,,,,,,,,,,,"(148.87, 109.99)","(727.13, 217.71)","(407.96, 220.83)",,"(319.33, 100.84)",,,,,,,,"(314.41, 225.40)",,,,,,,,,"(532.03, 212.24)",,,"(669.62, 202.59)","(75.00, 180.56)",,,,"(600.44, 154.90)","(661.78, 210.43)",,"(39.83, 243.70)","(601.84, 272.16)","(733.14, 203.60)","(707.14, 227.90)","(285.80, 394.27)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"(541.40, 180.60)",,"(555.26, 100.20)",,"(185.64, 82.69)",,"(436.78, 73.81)","(469.45, 96.83)","(340.35, 233.30)","(686.80, 79.21)",,"(401.81, 153.60)","(290.61, 196.08)",,"(204.22, 170.28)",,,"(209.35, 90.27)","(427.70, 68.38)",,,"(337.27, 394.62)",,"(454.32, 390.46)",,"(586.44, 344.32)",,,"(75.84, 273.23)",,,,,,,,,,,,,,"(156.54, 398.34)","(460.81, 186.79)",,,"(280.01, 37.73)",,,,,,,,,,,,"(148.10, 107.11)","(726.29, 216.11)","(408.72, 217.49)",,"(319.42, 98.01)",,,,,,,,"(313.51, 222.42)",,,,,,,,,"(531.95, 209.36)",,,"(669.17, 202.50)","(75.35, 176.60)",,,,"(601.14, 153.15)","(661.71, 207.07)",,"(39.75, 241.16)","(602.04, 269.38)","(732.94, 202.78)","(706.29, 224.17)","(285.27, 394.71)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"(541.32, 180.62)",,"(554.50, 97.20)",,"(185.96, 80.01)",,"(437.57, 70.82)","(469.77, 93.79)","(340.40, 233.40)","(687.49, 76.27)",,"(401.94, 152.03)","(290.58, 196.08)",,"(204.24, 170.28)",,,"(209.60, 87.34)","(429.33, 65.62)",,,"(337.36, 394.50)",,"(452.27, 389.20)",,"(587.56, 341.62)",,,"(75.03, 271.10)",,,,,,,,,,,,,,"(156.30, 398.31)","(461.44, 183.46)",,,"(279.47, 35.80)",,,,,,,,,,,,"(146.92, 104.10)","(726.50, 215.16)","(409.14, 213.66)",,"(320.49, 94.30)",,,,,,,,"(313.62, 219.15)",,,,,,,,,"(532.29, 207.12)",,,"(668.52, 201.25)","(74.96, 172.35)",,,,"(601.50, 151.09)","(662.35, 203.46)",,"(39.66, 239.07)","(602.11, 267.40)","(732.18, 201.31)","(704.79, 220.33)","(284.97, 395.32)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"(541.30, 180.63)",,"(553.12, 94.80)",,"(185.84, 77.97)",,"(438.04, 69.12)","(470.39, 91.12)","(340.36, 233.30)","(686.54, 72.68)",,"(402.44, 150.94)","(290.61, 196.09)",,"(204.26, 170.24)",,,"(209.23, 83.31)","(431.46, 63.32)",,,"(337.33, 394.33)",,"(450.18, 388.43)",,"(588.42, 338.44)",,,"(74.05, 268.64)",,,,,,,,,,,,,,"(156.08, 398.44)","(461.83, 179.61)",,,"(278.83, 35.94)",,,,,,,,,,,,"(146.13, 100.26)","(726.25, 212.88)","(409.60, 210.28)",,"(320.55, 91.46)",,,,,,,,"(313.03, 216.07)",,,,,,,,,"(532.49, 204.34)",,,"(668.96, 200.07)","(75.44, 169.17)",,,,"(602.05, 149.53)","(662.51, 200.44)",,"(40.29, 237.46)","(602.12, 264.82)","(730.72, 200.19)","(703.73, 216.69)","(286.32, 394.74)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"(541.37, 180.61)",,"(552.26, 91.73)",,"(185.10, 74.89)",,"(438.83, 67.86)","(470.71, 88.16)","(340.27, 233.31)","(686.73, 69.62)",,"(402.69, 150.11)","(290.59, 196.13)",,"(204.21, 170.29)",,,"(209.94, 79.75)","(432.53, 60.92)",,,"(337.26, 394.31)",,"(448.27, 387.12)",,"(589.81, 335.85)",,,"(72.67, 266.67)",,,,,,,,,,,,,,"(156.21, 398.45)","(462.20, 175.60)",,,,,,,,,,,,,,,"(144.70, 97.46)","(726.29, 210.89)","(410.33, 206.97)",,"(321.82, 88.29)",,,,,,,,"(313.18, 213.12)",,,,,,,,,"(532.86, 201.96)",,,"(669.08, 199.47)","(75.55, 165.51)",,,,"(602.57, 147.48)","(662.33, 196.87)",,"(40.39, 235.34)","(601.94, 261.33)","(730.28, 199.58)","(702.16, 213.13)","(288.12, 394.80)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"(541.37, 180.57)",,"(551.44, 89.23)",,"(184.25, 71.92)",,"(438.71, 67.28)","(470.93, 88.45)","(340.20, 233.33)","(686.16, 66.50)",,"(403.72, 149.02)","(290.58, 196.15)",,"(204.29, 170.34)",,,"(209.56, 75.70)","(434.58, 57.75)",,,"(337.18, 394.19)",,"(444.63, 385.99)",,"(590.86, 332.48)",,,"(72.12, 265.34)",,,,,,,,,,,,,,"(157.14, 397.96)","(462.51, 172.15)",,,,,,,,,,,,,,,"(144.27, 94.03)","(726.24, 208.79)","(410.67, 204.30)",,"(321.80, 85.80)",,,,,,,,"(312.99, 210.47)",,,,,,,,,"(532.93, 199.84)",,,"(668.64, 198.58)","(75.92, 161.52)",,,,"(602.57, 146.45)","(661.94, 192.78)",,"(41.06, 231.98)","(602.24, 258.35)","(729.84, 198.47)","(700.29, 209.29)","(290.05, 394.80)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"(541.29, 180.32)",,"(550.93, 86.83)",,"(183.63, 69.44)",,"(438.85, 66.28)","(471.29, 86.02)","(340.34, 233.32)","(686.34, 63.51)",,"(404.40, 148.42)","(290.66, 196.16)",,"(204.54, 170.08)",,,"(209.41, 72.11)","(436.24, 55.15)",,,"(337.02, 394.14)",,"(442.03, 385.34)",,"(591.57, 329.86)",,,"(71.63, 263.88)",,,,,,,,,,,,,,"(158.32, 398.27)","(462.84, 168.45)",,,,,,,,,,,,,,,"(143.25, 90.88)","(725.67, 207.22)","(411.14, 201.23)",,"(322.15, 83.67)",,,,,,,,"(313.05, 207.81)",,,,,,,,,"(533.40, 197.48)",,,"(668.67, 197.44)","(76.03, 157.91)",,,,"(602.63, 145.53)","(662.30, 188.75)",,"(41.46, 228.87)","(602.81, 255.14)","(729.16, 196.87)","(698.65, 205.88)","(291.84, 394.73)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"(541.26, 180.40)",,"(549.61, 83.85)",,"(182.48, 66.71)",,"(439.74, 64.76)","(471.50, 83.73)","(340.30, 233.31)","(685.29, 60.46)",,"(405.09, 148.23)","(290.68, 196.06)",,"(205.00, 169.24)",,,"(208.89, 68.31)","(437.09, 52.44)",,,"(337.02, 394.12)",,"(438.55, 385.09)",,"(592.66, 326.61)",,,"(70.30, 262.18)",,,,,,,,,,,,,,"(159.02, 398.32)","(463.55, 165.19)",,,,,,,,,,,,,,,"(142.13, 87.45)","(725.50, 204.98)","(411.18, 197.88)",,"(322.85, 81.99)",,,,,,,,"(313.13, 204.83)",,,,,,,,,"(533.99, 195.64)",,,"(668.73, 195.53)","(76.66, 154.09)",,,,"(602.45, 144.61)","(661.92, 185.05)",,"(42.16, 225.43)","(602.89, 252.90)","(728.00, 195.63)","(696.36, 202.33)","(293.24, 394.75)","(175.84, 395.30)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"(541.52, 180.15)",,"(549.46, 81.45)",,"(181.18, 63.80)",,"(440.11, 63.71)","(471.70, 81.56)","(340.18, 233.35)","(684.75, 57.18)",,"(407.02, 147.89)","(290.73, 196.06)",,"(205.87, 168.32)",,,"(208.94, 65.14)","(439.10, 49.22)",,,"(336.84, 394.15)",,"(435.44, 384.48)",,"(594.26, 323.92)",,,"(69.95, 261.61)",,,,,,,,,,,,,,"(159.48, 398.33)","(463.51, 161.85)",,,,,,,,,,,,,,,"(141.46, 84.70)","(725.18, 203.16)","(413.57, 195.45)",,"(322.86, 79.87)",,,,,,,,"(313.15, 201.95)",,,,,,,,,"(534.38, 193.54)",,,"(668.49, 193.32)","(76.81, 149.82)",,,,"(602.25, 143.60)","(662.26, 181.48)",,"(42.36, 222.46)","(603.17, 250.72)","(727.74, 194.91)","(695.14, 198.44)","(294.21, 394.71)","(176.18, 394.64)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"(541.30, 180.02)",,"(549.19, 78.13)",,"(180.13, 60.95)",,"(440.41, 62.38)","(471.78, 78.85)","(340.16, 232.84)","(683.79, 54.04)",,"(408.25, 147.69)","(290.76, 196.14)",,"(206.23, 167.95)",,,"(208.81, 62.03)","(440.15, 46.03)",,,"(336.83, 394.09)",,"(431.91, 383.97)",,"(594.88, 321.09)",,,"(69.94, 261.47)",,,,,,,,,,,,,,"(159.85, 398.02)","(464.01, 158.33)",,,,,,,,,,,,,,,"(141.10, 81.28)","(724.74, 201.05)","(415.72, 193.10)",,"(323.62, 77.54)",,,,,,,,"(313.06, 198.86)",,,,,,,,,"(534.85, 192.09)",,,"(668.08, 190.83)","(77.33, 146.05)",,,,"(602.03, 142.52)","(662.38, 177.80)",,"(45.61, 221.51)","(603.04, 247.88)","(726.88, 193.49)","(693.46, 194.66)","(295.13, 394.73)","(177.33, 394.44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"(541.27, 179.68)",,"(549.25, 75.27)",,"(179.84, 57.45)",,"(440.61, 60.60)","(471.93, 76.54)","(340.20, 232.46)","(682.56, 51.71)",,"(409.69, 147.12)","(290.82, 196.17)",,"(206.37, 167.98)",,,"(208.91, 58.95)","(441.15, 42.85)",,,,,"(428.13, 383.45)",,"(596.15, 318.61)",,,"(69.97, 261.45)",,,,,,,,,,,,,,"(159.96, 397.98)","(463.83, 154.87)",,,,,,,,,,,,,,,"(140.94, 78.04)","(724.63, 198.86)","(417.63, 190.70)",,"(323.83, 75.12)",,,,,,,,"(312.48, 195.48)",,,,,,,,,"(535.40, 190.68)",,,"(667.34, 187.82)","(77.43, 142.38)",,,,"(601.68, 141.76)","(662.60, 173.76)",,,"(603.06, 245.28)","(726.33, 191.09)","(692.81, 192.39)","(296.16, 394.97)","(178.87, 394.38)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"(541.61, 179.66)",,"(549.25, 72.24)",,"(179.02, 55.06)",,"(441.07, 58.58)","(471.78, 73.02)","(340.07, 231.80)","(682.50, 48.88)",,"(411.42, 146.40)","(290.70, 196.16)",,"(206.35, 167.98)",,,"(209.22, 56.05)","(442.30, 39.83)",,,,,"(424.34, 383.23)",,"(597.63, 315.53)",,,"(70.16, 261.43)",,,,,,,,,,,,,,"(160.38, 397.79)","(464.31, 152.35)",,,,,,,,,,,,,,,"(141.02, 74.56)","(723.92, 198.47)","(419.82, 188.10)",,"(323.68, 72.22)",,,,,,,,"(312.68, 191.89)",,,,,,,,,"(535.83, 188.77)",,,"(666.74, 186.47)","(78.04, 139.08)",,,,"(601.28, 141.64)","(662.92, 170.25)",,,"(602.74, 241.78)","(725.94, 189.06)","(691.61, 190.22)","(296.09, 395.01)","(180.15, 394.90)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"(541.74, 179.71)",,"(549.19, 69.65)",,"(177.89, 51.94)",,"(442.07, 56.43)","(471.52, 69.70)","(340.23, 230.52)","(680.63, 46.06)",,"(412.89, 145.59)","(290.58, 196.17)",,"(206.24, 167.67)",,,"(209.17, 53.42)","(443.21, 36.50)",,,,,"(420.92, 383.70)",,"(599.10, 313.00)",,,"(70.10, 261.43)",,,,,,,,,,,,,,"(160.74, 397.51)","(464.12, 149.15)",,,,,,,,,,,,,,,"(141.05, 71.30)","(723.57, 198.36)","(421.98, 185.92)",,"(324.24, 69.83)",,,,,,,,"(312.38, 188.78)",,,,,,,,,"(536.35, 187.22)",,,"(666.56, 184.87)","(77.87, 135.44)",,,,"(600.51, 142.53)","(663.13, 165.91)",,,"(602.58, 239.55)","(725.53, 186.24)","(690.13, 188.69)","(296.35, 395.00)","(181.85, 394.15)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"(541.62, 179.26)",,"(549.26, 67.18)",,"(177.43, 49.36)",,"(442.58, 54.68)","(471.55, 66.55)","(340.12, 228.33)","(680.15, 43.41)",,"(414.87, 144.82)","(290.52, 196.28)",,"(206.19, 167.68)",,,"(209.38, 50.69)","(443.43, 35.05)",,,,,"(417.84, 384.13)",,"(600.46, 310.52)",,,"(70.23, 261.36)",,,,,,,,,,,,,,"(161.83, 396.02)","(464.29, 145.92)",,,,,,,,,,,,,,,"(141.05, 68.32)","(723.44, 198.31)","(423.99, 183.58)",,"(324.36, 67.74)",,,,,,,,"(312.15, 185.38)",,,,,,,,,"(537.23, 185.43)",,,"(666.49, 184.01)","(78.00, 132.57)",,,,"(599.05, 143.02)","(663.30, 162.59)",,,"(602.22, 236.28)","(725.23, 183.29)","(689.25, 186.85)","(296.33, 395.10)","(182.64, 394.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"(541.49, 179.57)",,"(549.41, 64.16)",,"(176.97, 46.16)",,"(443.45, 52.46)","(471.62, 63.61)","(339.83, 226.55)","(679.01, 40.68)",,"(416.53, 144.26)","(290.60, 196.24)",,"(206.34, 167.66)",,,"(209.40, 48.43)","(443.32, 34.09)",,,,,"(415.45, 385.25)",,"(601.36, 307.97)",,,"(69.98, 261.34)",,,,,,,,,,,,,,"(162.22, 394.64)","(464.45, 142.77)",,,,,,,,,,,,,,,"(141.10, 64.86)","(723.43, 198.31)","(426.17, 180.85)",,"(324.62, 65.39)",,,,,,,,"(311.51, 182.39)",,,,,,,,,"(538.22, 183.88)",,,"(666.47, 183.86)","(78.16, 129.30)",,,,"(597.43, 143.98)","(663.43, 158.77)",,,"(601.54, 233.99)","(724.96, 180.97)","(688.30, 185.05)","(296.45, 395.21)","(184.03, 394.79)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,"(549.45, 61.62)",,"(175.92, 43.58)",,"(443.89, 50.63)","(471.52, 60.90)","(339.95, 223.77)","(678.10, 38.23)",,"(418.80, 142.61)","(290.56, 196.24)",,"(206.32, 167.28)",,,"(209.44, 46.51)",,,,,,"(412.74, 386.92)",,"(601.86, 305.96)",,,"(70.11, 261.21)",,,,,,,,,,,,,,"(162.47, 394.09)","(464.97, 139.63)",,,,,,,,,,,,,,,"(140.84, 61.90)","(723.13, 197.92)","(428.63, 178.23)",,"(325.04, 63.20)",,,,,,,,"(311.29, 178.71)",,,,,,,,,"(540.39, 182.98)",,,"(666.48, 183.90)","(78.54, 126.51)",,,,"(595.71, 144.24)","(663.23, 155.30)",,,"(601.14, 230.86)","(724.94, 178.23)","(687.30, 183.44)","(296.49, 395.26)","(184.74, 394.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,"(549.38, 57.89)",,"(174.78, 41.07)",,"(444.60, 48.35)","(471.70, 57.44)","(339.75, 221.28)","(677.64, 36.51)",,"(420.58, 141.24)","(290.74, 196.24)",,"(206.31, 167.52)",,,"(209.53, 44.86)",,,,,,"(410.90, 388.71)",,"(602.56, 303.84)",,,"(70.13, 261.16)",,,,,,,,,,,,,,,"(465.34, 136.30)",,,,,,,,,,,,,,,"(140.72, 58.28)","(722.29, 197.38)","(430.44, 175.48)",,"(324.73, 60.74)",,,,,,,,"(310.11, 175.58)",,,,,,,,,"(540.90, 182.14)",,,"(666.30, 183.91)","(78.55, 123.03)",,,,"(594.10, 144.47)","(663.42, 151.73)",,,"(600.44, 228.33)","(725.16, 176.77)","(686.58, 182.25)","(296.72, 395.29)","(185.57, 395.17)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,"(549.66, 55.53)",,"(174.22, 38.55)",,"(445.82, 45.18)","(471.83, 54.26)","(339.84, 218.06)","(677.12, 35.39)",,"(422.38, 139.95)","(290.83, 196.15)",,"(206.37, 167.38)",,,"(209.67, 42.43)",,,,,,"(409.45, 390.58)",,"(603.46, 301.44)",,,"(69.46, 260.56)",,,,,,,,,,,,,,,"(465.49, 132.98)",,,,,,,,,,,,,,,"(140.46, 55.32)","(721.01, 196.94)","(432.11, 172.28)",,"(324.80, 58.27)",,,,,,,,"(309.82, 172.06)",,,,,,,,,"(541.27, 181.40)",,,"(666.29, 183.90)","(78.81, 121.02)",,,,"(593.53, 144.90)","(663.52, 148.79)",,,"(599.58, 225.07)","(724.94, 175.06)","(686.65, 182.24)","(296.76, 395.15)","(185.94, 395.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,"(549.91, 52.26)",,"(173.15, 36.49)",,"(446.25, 42.87)","(471.44, 51.94)","(339.93, 215.36)","(676.82, 35.00)",,"(424.12, 138.09)","(290.85, 196.10)",,"(206.29, 167.45)",,,"(209.71, 41.44)",,,,,,"(407.90, 391.90)",,"(603.45, 299.23)",,,"(69.34, 259.61)",,,,,,,,,,,,,,,"(465.91, 129.71)",,,,,,,,,,,,,,,"(140.57, 52.12)","(719.96, 196.34)","(433.71, 168.91)",,"(324.66, 56.16)",,,,,,,,"(309.18, 168.98)",,,,,,,,,"(541.68, 180.52)",,,"(665.97, 183.14)","(78.79, 119.17)",,,,"(593.51, 144.92)","(663.48, 145.72)",,,"(598.09, 222.73)","(724.82, 173.96)","(686.52, 182.23)","(296.60, 395.08)","(186.65, 395.11)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,"(550.22, 49.49)",,"(172.84, 36.01)",,"(447.00, 40.37)","(471.58, 50.58)","(339.94, 212.41)",,,"(425.50, 136.53)","(290.87, 196.14)",,"(206.17, 167.41)",,,"(209.62, 40.80)",,,,,,"(406.55, 393.12)",,"(603.33, 297.91)",,,"(68.03, 257.72)",,,,,,,,,,,,,,,"(465.50, 126.04)",,,,,,,,,,,,,,,"(140.40, 49.95)","(718.52, 195.22)","(435.49, 165.97)",,"(324.15, 56.21)",,,,,,,,"(308.81, 165.64)",,,,,,,,,"(542.37, 179.26)",,,"(665.75, 181.16)","(79.48, 115.80)",,,,"(593.51, 144.93)","(663.26, 142.31)",,,"(597.15, 220.69)","(724.95, 172.20)","(686.62, 182.28)","(295.97, 395.05)","(187.68, 395.39)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,"(550.87, 46.56)",,"(172.21, 33.71)",,"(447.34, 38.17)","(471.70, 48.95)","(340.03, 209.44)",,,"(427.54, 134.46)","(290.88, 196.12)",,"(206.04, 167.38)",,,"(209.50, 39.59)",,,,,,"(405.23, 394.59)",,"(603.29, 296.70)",,,"(67.37, 256.54)",,,,,,,,,,,,,,,"(465.02, 122.75)",,,,,,,,,,,,,,,"(140.49, 48.33)","(717.37, 194.80)","(436.30, 162.65)",,"(324.51, 54.61)",,,,,,,,"(308.09, 162.93)",,,,,,,,,"(543.12, 177.88)",,,"(664.62, 178.43)","(79.15, 112.34)",,,,"(593.53, 144.89)","(663.34, 138.92)",,,"(596.46, 218.21)","(724.62, 170.53)","(685.82, 181.06)","(295.77, 395.05)","(187.61, 395.83)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
