frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id22,id24,id26,id31,id34,id37,id38,id39,id45,id48,id49,id50,id51,id52,id53,id54,id55,id57,id59,id60,id61,id62,id65,id68,id69,id71,id72,id73,id74,id75
291,"(247.00, 71.24)",,,"(426.40, 422.85)",,,,,,,,"(498.24, 435.03)",,"(504.18, 341.79)","(525.73, 447.60)",,,,,,,"(142.43, 219.35)","(268.76, 236.33)",,,"(129.11, 365.77)",,,"(308.96, 267.77)","(414.36, 452.48)","(133.53, 421.56)","(269.87, 269.24)","(278.48, 439.56)",,,"(67.32, 282.72)","(386.32, 292.23)",,,,,,,,,,,,,
292,"(246.92, 69.65)",,,"(426.91, 420.88)",,,,,,,,"(498.26, 434.97)",,"(504.17, 341.76)","(525.67, 447.62)",,,,,,,"(143.40, 219.08)","(268.55, 235.00)",,,"(129.34, 363.62)",,,"(308.92, 266.66)","(416.51, 452.36)","(133.21, 421.08)","(271.08, 267.48)","(279.16, 438.14)",,,"(66.44, 281.58)","(386.32, 292.23)",,,,,,,,,,,,,
293,"(246.92, 68.23)",,,"(427.38, 418.37)",,,,,,,,"(498.44, 434.94)",,"(504.16, 341.80)","(525.68, 447.66)",,,,,,,"(145.30, 218.31)","(268.59, 233.69)",,,"(129.68, 361.63)",,,"(309.18, 264.54)","(418.52, 451.96)","(133.01, 420.82)","(272.64, 266.15)","(280.21, 436.79)",,,"(65.65, 279.89)","(386.25, 292.42)",,,,,,,,,,,,,
294,"(247.01, 66.60)",,,"(427.45, 415.78)",,,,,,,,"(498.45, 434.94)",,"(504.18, 341.80)","(525.47, 447.75)",,,,,,,"(146.28, 217.85)","(268.32, 232.35)",,,"(130.06, 360.06)",,,"(309.19, 263.33)","(420.38, 451.93)","(133.09, 420.71)","(274.10, 265.06)","(281.61, 435.38)",,,"(64.76, 278.65)","(386.31, 292.42)",,,,,,,,,,,,,
295,"(247.07, 64.93)",,,"(427.55, 413.71)",,,,,,,,"(498.88, 434.71)",,"(504.13, 341.78)","(525.38, 447.72)",,,,,,,"(147.36, 217.16)","(268.41, 230.31)",,,"(131.06, 358.51)",,,"(309.34, 261.46)","(420.40, 451.71)","(133.23, 420.71)","(276.30, 263.79)","(282.47, 434.02)",,,"(63.79, 277.83)","(386.32, 292.42)",,,,,,,,,,,,,
296,"(246.59, 63.38)",,,"(427.83, 411.61)",,,,,,,,"(499.16, 434.31)",,"(504.12, 341.70)","(525.45, 447.69)",,,,,,,"(148.43, 216.33)","(268.94, 228.78)",,,"(131.67, 357.42)",,,"(309.21, 259.85)","(420.04, 451.58)","(133.84, 420.00)","(278.27, 263.43)","(283.88, 432.36)",,,"(62.98, 276.29)","(386.28, 292.46)",,,,,,,,,,,,,
297,"(246.64, 61.37)",,,"(427.95, 411.23)",,,,,,,,"(499.77, 434.08)",,"(504.11, 341.71)","(525.42, 447.67)",,,,,,,"(148.80, 216.09)","(268.60, 227.05)",,,"(132.50, 356.50)",,,"(309.55, 258.73)","(419.61, 451.47)","(134.20, 419.31)","(280.75, 263.29)","(284.92, 431.56)",,,"(61.97, 275.28)","(386.27, 292.47)",,,,,,,,,,,,,
298,"(246.70, 59.39)",,,"(428.13, 411.16)",,,,,,,,"(499.84, 433.98)",,"(504.13, 341.68)","(525.43, 447.68)",,,,,,,"(148.35, 215.90)","(268.30, 225.21)",,,"(133.50, 355.51)",,,"(309.45, 257.07)","(419.56, 451.45)","(134.66, 418.50)","(283.07, 262.58)","(286.08, 430.68)",,,"(60.78, 274.14)","(386.29, 292.46)",,,,,,,,,,,,,
299,"(246.82, 57.57)",,,"(428.19, 410.78)",,,,,,,,"(500.54, 433.99)",,"(504.13, 341.71)","(525.36, 447.64)",,,,,,,"(147.95, 215.15)","(268.76, 223.58)",,,"(134.34, 354.09)",,,"(309.57, 255.74)","(419.05, 451.44)","(135.49, 417.22)","(285.09, 262.58)","(287.08, 429.60)",,,"(59.45, 272.58)","(386.29, 292.42)",,,,,,,,,,,,,
300,"(246.89, 55.36)",,,"(427.74, 410.42)",,,,,,,,"(500.79, 433.94)",,"(504.09, 341.68)","(525.40, 447.63)",,,,,,,"(147.47, 213.70)","(268.58, 221.88)",,,"(134.89, 353.17)",,,"(309.63, 254.23)","(418.75, 451.56)","(136.08, 415.72)","(287.31, 262.23)","(288.56, 428.75)",,,"(58.21, 271.54)","(386.37, 292.61)",,,,,,,,,,,,,
301,"(246.92, 53.43)",,,"(427.38, 410.31)",,,,,,,,"(500.97, 433.91)",,"(504.03, 341.68)","(525.40, 447.58)",,,,,,,"(146.71, 211.87)","(267.89, 220.31)",,,"(135.67, 351.88)",,,"(309.56, 253.24)","(418.96, 451.55)","(137.41, 414.19)","(289.03, 261.99)","(289.82, 427.80)",,,"(56.97, 270.49)","(386.39, 292.65)",,,,,,,,,,,,,
302,"(246.77, 50.86)",,,"(427.13, 410.23)",,,,,,,,"(501.30, 433.81)",,"(504.02, 341.66)","(525.52, 447.53)",,,,,,,"(145.79, 210.75)","(267.91, 218.97)",,,"(136.73, 350.43)",,,"(309.08, 251.89)","(419.15, 451.42)","(138.44, 412.45)","(290.79, 261.65)","(290.85, 426.80)",,,"(55.83, 269.23)","(386.21, 292.60)",,,,,,,,,,,,,
303,"(246.77, 48.79)",,,"(427.07, 409.60)",,,,,,,,"(501.79, 433.39)",,"(504.06, 341.69)","(525.52, 447.51)",,,,,,,"(144.63, 208.58)","(267.71, 217.55)",,,"(137.57, 349.68)",,,"(309.06, 251.10)","(419.21, 451.41)","(139.33, 410.93)","(292.83, 260.90)","(292.51, 426.31)",,,"(54.44, 267.90)","(386.21, 292.60)",,,,,,,,,,,,,
304,"(246.84, 46.55)",,,"(427.09, 407.61)",,,,,,,,"(502.05, 432.97)",,"(504.12, 341.69)","(525.53, 447.51)",,,,,,,"(143.59, 206.97)","(266.92, 216.95)",,,"(138.45, 349.73)",,,"(309.34, 250.26)","(419.22, 451.34)","(140.52, 409.17)","(294.04, 259.71)","(293.70, 426.03)",,,"(53.25, 266.55)","(386.25, 292.59)",,,,,,,,,,,,,
305,"(246.84, 44.57)",,,"(427.04, 405.54)",,,,,,,,"(502.08, 432.96)",,"(504.08, 341.71)","(525.52, 447.50)",,,,,,,"(142.91, 205.28)","(266.10, 215.94)",,,"(139.50, 350.19)",,,"(309.39, 249.66)","(419.28, 451.32)","(141.77, 407.60)","(294.53, 258.90)","(295.07, 425.86)",,,"(51.97, 265.31)","(386.26, 292.57)",,,,,,,,,,,,,
306,"(246.85, 42.87)",,,"(426.93, 404.72)",,,,,,,,"(502.04, 432.94)",,"(504.07, 341.71)","(525.47, 447.52)",,,,,,,"(143.17, 203.93)","(265.52, 214.48)",,,"(140.85, 350.57)",,,"(309.50, 248.90)","(418.47, 451.33)","(142.72, 405.81)","(295.31, 257.50)","(296.49, 425.73)",,,"(50.44, 264.34)","(386.25, 292.59)",,,,,,,,,,,,,
307,"(247.05, 41.39)",,,"(427.32, 403.23)",,,,,,,,"(502.37, 432.92)",,"(504.08, 341.68)","(525.55, 447.48)",,,,,,,"(142.51, 202.73)","(265.09, 213.56)",,,"(142.39, 350.71)",,,"(308.90, 248.96)","(417.72, 451.29)","(143.67, 404.10)","(295.99, 255.75)","(297.62, 425.36)",,,"(49.29, 263.35)","(386.21, 292.55)",,,,,,,,,,,,,
308,"(247.34, 42.08)",,,"(426.74, 401.47)",,,,,,,,"(502.62, 432.99)",,"(504.10, 341.67)","(525.57, 447.44)",,,,,,,"(142.09, 201.67)","(264.71, 212.24)",,,"(144.02, 351.10)",,,"(308.65, 248.84)","(416.62, 451.49)","(143.88, 401.90)","(297.01, 254.54)","(298.94, 424.67)",,,"(48.08, 261.98)","(386.20, 292.54)",,,,,,,,,,,,,
309,"(247.48, 42.61)",,,"(427.20, 399.82)",,,,,,,,"(503.19, 432.96)",,"(504.09, 341.69)","(525.50, 447.41)",,,,,,,"(141.96, 201.33)","(264.12, 210.61)",,,"(145.37, 351.25)",,,"(308.60, 248.84)","(415.79, 451.55)","(144.10, 400.03)","(297.81, 253.34)","(299.91, 424.08)",,,"(46.98, 260.16)","(386.20, 292.52)",,,,,,,,,,,,,
310,"(247.38, 43.27)",,,"(427.12, 397.81)",,,,,,,,"(503.65, 432.98)",,"(504.07, 341.66)","(525.50, 447.40)",,,,,,,"(142.05, 200.54)","(263.27, 208.97)",,,"(147.44, 351.09)",,,"(308.54, 248.93)","(415.17, 451.31)","(144.32, 397.98)","(298.06, 253.20)","(301.03, 423.30)",,,"(45.98, 258.38)","(386.18, 292.47)",,,,,,,,,,,,,
311,"(247.35, 43.26)",,,"(426.75, 395.84)",,,,,,,,"(504.09, 432.97)",,"(504.08, 341.65)","(525.48, 447.42)",,,,,,,"(142.08, 199.66)","(262.59, 207.58)",,,"(148.91, 350.76)",,,"(308.68, 248.81)","(414.24, 450.91)","(144.70, 395.14)","(298.00, 253.27)","(302.04, 422.96)",,,"(44.85, 257.03)","(386.13, 292.45)",,,,,,,,,,,,,
312,"(247.41, 43.07)",,,"(426.81, 393.84)",,,,,,,,"(504.24, 433.13)",,"(504.08, 341.58)","(525.50, 447.36)",,,,,,,"(142.39, 199.58)","(261.77, 205.94)",,,"(150.52, 350.40)",,,"(308.50, 249.12)","(413.76, 450.62)","(145.57, 393.07)","(297.95, 253.07)","(302.30, 422.44)",,,"(44.13, 255.85)","(386.13, 292.47)",,,,,,,,,,,,,
313,"(247.39, 42.65)",,,"(426.56, 391.66)",,,,,,,,"(504.36, 433.28)",,"(504.07, 341.56)","(525.54, 447.37)",,,,,,,"(142.71, 199.42)","(261.29, 204.27)",,,"(151.76, 349.48)",,,"(308.60, 249.07)","(412.58, 450.63)","(145.90, 390.80)","(297.88, 253.09)","(303.11, 422.25)",,,"(42.83, 254.57)","(386.15, 292.48)",,,,,,,,,,,,,
314,"(247.64, 42.93)",,,"(426.45, 389.67)",,,,,,,,"(505.02, 433.73)",,"(504.19, 341.67)","(525.46, 447.37)",,,,,,,"(142.74, 199.01)","(261.21, 202.87)",,,"(153.18, 348.92)",,,"(308.58, 249.12)","(411.67, 450.35)","(147.60, 388.65)","(297.95, 252.93)","(303.09, 422.22)",,,"(41.81, 253.86)","(386.11, 292.49)",,,,,,,,,,,,,
315,"(248.38, 41.87)",,,"(425.73, 387.03)",,,,,,,,"(505.48, 433.86)",,"(504.19, 341.71)","(525.53, 447.39)",,,,,,,"(143.09, 199.00)","(261.05, 201.41)",,,"(154.34, 347.42)",,,"(308.57, 249.09)","(410.75, 450.23)","(147.81, 387.52)","(297.96, 252.94)","(303.10, 422.21)",,,"(40.35, 252.29)","(386.08, 292.49)",,,,,,,,,,,,,
316,"(249.09, 41.36)",,,"(425.77, 385.08)",,,,,,,,"(505.71, 434.13)",,"(504.14, 341.65)","(525.59, 447.39)",,,,,,,"(143.28, 198.56)","(261.24, 200.18)",,,"(155.67, 345.95)",,,"(308.59, 249.05)","(409.30, 450.11)","(148.07, 385.63)","(298.01, 252.93)","(303.11, 422.21)",,,"(39.14, 250.97)","(386.07, 292.45)",,,,,,,,,,,,,
317,"(249.47, 41.12)",,,"(424.91, 383.08)",,,,,,,,"(505.69, 434.32)",,"(504.05, 341.83)","(525.63, 447.40)",,,,,,,"(143.81, 198.57)","(261.36, 198.31)",,,"(157.31, 344.68)",,,"(308.57, 249.05)","(408.80, 449.86)","(148.75, 383.31)","(297.99, 252.90)","(303.11, 422.19)",,,"(38.34, 249.86)","(386.08, 292.47)",,,,,,,,,,,,,
318,"(249.82, 40.58)",,,"(424.17, 382.58)",,,,,,,,"(505.79, 434.79)",,"(504.10, 341.80)","(525.59, 447.37)",,,,,,,"(144.02, 198.22)","(261.41, 196.81)",,,"(158.92, 343.07)",,,"(308.77, 248.81)","(408.73, 449.81)","(149.31, 380.99)","(298.30, 252.93)","(303.11, 422.19)",,,"(37.46, 248.30)","(386.04, 292.49)",,,,,,,,,,,,,
319,"(250.06, 40.24)",,,"(423.16, 382.25)",,,,,,,,"(506.14, 435.24)",,"(504.13, 341.69)","(525.57, 447.38)",,,,,,,"(144.37, 197.89)","(261.19, 194.82)",,,"(160.07, 341.58)",,,"(308.87, 248.78)","(408.62, 449.78)","(150.28, 379.30)","(299.13, 252.49)","(303.18, 422.17)",,,"(37.38, 247.27)","(386.03, 292.50)",,,,,,,,,,,,,
320,"(250.23, 39.83)",,,"(422.19, 382.24)",,,,,,,,"(506.92, 434.97)",,"(504.05, 341.76)","(525.61, 447.40)",,,,,,,"(145.11, 198.24)","(261.39, 192.91)",,,"(161.32, 340.23)",,,"(308.97, 248.80)","(408.67, 449.71)","(150.72, 376.88)","(300.07, 252.35)","(303.20, 422.18)",,,"(37.50, 245.23)","(386.03, 292.51)",,,,,,,,,,,,,
321,"(250.49, 39.49)",,,"(420.66, 381.42)",,,,,,,,"(506.95, 435.16)",,"(504.05, 341.76)","(525.47, 447.39)",,,,,,,"(145.29, 198.15)","(261.49, 191.44)",,,"(162.21, 338.68)",,,"(308.84, 248.91)","(408.86, 449.67)","(151.93, 375.02)","(301.07, 252.53)","(303.36, 422.23)",,,"(37.48, 243.51)","(386.04, 292.52)",,,,,,,,,,,,,
322,"(250.81, 38.82)",,,"(419.32, 381.06)",,,,,,,,"(506.97, 435.19)",,"(504.13, 341.54)","(525.41, 447.37)",,,,,,,"(145.96, 197.88)","(261.39, 189.65)",,,"(163.66, 336.91)",,,"(308.83, 249.05)","(408.96, 449.71)","(151.94, 374.34)","(301.79, 252.62)","(303.33, 422.22)",,,"(36.86, 241.78)","(386.04, 292.52)",,,,,,,,,,,,,
323,"(251.41, 37.96)",,,"(418.11, 380.78)",,,,,,,,"(507.03, 435.61)",,"(504.14, 341.59)","(525.36, 447.36)",,,,,,,"(146.49, 197.70)","(261.73, 188.16)",,,"(164.66, 335.61)",,,"(308.94, 249.08)","(409.00, 449.72)","(152.77, 372.01)","(302.28, 252.69)","(303.32, 422.22)",,,"(36.74, 240.10)","(386.05, 292.50)",,,,,,,,,,,,,
324,"(251.45, 37.89)",,,"(416.55, 379.44)",,,,,,,,"(507.10, 435.79)",,"(504.21, 341.60)","(525.33, 447.38)",,,,,,,"(146.46, 197.72)","(261.71, 186.99)",,,"(165.24, 333.33)",,,"(309.20, 249.22)","(409.20, 449.82)","(153.46, 370.37)","(303.34, 252.91)","(303.24, 422.28)",,,"(36.54, 238.03)","(385.99, 292.28)",,,,,,,,,,,,,
325,,,,"(414.76, 378.95)",,,,,,,,"(507.20, 436.07)",,"(504.23, 341.60)","(525.32, 447.39)",,,,,,,"(147.59, 197.77)","(261.97, 185.16)",,,"(166.16, 331.68)",,,"(308.79, 249.23)","(409.21, 449.84)","(154.35, 378.46)","(304.65, 252.66)","(303.24, 422.26)",,,"(35.71, 236.16)","(385.87, 292.32)",,,,,,,,,,,,,
326,,,,"(413.45, 378.34)",,,,,,,,"(507.28, 436.05)",,"(504.27, 341.62)","(525.33, 447.39)",,,,,,,"(148.13, 197.85)","(262.51, 184.26)",,,"(167.19, 329.71)",,,"(308.94, 249.01)","(409.23, 449.90)",,"(305.42, 252.32)","(303.23, 422.24)",,,"(35.64, 234.07)","(385.86, 292.22)",,,,,,,,,,,,,
327,,,,"(411.65, 377.80)",,,,,,,,"(507.30, 436.49)",,"(504.29, 341.66)","(525.29, 447.42)",,,,,,,"(148.37, 197.91)","(263.16, 183.12)",,,"(167.03, 327.72)",,,"(309.17, 248.96)","(409.19, 449.93)",,"(306.23, 252.25)","(303.19, 422.25)",,,"(34.89, 232.10)","(385.88, 292.21)",,,,,,,,,,,,,
328,,,,"(409.68, 378.44)",,,,,,,,"(507.31, 436.50)",,"(504.30, 341.68)","(525.25, 447.40)",,,,,,,"(149.04, 197.91)","(263.85, 181.80)",,,"(166.91, 326.24)",,,,"(409.28, 450.02)",,"(308.06, 250.18)","(303.22, 422.26)",,,"(34.52, 230.06)","(385.90, 292.21)",,,,,,,,,,,,,
329,,,,"(407.56, 378.48)",,,,,,,,"(507.43, 436.75)",,"(504.29, 341.68)","(524.89, 447.46)",,,,,,,"(149.18, 197.84)","(264.36, 180.99)",,,"(167.05, 325.17)",,,,"(409.36, 450.09)",,"(308.61, 249.74)","(303.18, 422.33)",,,"(34.41, 228.29)","(386.00, 292.25)",,,,,,,,,,,,,
330,,,,"(405.53, 379.65)",,,,,,,,"(507.54, 436.84)",,"(504.27, 341.68)","(525.19, 448.66)",,,,,,,"(149.08, 197.96)","(264.82, 179.76)",,,"(167.33, 324.41)",,,,"(409.37, 450.11)",,"(308.50, 249.53)","(303.31, 422.26)",,,"(33.47, 226.24)","(386.14, 292.09)","(132.10, 448.95)",,,,,,,,,,,,
331,,,,"(403.24, 380.13)",,,,,,,,"(507.55, 437.00)",,"(504.24, 341.71)","(524.62, 448.17)",,,,,,,"(149.36, 198.45)","(265.39, 177.95)",,,"(168.05, 323.42)",,,,"(409.40, 450.13)",,"(307.87, 250.08)","(303.40, 422.39)",,,"(33.28, 224.73)","(386.28, 291.93)","(136.08, 450.80)",,,,,,,,,,,,
332,,,,"(401.05, 381.37)",,,,,,,,"(507.69, 436.97)",,"(504.08, 341.68)","(524.03, 448.10)",,,,,,,"(150.09, 198.65)","(265.58, 177.22)",,,"(169.37, 322.46)",,,,"(409.41, 450.12)",,"(307.79, 249.72)","(304.16, 422.62)",,,"(32.77, 222.33)","(386.33, 291.93)","(136.18, 451.21)",,,,,,,,,,,,
333,,,,"(399.19, 382.05)",,,,,,,,"(507.74, 437.48)",,"(504.06, 341.67)","(524.03, 448.14)",,,,,,,"(150.39, 198.83)","(265.49, 176.32)",,,"(170.19, 321.33)",,,,"(409.12, 450.03)",,"(307.72, 249.48)","(304.42, 422.82)",,,"(32.35, 220.07)","(386.34, 291.94)","(136.31, 451.29)",,,,,,,,,,,,
334,,,,"(397.37, 381.96)",,,,,,,,"(508.22, 437.72)",,"(507.26, 338.67)","(523.23, 447.90)",,,,,,,"(150.44, 199.14)","(265.62, 174.98)",,,"(171.38, 319.89)",,,,"(409.01, 449.98)",,"(307.81, 249.15)","(304.93, 423.35)",,,"(32.08, 217.64)","(386.38, 291.96)","(136.34, 451.31)",,,,,,,,,,,,
335,,,,"(395.35, 383.73)",,,,,,,,"(508.53, 438.04)",,"(523.32, 334.34)","(522.22, 447.71)",,,,,,,"(150.86, 199.62)","(265.38, 173.93)",,,"(172.78, 318.43)",,,,"(408.88, 450.01)",,"(307.85, 248.39)","(305.35, 423.98)",,,"(31.73, 215.41)","(386.39, 291.97)","(136.30, 451.19)",,,,,,,,,,,,
336,,,,"(393.23, 384.00)",,,,,,,,"(508.49, 438.11)",,"(530.65, 340.03)","(520.85, 447.83)",,,,,,,"(150.94, 199.73)","(265.38, 173.03)",,,"(173.68, 316.90)",,,,"(408.63, 450.09)",,"(307.74, 247.78)","(305.84, 424.40)",,,"(31.79, 213.04)","(386.34, 291.85)","(135.96, 450.90)",,,,,,,,,,,,
337,,,,"(391.21, 384.20)",,,,,,,,"(508.60, 438.15)",,,"(520.24, 448.22)",,,,,,,"(151.12, 199.85)","(265.40, 172.13)",,,"(174.82, 315.30)",,,,"(408.12, 450.10)",,"(307.67, 246.76)","(306.62, 425.03)",,,"(31.92, 210.94)","(386.29, 291.78)","(135.92, 450.85)",,,,,,,,,,,,
338,,,,"(389.27, 384.42)",,,,,,,,"(508.35, 438.31)",,,"(518.51, 449.11)",,,,,,,"(151.29, 200.19)","(265.42, 171.53)",,,"(175.66, 313.53)",,,,"(407.70, 450.12)",,"(307.65, 245.96)","(307.31, 425.33)",,,"(32.12, 208.52)","(386.28, 291.76)","(135.98, 450.83)",,,,,,,,,,,,
339,,,,"(386.48, 384.28)",,,,,,,,"(508.28, 438.20)",,,"(517.79, 449.15)",,,,,,,"(152.26, 200.79)","(265.91, 170.32)",,,"(176.38, 311.56)",,,,"(407.56, 450.05)",,"(307.80, 245.32)","(307.50, 425.77)",,,"(32.56, 206.49)","(387.32, 291.13)","(135.98, 450.84)",,,,,,,,,,,,
340,,,,"(385.01, 383.84)",,,,,,,,"(509.33, 439.17)",,,"(517.10, 449.14)",,,,,,,"(152.65, 201.44)","(266.38, 169.42)",,,"(177.45, 310.11)",,,,"(407.51, 450.19)",,"(307.93, 243.78)","(308.15, 425.82)",,,"(32.53, 204.19)",,"(135.98, 450.81)","(284.77, 449.51)",,,,,,,,,,,
341,,,,"(382.94, 383.15)",,,,,,,,"(509.84, 439.38)",,,"(516.54, 448.84)",,,,,,,"(153.36, 202.23)","(266.82, 168.07)",,,"(178.34, 308.16)",,,,"(407.44, 450.05)",,"(308.10, 242.12)","(308.52, 425.67)",,,"(33.23, 201.85)",,"(136.45, 451.13)","(284.85, 449.50)",,,,,,,,,,,
342,,,,"(381.51, 381.98)",,,,,,,,"(511.00, 439.52)",,,"(515.95, 448.87)",,,,,,,"(153.91, 202.86)","(267.02, 167.47)",,,"(179.02, 305.85)",,,,"(407.63, 450.10)",,"(308.36, 240.14)","(308.83, 425.44)",,,"(33.32, 199.55)",,"(136.78, 450.81)","(284.84, 449.44)",,,,,,,,,,,
343,,,,"(380.62, 380.83)",,,,,,,,"(510.82, 439.96)",,,"(516.00, 447.99)",,,,,,,"(154.56, 203.11)","(267.94, 166.12)",,,"(180.01, 304.15)",,,,"(407.85, 450.12)",,"(308.33, 238.15)","(309.01, 425.27)",,,"(33.61, 197.91)",,"(137.13, 450.76)","(284.81, 449.44)","(527.64, 450.69)",,,,,,,,,,
344,,,,"(379.76, 380.26)",,,,,,,,"(510.30, 439.79)",,,"(516.44, 448.18)",,,,,,,"(154.95, 203.22)","(268.46, 165.23)",,,"(180.31, 302.03)",,,,"(407.85, 450.07)",,"(308.66, 235.74)","(308.90, 424.86)",,,"(34.21, 196.38)",,"(137.52, 450.66)","(284.82, 449.39)","(527.53, 450.67)",,,,,,,,,,
345,,,,"(379.58, 379.90)",,,,,,,,"(510.17, 439.73)",,,"(516.80, 448.59)",,,,,,,"(155.23, 203.39)","(269.28, 164.08)",,,"(181.09, 300.03)",,,,"(408.38, 449.98)",,"(308.92, 233.26)","(308.96, 424.57)",,,"(34.45, 194.90)",,"(137.85, 450.68)","(284.42, 448.96)","(527.56, 450.75)",,,,,,,,,,
346,,,,"(379.42, 379.70)",,,,,,,,"(510.12, 440.00)",,,"(517.18, 448.68)",,,,,,,"(155.60, 203.66)","(270.04, 162.91)",,,"(181.54, 298.32)",,,,"(408.47, 449.95)",,"(309.04, 230.79)","(309.02, 424.58)",,,"(34.88, 193.65)",,"(138.19, 450.66)","(284.43, 448.82)","(527.52, 450.78)",,,,,,,,,,
347,,,,"(379.41, 379.71)",,,,,,,,"(510.07, 439.95)",,,"(517.22, 448.27)",,,,,,,"(155.80, 203.78)","(270.77, 161.61)",,,"(181.82, 296.67)",,,,"(408.50, 449.93)",,"(309.21, 228.33)","(309.07, 424.79)",,"(401.55, 452.11)","(35.36, 192.52)",,"(138.86, 450.79)","(284.25, 448.81)","(527.55, 450.87)",,,,,,,,,,
348,,,,"(379.24, 379.43)",,,,,,,,"(510.18, 440.20)",,,"(516.90, 447.29)",,,,,,,"(156.19, 204.11)","(271.19, 160.17)",,,"(183.00, 295.28)",,,,"(408.46, 450.05)",,"(309.15, 225.55)","(309.01, 424.87)",,"(401.47, 452.12)","(35.71, 191.82)",,"(139.91, 451.02)","(284.21, 448.80)","(527.50, 451.00)",,,,,,,,,,
349,,,,"(377.59, 378.28)",,,,,,,,"(510.09, 440.48)",,,,,,,,,,"(156.64, 204.31)","(272.05, 158.80)",,,"(183.92, 294.33)",,,,"(408.47, 450.05)",,"(309.32, 223.19)","(309.01, 424.87)",,"(401.48, 452.14)","(35.78, 191.23)",,"(140.14, 451.08)","(284.17, 448.79)","(527.51, 451.03)",,,,,,,,,,
350,,,,"(376.07, 376.00)",,,,,,,,"(510.02, 440.59)",,,,,,,,,,"(156.96, 204.38)","(272.57, 158.03)",,,"(184.94, 293.70)",,,,"(408.56, 450.03)",,"(309.51, 220.95)","(309.04, 424.87)",,"(401.53, 452.11)","(36.06, 190.28)",,"(140.60, 451.05)","(284.06, 448.76)","(527.54, 451.00)",,,,,,,,,,
351,,,,"(374.29, 373.98)",,,,,,,,"(510.06, 441.19)",,,,,,,,,,"(157.96, 204.67)","(273.06, 156.31)",,,"(185.95, 292.56)",,,,"(408.72, 450.04)",,"(309.48, 219.15)","(309.04, 424.96)",,"(401.52, 452.13)","(36.72, 189.38)",,"(141.11, 451.10)","(283.99, 448.80)","(527.58, 450.99)",,,,,,,,,,
352,,,,"(372.92, 373.00)",,,,,,,,"(510.01, 441.81)",,,,,,,,,,"(158.81, 204.90)","(273.37, 155.16)",,,"(186.37, 291.57)",,,,"(408.90, 450.01)",,"(309.56, 216.99)","(309.02, 425.02)",,"(401.48, 452.14)","(36.71, 189.33)",,"(141.24, 451.04)","(284.03, 448.72)","(527.63, 451.03)",,,,,,,,,,
353,,,,"(371.45, 371.68)",,,,,,,,"(510.19, 442.58)",,,"(517.59, 444.24)",,,,,,,"(159.84, 205.18)","(274.19, 153.84)",,,"(186.78, 290.07)",,,,"(408.91, 450.05)",,"(309.28, 215.02)","(309.04, 425.03)",,"(401.52, 452.19)","(36.75, 189.33)",,"(141.34, 450.93)","(284.00, 448.65)","(527.62, 451.13)",,,,,,,,,,
354,,,,"(369.64, 370.37)",,,,,,,,"(509.87, 443.06)",,,"(517.71, 443.11)",,,,,,,"(161.26, 205.17)","(274.73, 152.82)",,,"(187.22, 288.52)",,,,"(409.01, 450.04)",,"(309.00, 213.11)","(309.04, 425.05)",,"(401.51, 452.19)","(36.76, 189.31)",,"(142.18, 450.65)","(283.99, 448.62)","(527.67, 451.16)",,,,,,,,,,
355,,,,"(368.53, 369.37)",,,,,,,,"(510.10, 443.66)",,,"(518.14, 441.80)",,,,,,,"(162.76, 205.08)","(275.18, 150.51)",,,"(187.35, 286.35)",,,,"(409.23, 450.11)",,"(308.88, 211.17)","(308.90, 425.08)",,"(401.52, 452.14)","(36.74, 189.32)",,"(143.25, 450.67)","(283.98, 448.67)","(527.74, 451.19)",,,,,,,,,,
356,,,,"(367.25, 368.13)",,,,,,,,"(509.94, 443.87)",,,"(518.45, 441.14)",,,,,,,"(163.98, 205.05)","(275.93, 149.32)",,,"(187.60, 284.56)",,,,"(409.04, 450.05)",,"(308.50, 208.53)","(308.62, 425.19)",,"(401.55, 452.13)","(36.69, 189.29)",,"(144.73, 450.58)","(283.94, 448.67)","(527.73, 451.12)",,,,,,,,,,
357,,,,"(366.20, 367.49)",,,,,,,,"(509.82, 444.37)",,,"(518.50, 440.00)",,,,,,,"(165.23, 204.73)","(276.52, 148.74)",,,"(187.74, 282.64)",,,,"(409.08, 450.06)",,"(308.33, 207.00)","(308.62, 425.06)",,"(401.59, 452.12)","(36.68, 189.32)",,"(145.62, 450.60)","(283.91, 448.71)","(527.72, 451.08)",,,,,,,,,,
358,,,,"(365.66, 367.23)",,,,,,,,"(510.36, 444.49)",,,"(519.45, 438.45)",,,,,,,"(166.51, 204.37)","(276.99, 147.75)",,,"(187.69, 280.92)",,,,"(409.35, 449.90)",,"(307.95, 205.62)","(308.73, 424.78)",,"(401.58, 452.20)","(36.69, 189.31)",,"(147.42, 450.33)","(284.14, 448.75)","(527.73, 451.09)",,,,,,,,,,
359,,,,"(364.94, 367.08)",,,,,,,,"(510.30, 444.69)",,,"(519.73, 437.48)",,,,,,,"(168.05, 204.12)","(277.79, 146.45)",,,"(187.72, 279.64)",,,,"(409.11, 450.09)",,"(307.61, 203.72)","(308.79, 424.60)",,"(401.60, 452.23)","(36.72, 189.31)",,"(149.02, 450.26)","(284.05, 448.71)","(527.70, 451.04)",,,,,,,,,,
