frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id22,id24,id26,id31,id34,id37,id38,id39,id45,id48,id49,id50,id51,id52,id53,id54,id55,id57,id59,id60,id61,id62,id65,id68,id69,id71,id72,id73,id74,id75
577,,,,"(413.27, 226.93)",,,,,,,,"(506.32, 450.10)",,,,,,,,,,,"(292.02, 41.85)",,,"(181.34, 39.16)",,,,"(408.95, 450.73)","(143.48, 331.85)",,"(291.42, 167.80)",,,,,"(153.56, 450.23)","(281.76, 446.57)","(530.29, 451.26)",,,"(425.32, 218.37)",,,,,,,
578,,,,"(413.05, 226.62)",,,,,,,,"(506.38, 450.13)",,,"(489.04, 90.40)",,,,,,,,"(293.00, 41.92)",,,"(180.30, 38.98)",,,,"(409.00, 450.75)","(144.50, 330.06)",,"(290.25, 166.49)",,,,,"(153.54, 450.23)","(281.83, 446.58)","(530.24, 451.24)",,,"(425.27, 214.55)",,,,,,,
579,,,,"(413.03, 226.57)",,,,,,,,"(506.35, 450.17)",,,"(489.15, 88.59)",,,,,,,,"(293.81, 41.91)",,,"(179.25, 38.68)",,,,"(408.99, 450.87)","(145.44, 328.83)",,"(288.85, 165.52)",,,,,"(153.54, 450.24)","(281.82, 446.58)","(530.22, 451.27)",,,"(425.41, 211.89)",,,,,,,
580,,,,"(412.79, 226.58)",,,,,,,,"(506.39, 450.14)",,,"(489.12, 86.93)",,,,,,,,"(294.70, 41.90)",,,"(177.94, 37.58)",,,,"(409.04, 450.86)","(146.30, 327.29)",,"(287.73, 164.48)",,,,,"(153.54, 450.24)","(281.81, 446.57)","(530.22, 451.25)",,,"(425.49, 208.43)",,,,,,,
581,,,,"(412.97, 226.49)",,,,,,,,"(506.55, 450.32)",,,"(488.58, 84.11)",,,,,,,,"(295.71, 41.87)",,,"(176.92, 36.41)",,,,"(409.13, 451.12)","(147.07, 325.39)",,"(286.64, 163.15)",,,,,"(153.56, 450.23)","(281.79, 446.58)","(530.21, 451.26)",,,"(425.56, 204.97)",,,,,,,
582,,,,"(412.93, 226.47)",,,,,,,,"(506.52, 450.25)",,,"(488.15, 82.29)",,,,,,,,"(296.15, 41.72)",,,"(175.63, 36.51)",,,,"(409.40, 451.23)","(148.12, 324.08)",,"(285.07, 162.33)",,,,,"(153.56, 450.21)","(281.75, 446.54)","(530.21, 451.23)",,,"(425.59, 201.83)",,,,,,,
583,,,,"(413.13, 226.76)",,,,,,,,"(506.51, 450.26)",,,"(488.38, 80.69)",,,,,,,,"(296.86, 40.78)",,,"(174.60, 36.20)",,,,"(409.42, 451.35)","(148.65, 322.47)",,"(283.45, 160.70)",,,,,"(153.56, 450.21)","(281.77, 446.55)","(530.19, 451.20)",,,"(426.16, 198.30)",,,,,,,
584,,,,"(413.10, 226.77)",,,,,,,,"(506.46, 450.25)",,,"(488.40, 78.95)",,,,,,,,"(297.51, 40.43)",,,"(173.10, 36.22)",,,,"(409.18, 451.38)","(149.11, 320.67)",,"(282.10, 159.69)",,,,,"(153.64, 450.24)","(281.80, 446.47)","(530.14, 451.29)",,,"(426.49, 194.31)",,,,,,,
585,,,,"(413.04, 226.66)",,,,,,,,"(506.45, 450.27)",,,"(488.97, 80.16)",,,,,,,,"(298.60, 39.27)",,,"(171.93, 36.50)",,,,"(409.11, 451.39)","(149.85, 319.46)",,"(281.51, 158.43)",,,,,"(153.63, 450.25)","(281.82, 446.45)","(530.13, 451.29)",,,"(426.78, 190.63)",,,,,,,
586,,,,"(412.91, 226.56)",,,,,,,,"(506.40, 450.26)",,,"(489.04, 80.33)",,,,,,,,"(299.39, 38.55)",,,"(170.93, 36.42)",,,,"(409.01, 451.41)","(150.43, 317.65)",,"(280.97, 156.24)",,,,,"(153.65, 450.24)","(281.85, 446.54)","(530.16, 451.27)",,,"(427.02, 187.95)",,,,,,,
587,,,,"(413.03, 226.55)",,,,,,,,"(506.39, 450.26)",,,"(489.28, 80.44)",,,,,,,,"(299.90, 38.62)",,,"(169.30, 36.54)",,,,"(408.97, 451.55)","(150.94, 315.52)",,"(280.07, 154.84)",,,,,"(153.65, 450.23)","(281.85, 446.54)","(530.17, 451.29)",,,"(427.55, 184.32)",,,,,,,
588,,,,"(412.93, 226.61)",,,,,,,,"(506.41, 450.25)",,,"(489.50, 80.10)",,,,,,,,"(300.85, 38.52)",,,"(167.66, 37.68)",,,,"(409.06, 451.67)","(151.57, 313.91)",,"(279.25, 153.56)",,,,,"(153.68, 450.26)","(281.71, 446.45)","(530.25, 451.37)",,,"(427.73, 180.90)",,,,,,,
589,,,,"(412.87, 226.54)",,,,,,,,"(506.39, 450.26)",,,"(489.52, 80.06)",,,,,,,,"(301.99, 38.74)",,,"(166.53, 38.09)",,,,"(409.43, 451.56)","(151.82, 311.90)",,"(278.98, 151.71)",,,,,"(153.69, 450.25)","(281.60, 446.60)","(530.15, 451.40)",,,"(427.83, 177.68)",,,,,,,
590,,,,"(412.75, 226.56)",,,,,,,,"(506.40, 450.28)",,,"(489.56, 79.96)",,,,,,,,"(302.67, 38.95)",,,"(165.12, 38.81)",,,,"(409.51, 451.47)","(152.29, 310.13)",,"(278.49, 150.21)",,,,,"(153.70, 450.25)","(281.67, 446.44)","(530.14, 451.44)",,,"(427.90, 174.13)",,,,,,,
591,,,,"(412.79, 226.54)",,,,,,,,"(506.40, 450.26)",,,"(489.74, 79.90)",,,,,,,,"(303.59, 38.92)",,,"(164.08, 39.78)",,,,"(409.71, 451.25)","(153.20, 308.44)",,"(277.47, 148.56)",,,,,"(153.69, 450.24)","(281.68, 446.33)","(530.17, 451.46)",,,"(427.98, 170.51)",,,,,,,
592,,,,"(412.79, 226.58)",,,,,,,,"(506.39, 450.26)",,,"(489.90, 79.87)",,,,,,,,"(304.39, 39.08)",,,"(162.60, 40.44)",,,,"(409.95, 451.11)","(153.48, 306.68)",,"(277.24, 146.37)",,,,,"(153.70, 450.26)","(281.66, 446.35)","(530.17, 451.45)",,,"(428.15, 166.73)",,,,,,,
593,,,,"(412.82, 226.49)",,,,,,,,"(506.42, 450.30)",,,"(489.92, 79.45)",,,,,,,,"(305.04, 39.20)",,,"(160.89, 41.51)",,,,"(409.99, 451.16)","(153.63, 304.94)",,"(276.16, 144.85)",,,,,"(153.70, 450.23)","(281.69, 446.23)","(530.18, 451.45)",,,"(428.19, 163.48)",,,,,,,
594,,,,"(412.81, 226.52)",,,,,,,,"(506.45, 450.30)",,,"(490.66, 78.77)",,,,,,,,"(305.82, 39.24)",,,"(159.36, 42.67)",,,,"(409.93, 451.30)","(154.37, 302.98)",,"(275.26, 143.32)",,,,,"(153.81, 450.26)","(281.65, 446.18)","(530.16, 451.44)",,,"(428.05, 160.74)",,,,,,,
595,,,,"(412.83, 226.54)",,,,,,,,"(506.43, 450.30)",,,"(490.96, 78.07)",,,,,,,,"(306.76, 39.32)",,,"(157.34, 43.42)",,,,"(409.97, 451.61)","(154.21, 300.52)",,"(274.66, 141.41)",,,,,"(153.81, 450.26)","(281.55, 446.59)","(530.15, 451.43)",,,"(427.91, 158.18)",,,,,,,
596,,,,"(412.89, 226.56)",,,,,,,,"(506.41, 450.27)",,,"(491.33, 77.61)",,,,,,,,"(307.64, 40.14)",,,"(155.45, 44.88)",,,,"(409.96, 451.63)","(154.38, 298.83)",,"(273.51, 139.61)",,,,,"(153.83, 450.27)","(281.54, 446.53)","(530.17, 451.42)",,,"(427.94, 154.60)",,,,,,,
597,,,,"(412.83, 226.64)",,,,,,,,"(506.41, 450.33)",,,"(492.12, 76.31)",,,,,,,,"(308.10, 40.51)",,,"(154.39, 46.04)",,,,"(409.63, 451.59)","(154.32, 297.46)",,"(272.70, 138.19)",,,,,"(153.83, 450.30)","(281.59, 446.55)","(530.16, 451.45)",,,"(427.92, 152.60)",,,,,,,
598,,,,"(412.82, 226.63)",,,,,,,,"(506.41, 450.31)",,,"(492.71, 75.26)",,,,,,,,"(308.55, 40.87)",,,"(152.80, 46.90)",,,,"(409.19, 451.37)","(153.93, 295.95)",,"(271.78, 136.27)",,,,,"(153.82, 450.34)","(281.69, 446.25)","(530.26, 451.42)",,,"(427.89, 151.20)",,,,,,,
599,,,,"(412.81, 226.62)",,,,,,,,"(506.45, 450.26)",,,"(492.94, 74.42)",,,,,,,,"(309.06, 40.99)",,,"(151.14, 47.92)",,,,"(408.87, 450.97)","(153.65, 294.23)",,"(270.41, 135.09)",,,,,"(153.06, 450.23)","(281.75, 446.26)","(530.28, 451.38)",,,"(427.94, 150.13)",,,,,,,
600,,,,"(413.01, 226.61)",,,,,,,,"(506.52, 450.36)",,,"(493.47, 73.27)",,,,,,,,"(309.61, 40.96)",,,"(149.49, 48.83)",,,,"(408.29, 450.72)","(154.45, 293.44)",,"(269.23, 133.68)",,,,,"(152.98, 450.23)","(281.63, 446.50)","(530.33, 451.49)",,,"(427.75, 149.16)",,,,,,,
601,,,,"(412.96, 226.65)",,,,,,,,"(506.56, 450.33)",,,"(493.87, 72.11)",,,,,,,,"(309.85, 40.78)",,,"(147.75, 49.62)",,,,"(407.20, 450.49)","(154.66, 292.22)",,"(267.89, 131.78)",,,,,"(153.36, 450.25)","(281.61, 446.59)","(530.30, 451.44)",,,"(427.64, 148.47)",,,,,,,
602,,,,"(412.91, 226.67)",,,,,,,,"(506.57, 450.32)",,,"(494.36, 70.63)",,,,,,,,"(310.02, 40.69)",,,"(146.41, 50.20)",,,,"(406.36, 450.54)","(155.79, 290.99)",,"(266.89, 131.25)",,,,,"(153.47, 450.24)","(281.61, 446.60)","(530.26, 451.42)",,,"(427.50, 148.35)",,,,,,,
603,,,,"(412.87, 226.70)",,,,,,,,"(506.57, 450.32)",,,"(494.70, 69.31)",,,,,,,,"(310.14, 40.44)",,,"(145.08, 50.35)",,,,"(405.39, 450.74)","(156.60, 289.70)",,"(265.89, 130.10)",,,,,"(153.44, 450.22)","(281.63, 446.63)","(530.26, 451.41)",,,"(427.41, 148.39)",,,,,,,
604,,,,"(412.87, 226.70)",,,,,,,,"(506.54, 450.34)",,,"(495.03, 67.50)",,,,,,,,"(310.22, 39.87)",,,"(143.42, 50.06)",,,,"(404.47, 451.14)","(157.20, 288.30)",,"(265.07, 129.26)",,,,,"(153.72, 450.21)","(281.63, 446.65)","(530.24, 451.41)",,,"(427.55, 148.38)",,,,,,,
605,,,,"(412.93, 226.66)",,,,,,,,"(506.55, 450.35)",,,"(495.01, 65.97)",,,,,,,,"(310.25, 39.70)",,,"(142.38, 49.74)",,,,"(404.48, 451.15)","(158.19, 287.18)",,"(263.97, 128.59)",,,,,"(153.73, 450.21)","(281.65, 446.63)","(530.24, 451.42)",,,"(427.91, 148.20)",,,,,,,
606,,,,"(413.01, 226.64)",,,,,,,,"(506.55, 450.34)",,,"(494.71, 64.56)",,,,,,,,"(310.35, 40.18)",,,"(141.09, 49.22)",,,,"(404.51, 451.04)","(158.67, 285.87)",,"(262.96, 127.89)",,,,,"(153.74, 450.20)","(281.65, 446.62)","(530.25, 451.41)",,,"(427.99, 148.22)",,,,,,,
607,,,,"(413.19, 226.95)",,,,,,,,"(506.63, 450.32)",,,"(494.20, 62.42)",,,,,,,,"(310.41, 40.47)",,,"(140.17, 48.76)",,,,"(404.34, 450.25)","(159.11, 284.24)",,"(262.34, 125.55)",,,,,"(153.73, 450.22)","(281.65, 446.58)","(530.24, 451.32)",,,"(428.00, 148.21)",,,,,,,
608,,,,"(413.37, 227.10)",,,,,,,,"(506.64, 450.32)",,,"(493.86, 61.04)",,,,,,,,"(310.32, 40.74)",,,"(139.19, 47.98)",,,,"(404.36, 450.24)","(159.82, 282.37)",,"(260.58, 124.80)",,,,,"(153.76, 450.25)","(281.66, 446.58)","(530.24, 451.27)",,,"(428.03, 148.22)",,,,,,,
609,,,,"(413.41, 227.14)",,,,,,,,"(506.67, 450.25)",,,"(493.35, 59.49)",,,,,,,,"(310.43, 41.27)",,,"(138.04, 47.03)",,,,"(404.28, 449.93)","(160.27, 280.93)",,"(259.63, 123.48)",,,,,"(153.75, 450.25)","(281.64, 446.60)","(530.24, 451.21)",,,"(428.00, 148.23)",,,,,,,
610,,,,"(413.37, 227.17)",,,,,,,,"(506.71, 450.26)",,,"(493.15, 57.65)",,,,,,,,"(310.26, 41.84)",,,"(137.04, 46.13)",,,,"(404.11, 449.69)","(160.61, 279.05)",,"(259.03, 122.64)",,,,,"(153.82, 450.23)","(281.62, 446.60)","(530.22, 451.17)",,,"(427.95, 148.21)",,,,,,,
611,,,,"(413.36, 227.12)",,,,,,,,"(506.67, 450.27)",,,"(492.87, 56.45)",,,,,,,,"(310.17, 41.86)",,,"(135.88, 45.17)",,,,"(404.08, 449.81)","(160.99, 276.80)",,"(258.68, 122.25)",,,,,"(153.81, 450.22)","(281.62, 446.61)","(530.24, 451.18)",,,"(427.88, 148.23)",,,,,,,
612,,,,"(413.34, 227.27)",,,,,,,,"(506.67, 450.28)",,,"(492.64, 54.54)",,,,,,,,"(310.17, 42.74)",,,"(135.12, 43.77)",,,,"(404.03, 449.97)","(161.37, 275.21)",,"(258.13, 121.83)",,,,,"(153.73, 450.25)","(281.70, 446.46)","(530.27, 451.23)",,,"(427.79, 148.26)",,,,,,,
613,,,,"(413.36, 227.29)",,,,,,,,"(506.66, 450.26)",,,"(492.00, 52.34)",,,,,,,,"(309.84, 43.41)",,,"(134.42, 42.87)",,,,"(403.97, 450.05)","(161.49, 273.23)",,"(257.36, 122.16)",,,,,"(153.83, 450.34)","(281.68, 446.48)","(530.25, 451.22)",,,"(427.85, 148.26)",,,,,,,
614,,,,"(413.49, 227.33)",,,,,,,,"(506.67, 450.28)",,,"(491.09, 50.55)",,,,,,,,"(309.56, 43.86)",,,"(133.71, 41.76)",,,,"(403.90, 450.13)","(162.08, 271.47)",,,,,,,"(153.78, 450.52)","(281.67, 446.49)","(530.25, 451.26)",,,"(427.88, 148.25)",,,,,,,
615,,,,"(413.49, 227.33)",,,,,,,,"(506.67, 450.26)",,,"(490.25, 48.96)",,,,,,,,"(309.32, 44.01)",,,"(133.04, 40.71)",,,,"(403.91, 450.11)","(162.21, 269.96)",,,,,,,"(153.76, 450.53)","(281.66, 446.51)","(530.25, 451.25)",,,"(427.87, 148.26)",,,,,,,
616,,,,"(413.36, 227.24)",,,,,,,,"(506.65, 450.22)",,,"(489.38, 47.33)",,,,,,,,"(308.80, 44.51)",,,"(132.58, 39.82)",,,,"(404.21, 449.88)","(162.33, 267.88)",,,,,,,"(153.92, 450.14)","(281.68, 446.34)","(530.30, 451.28)",,,"(428.02, 148.22)",,,,,,,
617,,,,"(413.45, 227.17)",,,,,,,,"(506.67, 450.21)",,,"(489.16, 46.30)",,,,,,,,"(308.34, 44.67)",,,"(132.02, 39.37)",,,,"(404.73, 449.97)","(162.70, 265.75)",,,,,,,"(153.99, 450.16)","(281.70, 446.38)","(530.32, 451.28)",,,"(428.09, 148.21)",,,,,,,
618,,,,"(413.44, 227.21)",,,,,,,,"(506.66, 450.22)",,,"(488.69, 45.49)",,,,,,,,"(307.76, 44.68)",,,"(131.24, 39.70)",,,,"(404.70, 449.97)","(162.31, 263.85)",,,,,,,"(153.95, 450.19)","(281.67, 446.42)","(530.32, 451.30)",,,"(428.06, 148.22)",,,,,,,
619,,,,"(413.45, 227.17)",,,,,,,,"(506.66, 450.21)",,,"(488.29, 45.42)",,,,,,,,"(307.01, 44.69)",,,"(130.73, 39.94)",,,,"(404.69, 449.96)","(162.73, 261.84)",,,,,,,"(153.94, 450.19)","(281.66, 446.39)","(530.32, 451.28)",,,"(428.06, 148.21)",,,,,,,
620,,,,"(413.44, 227.13)",,,,,,,,"(506.68, 450.20)",,,"(488.47, 45.17)",,,,,,,,"(306.32, 44.88)",,,"(130.21, 40.49)",,,,"(404.68, 449.95)","(162.91, 260.07)",,,,,,,"(153.95, 450.30)","(281.66, 446.40)","(530.30, 451.27)",,,"(428.02, 148.21)",,,,,,,
621,,,,"(413.40, 227.11)",,,,,,,,"(506.67, 450.21)",,,"(488.62, 45.07)",,,,,,,,"(305.73, 44.62)",,,"(130.03, 40.54)",,,,"(404.83, 450.17)","(162.39, 257.77)",,,,,,,"(153.94, 450.34)","(281.69, 446.39)","(530.32, 451.30)",,,"(428.05, 148.19)",,,,,,,
622,,,,"(413.41, 227.12)",,,,,,,,"(506.67, 450.23)",,,"(488.52, 44.51)",,,,,,,,"(304.72, 44.76)",,,"(129.76, 40.65)",,,,"(404.85, 450.20)","(162.63, 255.80)",,,,,,,"(153.94, 450.33)","(281.67, 446.50)","(530.32, 451.32)",,,"(428.03, 148.18)",,,,,,,
623,,,,"(413.36, 227.32)",,,,,,,,"(506.67, 450.22)",,,"(488.45, 43.62)",,,,,,,,"(303.71, 44.82)",,,"(129.32, 40.85)",,,,"(404.95, 450.31)","(162.75, 253.99)",,,,,,,"(153.87, 450.35)","(281.69, 446.65)","(530.33, 451.32)",,,"(428.09, 148.18)",,,,,,,
624,,,,"(413.39, 227.45)",,,,,,,,"(506.70, 450.30)",,,"(488.09, 42.91)",,,,,,,,"(302.53, 44.98)",,,"(129.40, 40.89)",,,,"(405.11, 450.44)","(161.99, 252.07)",,,,,,,"(154.01, 450.30)","(281.79, 446.44)","(530.32, 451.49)",,,"(428.14, 148.20)",,,,,,,
625,,,,"(413.43, 227.52)",,,,,,,,"(506.70, 450.30)",,,"(488.22, 42.27)",,,,,,,,"(301.58, 44.83)",,,"(129.43, 41.01)",,,,"(405.13, 450.56)","(161.75, 250.16)",,,,,,,"(153.94, 450.30)","(281.81, 446.44)","(530.33, 451.49)",,,"(428.19, 148.20)","(31.04, 89.43)",,,,,,
626,,,,"(413.47, 227.40)",,,,,,,,"(506.70, 450.31)",,,"(488.13, 41.80)",,,,,,,,"(300.62, 44.26)",,,"(129.64, 41.20)",,,,"(405.15, 450.59)","(161.25, 248.40)",,,,,,,"(154.00, 450.28)","(281.80, 446.47)","(530.32, 451.48)",,,"(428.26, 148.22)","(31.09, 89.40)",,,,,,
627,,,,"(413.55, 227.40)",,,,,,,,"(506.69, 450.31)",,,"(487.55, 41.64)",,,,,,,,"(299.78, 43.72)",,,"(130.28, 41.76)",,,,"(405.11, 450.70)","(160.73, 246.39)",,,,,,,"(153.98, 450.24)","(281.73, 446.49)","(530.31, 451.46)",,,"(428.28, 148.22)","(31.15, 89.37)",,,,,,
628,,,,"(413.53, 227.30)",,,,,,,,"(506.69, 450.31)",,,"(486.61, 41.88)",,,,,,,,"(298.66, 43.16)",,,"(130.37, 42.09)",,,,"(405.11, 450.70)","(160.58, 244.49)",,,,,,,"(153.97, 450.25)","(281.68, 446.55)","(530.32, 451.43)",,,"(428.28, 148.22)","(30.75, 89.22)",,,,,,
629,,,,"(413.54, 227.27)",,,,,,,,"(506.70, 450.32)",,,"(485.62, 42.25)",,,,,,,,"(297.84, 42.66)",,,"(130.45, 42.52)",,,,"(405.20, 450.72)","(159.46, 242.04)",,,,,,,"(153.97, 450.25)","(281.71, 446.54)","(530.33, 451.43)",,,"(428.31, 148.24)","(30.28, 89.13)",,,,,,
630,,,,"(413.60, 227.30)",,,,,,,,"(506.70, 450.33)",,,"(484.79, 42.23)",,,,,,,,"(297.07, 42.15)",,,"(131.43, 42.96)",,,,"(405.27, 450.92)","(158.96, 240.40)",,,,,,,"(153.98, 450.27)","(281.70, 446.59)","(530.33, 451.46)",,,"(428.34, 148.23)","(29.80, 88.99)",,,,,,
631,,,,"(413.52, 227.35)",,,,,,,,"(506.69, 450.36)",,,"(484.85, 41.91)",,,,,,,,"(296.57, 42.36)",,,"(132.11, 43.40)",,,,"(405.29, 450.93)","(158.57, 238.75)",,,,,,,"(154.10, 450.17)","(281.75, 446.59)","(530.34, 451.48)",,,"(428.34, 148.23)","(28.95, 88.35)",,,,,,
632,,,,"(413.59, 227.40)",,,,,,,,"(506.69, 450.35)",,,"(484.74, 41.87)",,,,,,,,"(296.06, 42.61)",,,"(132.07, 43.48)",,,,"(405.29, 450.97)","(157.43, 236.86)",,,,,,,"(154.09, 450.16)","(281.84, 446.51)","(530.34, 451.49)",,,"(428.30, 148.22)","(28.00, 87.54)",,,,,,
633,,,,"(413.62, 227.41)",,,,,,,,"(506.70, 450.36)",,,"(484.93, 41.93)",,,,,,,,"(295.28, 43.61)",,,"(132.35, 43.26)",,,,"(405.27, 450.98)","(156.99, 235.13)",,,,,,,"(154.10, 450.16)","(281.84, 446.55)","(530.34, 451.49)",,,"(428.30, 148.23)","(27.52, 87.10)",,,,,,
634,,,,"(413.57, 227.48)",,,,,,,,"(506.68, 450.33)",,,"(485.34, 41.75)",,,,,,,,"(294.29, 44.42)",,,"(133.03, 42.84)",,,,"(405.27, 450.95)","(156.56, 232.81)",,,,,,,"(154.12, 450.16)","(281.77, 446.56)","(530.34, 451.47)",,,"(428.28, 148.25)","(27.09, 86.63)",,,,,,
635,,,,"(413.53, 227.53)",,,,,,,,"(506.68, 450.31)",,,"(485.79, 41.33)",,,,,,,,"(293.57, 45.38)",,,"(133.32, 42.40)",,,,"(405.25, 450.93)","(155.79, 230.88)",,,,,,,"(154.13, 450.15)","(281.77, 446.56)","(530.33, 451.46)",,,"(428.21, 148.25)","(26.61, 86.22)",,,,,,
636,,,,"(413.48, 227.55)",,,,,,,,"(506.68, 450.34)",,,"(485.86, 41.07)",,,,,,,,"(292.42, 46.53)",,,"(133.54, 42.06)",,,,"(405.28, 451.04)","(155.66, 229.18)",,,,,,,"(154.16, 450.15)","(281.85, 446.52)","(530.37, 451.43)",,,"(428.19, 148.25)","(26.27, 85.62)",,,,,,
637,,,,"(413.53, 227.55)",,,,,,,,"(506.68, 450.32)",,,"(485.95, 40.52)",,,,,,,,"(291.03, 47.39)",,,"(134.06, 40.90)",,,,"(405.32, 451.20)","(155.04, 227.76)",,,,,,,"(154.17, 450.15)","(281.85, 446.50)","(530.37, 451.44)",,,"(428.20, 148.24)","(26.26, 85.17)",,,,,,
638,,,,"(413.47, 227.47)",,,,,,,,"(506.68, 450.30)",,,"(486.12, 39.87)",,,,,,,,"(289.59, 48.02)",,,"(134.48, 41.27)",,,,"(405.33, 451.18)","(154.23, 225.71)",,,,,,,"(154.07, 450.12)","(281.79, 446.38)","(530.37, 451.42)",,,"(428.16, 148.24)","(26.38, 84.79)",,,,,,
639,,,,"(413.46, 227.46)",,,,,,,,"(506.70, 450.31)",,,"(486.53, 39.12)",,,,,,,,"(288.25, 48.55)",,,"(134.77, 41.16)",,,,"(405.33, 451.19)","(154.05, 223.80)",,,,,,,"(154.05, 450.14)","(281.80, 446.45)","(530.36, 451.43)",,,"(428.16, 148.27)","(26.35, 84.36)",,,,,,
640,,,,"(413.52, 227.45)",,,,,,,,"(506.64, 450.27)",,,"(486.67, 37.43)",,,,,,,,"(286.85, 49.35)",,,"(135.35, 40.91)",,,,"(405.33, 451.17)","(153.05, 221.86)",,,,,,,"(154.05, 450.14)","(281.79, 446.45)","(530.36, 451.42)",,,"(428.19, 148.25)","(26.24, 83.85)",,,,,,
641,,,,"(413.47, 227.51)",,,,,,,,"(506.63, 450.27)",,,,,,,,,,,"(285.49, 49.89)",,,"(136.12, 40.64)",,,,"(405.33, 451.17)","(152.90, 220.23)",,,,,,,"(154.05, 450.12)","(281.83, 446.51)","(530.35, 451.48)",,,"(428.21, 148.25)","(26.35, 83.72)",,,,,,
642,,,,"(413.40, 227.51)",,,,,,,,"(506.63, 450.27)",,,,,,,,,,,"(284.01, 50.29)",,,"(136.11, 40.61)",,,,"(405.33, 451.18)","(153.29, 219.11)",,,,,,,"(154.04, 450.12)","(281.82, 446.52)","(530.35, 451.48)",,,"(428.19, 148.25)","(26.36, 83.39)",,,,,,
643,,,,"(413.38, 227.52)",,,,,,,,"(506.63, 450.27)",,,,,,,,,,,"(282.68, 50.84)",,,"(136.07, 40.61)",,,,"(405.33, 451.20)","(153.19, 218.46)",,,,,,,"(154.34, 450.50)","(281.82, 446.52)","(530.35, 451.49)",,,"(428.18, 148.25)","(26.42, 82.97)",,,,,,
644,,,,"(413.34, 227.51)",,,,,,,,"(506.62, 450.27)",,,,,,,,,,,"(280.56, 51.66)",,,"(136.05, 40.54)",,,,"(405.33, 451.21)","(153.64, 217.42)",,,,,,,"(154.36, 450.72)","(281.82, 446.52)","(530.34, 451.51)",,,"(428.18, 148.23)","(26.25, 82.40)",,,,,,
645,,,,"(413.31, 227.43)",,,,,,,,"(506.62, 450.25)",,,,,,,,,,,"(279.00, 51.90)",,,"(136.06, 40.55)",,,,"(405.37, 451.26)","(154.17, 216.81)",,,,,,,"(154.30, 450.66)","(281.80, 446.53)","(530.35, 451.49)",,,"(428.18, 148.21)","(26.27, 81.61)",,,,,,
646,,,,"(413.26, 227.41)",,,,,,,,"(506.71, 450.31)",,,,,,,,,,,"(277.58, 52.25)",,,"(136.07, 40.59)",,,,"(405.36, 451.26)","(154.26, 215.17)",,,,,,,"(154.31, 450.68)","(281.80, 446.54)","(530.35, 451.51)",,,"(428.17, 148.24)","(26.37, 81.06)",,,,,,
647,,,,"(413.33, 227.34)",,,,,,,,"(506.73, 450.27)",,,,,,,,,,,"(276.15, 52.20)",,,"(135.94, 40.68)",,,,"(405.38, 451.26)","(154.67, 213.38)",,,,,,,"(154.31, 450.64)","(281.80, 446.54)","(530.35, 451.50)",,,"(428.18, 148.26)","(26.43, 80.62)",,,,,,
648,,,,"(413.29, 227.12)",,,,,,,,"(506.80, 450.29)",,,,,,,,,,,"(274.91, 52.27)",,,"(136.97, 41.30)",,,,"(405.35, 451.20)","(155.43, 212.09)",,,,,,,"(154.57, 450.72)","(281.79, 446.52)","(530.35, 451.48)",,,"(428.18, 148.24)","(26.40, 79.79)",,,,,,
649,,,,"(413.30, 227.12)",,,,,,,,"(506.78, 450.27)",,,,,,,,,,,"(273.34, 52.38)",,,"(136.99, 41.23)",,,,"(405.36, 451.22)","(156.05, 210.73)",,"(246.80, 75.75)",,,,,"(154.57, 450.37)","(281.80, 446.51)","(530.37, 451.45)",,,"(428.17, 148.24)","(26.48, 79.07)",,,,,,
650,,,,"(413.29, 226.84)",,,,,,,,"(506.81, 450.27)",,,,,,,,,,,"(272.72, 52.68)",,,"(137.04, 41.09)",,,,"(405.36, 451.20)","(156.18, 209.23)",,"(247.09, 75.30)",,,,,"(154.53, 450.12)","(281.82, 446.53)","(530.37, 451.45)",,,"(428.17, 148.24)","(26.48, 77.86)",,,,,,
651,,,,"(413.25, 226.82)",,,,,,,,"(506.81, 450.28)",,,,,,,,,,,"(271.42, 53.40)",,,"(136.98, 41.12)",,,,"(405.36, 451.21)","(156.83, 207.97)",,"(246.96, 74.67)",,,,,"(154.41, 450.12)","(281.81, 446.51)","(530.35, 451.46)",,,"(428.14, 148.25)","(26.21, 76.86)",,,,,,
652,,,,"(413.20, 226.83)",,,,,,,,"(506.80, 450.27)",,,,,,,,,,,"(269.98, 54.23)",,,"(137.16, 41.32)",,,,"(405.35, 451.21)","(157.34, 207.68)",,"(246.58, 73.86)",,,,,"(154.44, 450.11)","(281.80, 446.46)","(530.35, 451.45)",,,"(428.11, 148.26)","(25.83, 76.40)",,,,,,
653,,,,"(413.22, 226.81)",,,,,,,,"(506.79, 450.27)",,,,,,,,,,,"(268.91, 54.89)",,,"(137.34, 41.60)",,,,"(405.36, 451.20)","(157.40, 206.30)",,"(246.75, 72.34)",,,,,"(154.49, 450.10)","(281.81, 446.46)","(530.35, 451.44)",,,"(428.16, 148.24)","(25.41, 75.62)",,,,,,
