frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id88,id95,id98,id105,id110,id113,id115,id118,id120,id121,id125,id129,id133,id134,id135,id137,id148,id151,id153,id155,id162,id165,id166,id169,id170,id173,id177,id190,id197,id200,id206,id208,id209,id212,id216,id218,id221,id234,id246,id248,id249,id252,id254,id255,id260,id262,id273,id275,id276,id279,id281,id285,id288,id289,id292,id294,id301,id311,id312,id313
120,,,,,,,"(441.57, 10.21)",,,,,"(206.56, 6.54)",,"(172.04, 3.59)",,,"(407.90, 350.41)",,,,,,,,"(203.19, 129.25)","(675.24, 0.97)",,,,,,,"(599.49, 265.72)",,,,,,,,"(287.49, 157.85)",,,,,,,,,,,,,,,,,,,,,,,,,"(336.90, 183.14)",,,,,,"(547.24, 19.99)",,,,,"(307.02, 137.38)","(293.40, 356.93)",,,,,,,,,,,"(182.50, 356.50)","(468.91, 19.31)","(67.16, 223.30)",,"(427.62, 137.21)","(417.61, 103.27)","(462.43, 98.01)",,,,"(719.10, 159.19)","(137.90, 20.24)","(322.08, 22.59)",,"(537.66, 144.01)","(663.50, 145.53)",,"(75.59, 85.13)","(591.39, 106.24)",,"(660.84, 113.65)",,"(597.85, 190.12)","(722.07, 138.45)","(683.64, 143.90)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,"(442.45, 7.23)",,,,,"(206.74, 4.24)",,"(171.90, 2.52)",,,"(406.33, 352.43)",,,,,,,,"(203.29, 129.14)",,,,,,,,"(600.29, 263.50)",,,,,,,,"(287.54, 157.88)",,,,,,,,,,,,,,,,,,,,,,,,,"(337.08, 180.10)",,,,,,"(547.54, 17.02)",,,,,"(306.72, 133.85)","(293.52, 356.88)",,,,,,,,,,,"(183.11, 357.16)","(468.86, 16.30)","(66.32, 222.44)",,"(429.08, 134.11)","(419.11, 101.88)","(462.41, 94.79)",,,,"(717.94, 158.90)","(137.82, 17.31)","(321.90, 20.21)",,"(538.37, 143.33)","(663.63, 145.41)",,"(75.92, 82.88)","(590.65, 106.68)",,"(661.04, 110.76)",,"(596.58, 186.68)","(721.97, 136.92)","(683.65, 143.89)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,"(442.99, 4.56)",,,,,"(206.66, 3.79)",,"(171.31, 1.34)",,,"(404.54, 353.69)",,,,,,,,"(203.37, 129.11)",,,,,,,,"(600.32, 261.19)",,,,,,,,"(287.60, 157.82)",,,,,,,,,,,,,,,,,,,,,,,,,"(336.82, 177.25)",,,,,,"(547.55, 14.13)",,,,,"(306.06, 130.91)","(293.54, 356.82)",,,,,,,,,,,"(183.77, 356.63)","(468.60, 13.91)","(66.20, 221.80)",,"(430.77, 130.89)","(421.10, 100.03)","(462.77, 91.83)",,,,"(716.98, 158.00)","(137.87, 14.17)","(321.73, 18.06)",,"(538.99, 142.36)","(663.27, 144.66)",,"(76.09, 80.83)","(590.64, 106.68)",,"(660.86, 107.70)",,"(595.51, 184.73)","(721.90, 135.82)","(683.59, 143.93)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,"(443.60, 3.35)",,,,,"(206.55, 3.37)",,,,,"(403.40, 354.73)",,,,,,,,"(203.26, 129.15)",,,,,,,,"(600.30, 259.67)",,,,,,,,"(287.70, 157.77)",,,,,,,,,,,,,,,,,,,,,,,,,"(336.82, 174.32)",,,,,,"(547.40, 11.17)",,,,,"(305.55, 127.62)","(293.21, 356.84)",,,,,,,,,,,"(184.96, 356.48)","(468.55, 12.55)","(65.42, 219.92)",,"(432.25, 127.77)","(422.41, 98.43)","(462.62, 88.03)",,,,"(715.56, 157.06)","(138.00, 11.81)","(321.05, 17.95)",,"(539.40, 140.97)","(662.70, 142.74)",,"(76.30, 77.42)","(590.60, 106.67)",,"(660.49, 104.15)",,"(594.63, 182.50)","(721.81, 134.20)","(683.61, 143.81)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,"(443.88, 2.24)",,,,,"(206.60, 2.86)",,,,,"(402.21, 356.38)",,,,,,,,"(203.12, 129.10)",,,,,,,,"(600.15, 258.81)",,,,,,,,"(287.79, 157.76)",,,,,,,,,,,,,,,,,,,,,,,,,"(337.06, 171.14)",,,,,,"(548.05, 8.04)",,,,,"(304.65, 124.74)","(293.14, 356.78)",,,,,,,,,,,"(184.74, 357.46)","(468.48, 10.83)","(64.35, 218.18)",,"(433.13, 124.71)","(424.39, 96.48)","(462.18, 85.08)",,,,"(714.37, 156.68)","(137.87, 9.96)","(321.68, 16.77)",,"(539.95, 139.60)","(661.64, 140.29)",,"(76.60, 74.12)","(590.66, 106.71)",,"(660.77, 100.67)",,"(593.73, 180.09)","(721.57, 132.51)","(682.73, 142.84)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,"(444.28, 1.37)",,,,,"(206.71, 1.90)",,,,,"(401.21, 357.13)",,,,,,,,"(203.02, 129.13)",,,,,,,,"(600.00, 257.04)",,,,,,,,"(287.99, 157.43)",,,,,,,,,,,,,,,,,,,,,,,,,"(337.06, 168.08)",,,,,,"(548.23, 5.71)",,,,,"(303.81, 121.47)","(293.22, 356.83)",,,,,,,,,,,"(184.83, 357.70)","(468.40, 8.16)","(63.23, 216.01)",,"(435.37, 121.02)","(425.71, 94.54)","(461.23, 81.87)",,,,"(713.01, 155.88)","(137.79, 8.26)","(321.94, 14.90)",,"(540.55, 138.07)","(661.52, 137.63)",,"(76.40, 70.64)","(590.70, 106.73)",,"(660.90, 97.70)",,"(593.01, 177.22)","(721.31, 131.00)","(680.44, 140.58)",,"(76.80, 226.98)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,"(442.97, 0.87)",,,,,"(207.03, 1.50)",,,,,"(400.67, 358.15)",,,,,,,,"(202.92, 129.05)",,,,,,,,"(600.27, 255.17)",,,,,,,,"(288.08, 157.47)",,,,,,,,,,,,,,,,,,,,,,,,,"(336.83, 164.62)",,,,,,"(548.49, 4.48)",,,,,"(303.54, 118.80)","(293.31, 356.83)",,,,,,,,,,,"(185.75, 358.51)","(468.47, 5.69)","(62.13, 213.68)",,"(436.53, 117.90)","(426.86, 92.33)","(460.65, 78.95)",,,,"(711.71, 155.24)","(137.56, 7.40)","(322.53, 13.03)",,"(541.08, 136.37)","(661.68, 135.34)",,"(76.87, 69.37)","(590.70, 106.76)",,"(661.04, 94.42)",,"(592.01, 174.25)","(721.18, 129.97)","(677.80, 138.62)",,"(76.29, 225.95)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,"(206.64, 0.99)",,,,,"(400.19, 358.94)",,,,,,,,"(203.10, 128.98)",,,,,,,,"(599.53, 253.34)",,,,,,,,"(288.15, 157.38)",,,,,,,,,,,,,,,,,,,,,,,,,"(336.99, 161.64)",,,,,,"(548.71, 3.01)",,,,,"(302.34, 115.64)","(293.30, 356.89)",,,,,,,,,,,"(186.76, 358.39)","(468.24, 3.02)","(60.68, 211.23)",,"(437.74, 114.72)","(428.46, 90.30)","(460.26, 76.31)",,,,"(710.59, 154.60)","(137.43, 6.13)","(322.49, 11.31)",,"(541.34, 134.36)","(661.53, 132.93)",,"(77.14, 69.01)","(590.77, 106.77)",,"(661.28, 91.02)",,"(591.22, 171.36)","(721.27, 129.94)","(675.19, 136.92)",,"(75.45, 224.58)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,"(400.04, 359.58)",,,,,,,,"(202.88, 129.12)",,,,,,,,"(599.33, 252.00)",,,,,,,,"(288.18, 157.33)",,,,,,,,,,,,,,,,,,,,,,,,,"(337.08, 159.28)",,,,,,"(548.78, 1.99)",,,,,"(301.55, 112.71)","(293.41, 356.86)",,,,,,,,,"(48.52, 242.00)",,"(188.92, 357.66)","(468.32, 1.87)","(59.55, 208.88)",,"(438.96, 111.53)","(429.65, 87.78)","(459.53, 73.23)",,,,"(709.37, 153.75)","(137.57, 5.37)","(322.15, 9.85)",,"(541.95, 132.69)","(661.32, 129.99)",,"(77.24, 67.68)","(590.81, 106.84)",,"(661.76, 88.06)",,"(590.01, 168.77)","(721.23, 129.92)","(673.19, 134.97)",,"(74.15, 222.68)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,"(400.06, 359.68)",,,,,,,,"(203.05, 129.16)",,,,,,,,"(598.97, 250.33)",,,,,,,,"(288.16, 157.36)",,,,,,,,,,,,,,,,,,,,,,,,,"(337.14, 156.95)",,,,,,"(549.36, 0.95)",,,,,"(300.95, 109.70)","(293.54, 356.84)",,,,,,,,,"(48.53, 242.00)",,"(189.70, 356.81)",,"(57.62, 206.59)",,"(439.91, 108.27)","(431.53, 85.14)","(459.04, 70.58)",,,,"(707.61, 152.47)","(137.77, 4.43)","(322.54, 8.40)",,"(542.45, 131.03)","(660.77, 126.76)",,"(77.10, 65.23)","(590.42, 106.70)",,"(662.04, 84.91)",,"(588.83, 166.12)","(721.18, 129.93)","(670.91, 132.51)",,"(72.43, 221.23)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,"(400.65, 359.01)",,,,,,,,"(203.03, 129.13)",,,,,,,,"(598.54, 248.95)",,,,,,,,"(288.15, 157.39)",,,,,,,,,,,,,,,,,,,,,,,,,"(336.84, 154.19)",,,,,,,,,,,"(300.57, 106.48)",,,,,,,,,,"(48.50, 242.00)",,"(190.31, 356.72)",,"(56.02, 203.50)",,"(440.98, 104.69)","(433.27, 82.59)","(458.72, 66.99)",,,,"(705.81, 151.73)","(138.42, 4.28)","(322.64, 6.95)",,"(543.28, 129.32)","(660.72, 123.91)",,"(77.34, 62.19)","(589.86, 106.00)",,"(662.18, 81.72)",,"(588.30, 162.75)","(721.12, 129.84)","(668.25, 129.59)",,"(70.86, 220.22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,"(402.15, 358.30)",,,,,,,,"(202.95, 129.04)",,,,,,,,"(597.91, 246.83)",,,,,,,,"(288.17, 157.43)",,,,,"(160.70, 359.28)",,,,,,,,,,,,,,,,,,,,"(336.86, 151.63)",,,,,,,,,,,"(299.77, 103.79)",,,,,,,,,,"(48.55, 241.96)",,"(190.55, 356.72)",,"(54.58, 201.49)",,"(442.25, 101.39)","(434.62, 79.74)","(457.65, 63.39)",,,,"(703.93, 150.34)","(139.14, 3.27)","(322.68, 5.26)",,"(544.10, 127.65)","(660.82, 121.88)",,"(77.58, 58.77)","(589.35, 105.60)",,"(662.69, 79.59)",,"(587.87, 160.47)","(721.26, 129.83)","(666.62, 127.48)",,"(70.17, 219.68)",,"(596.14, 79.82)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,"(403.48, 358.12)",,,,,,,,"(203.16, 129.08)",,,,,,,,"(596.57, 245.17)",,,,,,,,"(288.19, 157.44)",,,,,"(162.66, 359.26)",,,,,,,,,,,,,,,,,,,,"(336.96, 148.37)",,,,,,,,,,,"(299.53, 100.27)",,,,,,,,,,"(48.47, 241.41)",,"(190.46, 356.55)",,"(53.01, 198.46)",,"(443.11, 97.85)","(435.89, 77.61)","(457.21, 59.61)",,,,"(701.92, 148.72)","(140.63, 2.91)","(323.24, 4.19)",,"(545.09, 125.78)","(660.07, 119.10)",,"(77.96, 56.53)","(589.01, 105.31)",,"(664.53, 77.08)",,"(587.31, 157.32)","(721.20, 129.79)","(664.95, 125.20)",,"(69.91, 218.35)",,"(596.01, 78.01)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,"(405.03, 357.36)",,,,,,,,"(203.23, 129.14)",,,,,,,,"(596.01, 244.08)",,,,,,,,"(288.22, 157.45)",,,,,"(164.34, 359.81)",,,,,,,,,,,,,,,,,,,,"(337.06, 146.02)",,,,,,,,,,,"(299.06, 97.57)",,,,,,,,,,"(48.49, 240.92)",,"(190.42, 356.66)",,"(52.11, 195.88)",,"(444.36, 94.58)","(436.95, 74.96)","(456.96, 56.38)",,,,"(700.11, 147.71)","(141.42, 2.09)","(323.48, 3.25)",,"(545.59, 124.46)","(660.56, 116.31)",,"(77.77, 54.48)","(589.00, 105.32)",,"(666.08, 74.99)",,"(586.41, 154.64)","(721.41, 129.06)","(664.02, 123.47)",,"(69.36, 217.00)",,"(596.29, 75.61)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,"(406.88, 357.18)",,,,,,,,"(203.21, 129.15)",,,,,,,,"(595.18, 242.48)",,,,,,,,"(288.54, 157.40)",,,,,"(165.10, 359.63)",,,,,,,,,,,,,,,,,,,,"(336.81, 143.39)",,,,,,,,,,,"(298.21, 94.71)",,,,,,,,,,"(48.62, 240.45)",,"(190.43, 356.61)",,"(51.55, 192.77)",,"(445.45, 91.39)","(437.72, 72.61)","(456.55, 52.60)",,,,"(698.03, 146.22)","(143.16, 1.96)","(323.63, 2.47)",,"(546.51, 122.16)","(660.60, 113.78)",,"(77.93, 51.48)","(588.94, 105.31)",,"(668.17, 73.30)",,"(585.66, 151.62)","(721.15, 128.15)","(663.07, 120.42)",,"(68.92, 216.61)",,"(596.69, 73.38)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,"(408.36, 357.23)",,,,,,,,"(203.95, 128.99)",,,,,,,,"(594.63, 240.78)",,,,,,,,"(289.29, 156.40)",,,,,"(165.02, 359.16)",,,,,,,,,,,,,,,,,,,,"(336.83, 140.70)",,,,,,,,,,,"(298.11, 92.07)",,,,,,,,,,"(48.67, 240.05)",,"(190.50, 356.65)",,"(51.52, 190.98)",,"(446.13, 88.26)","(438.76, 69.89)","(456.54, 49.51)",,,,"(695.99, 145.51)","(144.23, 1.82)","(323.81, 2.37)",,"(546.90, 119.78)","(660.12, 111.39)",,"(78.26, 48.53)","(588.73, 105.25)",,"(669.24, 71.71)",,"(585.81, 148.69)","(720.90, 127.36)","(662.21, 118.99)",,"(68.89, 216.67)",,"(596.61, 70.94)","(65.58, 37.19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,"(410.21, 357.25)",,,,,,,,"(203.82, 129.07)",,,,,,,,"(593.95, 238.62)",,,,,,,,,,,,,"(164.48, 358.72)",,,,,,,,,,,,,,,,,,,,"(337.19, 138.44)",,,,,,,,,,,"(297.18, 89.27)",,,,,,,,,,"(48.84, 239.80)",,"(189.90, 356.47)",,"(51.30, 189.15)",,"(447.17, 85.47)","(439.41, 67.13)","(456.43, 46.29)",,,,"(694.40, 144.39)","(145.46, 1.51)","(323.91, 2.41)",,"(547.57, 117.50)","(659.64, 109.19)",,"(78.42, 44.80)","(588.69, 105.21)",,"(670.98, 69.96)",,"(585.03, 146.22)","(720.85, 125.93)","(661.71, 117.32)",,"(68.88, 216.65)",,"(596.69, 69.14)","(66.13, 34.71)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,"(411.28, 357.26)",,,,,,,,"(203.79, 129.32)",,,,,,,,"(593.19, 235.76)",,,,,,,,,,,,,"(163.78, 358.24)",,,,,,,,,,,,,,,,,,,,"(334.55, 130.22)",,,,,,,,,,,"(297.26, 86.77)",,,,,,,,,,"(48.98, 239.47)",,"(189.22, 356.18)",,"(51.09, 186.84)",,"(448.20, 82.50)","(440.59, 64.02)","(456.52, 42.51)",,,,"(692.47, 143.60)","(147.67, 1.45)","(323.85, 2.41)",,"(548.28, 115.22)","(659.52, 106.88)",,"(77.94, 41.88)","(588.59, 105.23)",,"(672.47, 68.55)",,"(584.55, 143.04)","(720.48, 123.94)","(661.68, 116.38)",,"(68.86, 216.63)",,"(596.59, 68.17)","(66.50, 31.90)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,"(411.93, 357.35)",,,,,,,,"(204.47, 129.07)",,,,,,,,"(592.81, 232.60)",,,,,,,,,,,,,"(163.55, 357.69)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.60, 83.52)",,,,,,,,,,"(49.09, 239.14)",,"(188.80, 356.29)",,"(50.63, 184.82)",,"(449.01, 79.64)","(441.07, 61.15)","(456.66, 39.53)",,,,"(690.85, 143.15)","(148.05, 1.31)","(323.75, 2.30)",,"(549.01, 112.48)","(659.76, 104.39)",,"(77.25, 39.31)","(582.97, 103.49)",,"(674.09, 66.58)",,"(583.80, 140.32)","(720.09, 121.32)","(661.78, 113.62)",,"(68.87, 216.61)",,"(596.40, 67.11)","(67.06, 28.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,"(412.58, 357.37)",,,,,,,,"(204.29, 128.88)",,,,,,,,"(592.43, 229.40)",,,,,,,,,,,,,"(163.44, 357.61)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(296.46, 80.25)",,,,,,,,,,"(49.06, 238.88)",,"(188.43, 356.57)",,"(50.27, 182.45)",,"(449.72, 76.69)","(442.11, 58.70)","(456.85, 36.29)",,,,"(689.06, 142.09)",,"(323.62, 2.24)",,"(549.90, 110.55)","(659.67, 102.59)",,"(76.37, 37.27)",,,"(676.04, 65.04)",,"(583.23, 138.57)","(719.91, 119.23)","(662.41, 111.13)",,"(68.87, 216.83)",,"(596.40, 66.45)","(67.09, 26.34)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,"(414.65, 357.66)",,,,,,,,"(204.76, 128.62)",,,,,,,,"(592.43, 226.18)",,,,,,,,,,,,,"(162.95, 357.02)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.93, 77.23)",,,,,,,,,,,,"(188.27, 356.46)",,"(50.00, 180.27)",,"(452.04, 74.25)","(442.90, 55.88)","(457.15, 33.00)",,,,"(687.58, 141.78)",,"(323.64, 2.28)",,"(550.09, 109.96)","(659.27, 101.31)",,"(76.25, 35.16)",,,"(678.40, 63.05)",,"(582.74, 136.93)","(719.43, 116.72)","(662.45, 107.83)",,"(67.93, 217.91)",,"(596.42, 66.44)","(67.30, 24.12)","(314.37, 360.43)",,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,"(417.90, 357.89)",,,,,,,,"(205.00, 128.29)",,,,,,,,"(592.27, 223.32)",,,,,,,,,,,,,"(164.79, 355.99)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.59, 74.09)",,,,,,,,,,,,,,"(49.46, 177.68)",,"(454.06, 72.42)","(443.72, 52.72)","(458.30, 29.07)",,,,"(685.87, 141.10)",,"(323.66, 2.27)",,"(550.33, 108.87)","(659.51, 100.02)",,"(76.08, 34.71)",,,"(680.36, 61.53)",,"(582.37, 134.74)","(719.20, 114.35)","(661.99, 104.52)",,"(66.55, 219.45)",,"(596.42, 66.48)","(67.79, 22.35)","(313.33, 359.99)","(293.73, 296.95)",,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,"(420.92, 357.96)",,,,,,,,"(205.43, 127.01)",,,,,,,,"(592.22, 220.40)",,,,,,,,,,,,,"(163.62, 354.08)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.95, 71.58)",,,,,,,,,,,,,,"(49.15, 175.48)",,"(456.72, 70.80)","(444.47, 49.97)","(458.77, 26.10)",,,,"(683.85, 139.87)",,"(323.64, 2.28)",,"(551.11, 107.69)","(658.55, 98.75)",,"(76.05, 34.67)",,,"(682.59, 59.60)",,"(581.53, 131.19)","(718.42, 112.23)","(660.63, 99.15)",,"(65.64, 220.44)",,"(596.45, 66.48)","(67.77, 21.18)","(313.62, 359.88)","(292.75, 292.86)",,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,"(423.77, 358.32)",,,,,,,,"(205.76, 126.13)",,,,,,,,"(592.06, 217.15)",,,,,,,,,,,,,"(163.40, 352.84)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.66, 69.01)",,,,,,,,,,,,,,"(48.97, 174.33)",,"(458.77, 69.77)","(444.94, 46.98)","(459.37, 22.49)",,,,"(682.98, 139.10)",,"(323.61, 2.28)",,"(551.71, 106.37)","(658.71, 96.94)",,"(76.08, 34.69)",,,"(685.30, 57.52)",,"(580.97, 127.70)","(718.17, 110.01)","(660.93, 96.98)",,"(65.30, 221.35)",,"(596.46, 66.41)","(67.71, 21.17)","(312.61, 360.06)","(292.25, 288.60)",,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,"(426.98, 358.85)",,,,,,,,"(206.14, 125.77)",,,,,,,,"(591.66, 214.17)",,,,,,,,,,,,,"(163.17, 351.93)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.46, 67.09)",,,,,,,,,,,,,,"(48.92, 172.74)",,"(460.46, 68.26)","(445.28, 43.86)","(459.97, 19.29)",,,,"(682.39, 137.65)",,"(323.83, 2.28)",,"(551.92, 105.12)","(658.93, 96.13)",,"(76.09, 34.69)",,,"(687.76, 55.99)",,"(580.54, 124.42)","(717.77, 108.11)","(660.69, 95.92)",,"(63.63, 223.67)",,"(596.36, 66.36)","(67.88, 21.12)","(312.30, 359.95)","(291.47, 284.93)",,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,"(430.81, 359.48)",,,,,,,,"(206.10, 125.47)",,,,,,,,"(591.36, 210.77)",,,,,,,,,,,,,"(162.98, 351.88)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.34, 65.79)",,,,,,,,,,,,,,"(48.76, 169.93)",,"(461.53, 66.88)","(445.26, 40.87)","(460.20, 16.06)",,,,"(681.42, 136.22)",,"(324.07, 1.63)",,"(552.34, 103.32)","(659.46, 96.60)",,"(76.06, 34.68)",,,"(690.03, 54.09)",,"(580.71, 120.86)","(717.51, 105.44)","(660.61, 93.98)",,"(61.95, 226.88)",,"(596.31, 66.32)","(67.86, 21.00)","(312.35, 359.85)","(290.65, 281.31)",,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,,"(433.65, 359.92)",,,,,,,,"(206.22, 125.66)",,,,,,,,"(591.46, 207.84)",,,,,,,,,,,,,"(162.84, 351.13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.22, 63.93)",,,,,,,,,,,,,,"(48.58, 168.34)",,"(462.33, 64.53)","(445.65, 38.12)","(460.78, 12.79)",,,,"(680.46, 135.48)",,"(323.67, 1.22)",,"(553.44, 101.61)","(658.87, 96.82)",,"(75.93, 34.65)",,,"(692.50, 52.66)",,"(580.29, 118.30)","(716.46, 102.47)","(660.82, 92.28)",,"(60.14, 229.85)",,"(596.31, 66.31)","(67.44, 20.49)",,"(290.25, 277.52)",,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,"(436.16, 360.28)",,,,,,,,"(206.27, 126.13)",,,,,,,,"(591.85, 204.81)",,,,,,,,,,,,,"(162.89, 350.76)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.19, 61.70)",,,,,,,,,,,,,,"(48.26, 166.42)",,"(462.87, 62.50)","(445.94, 35.43)","(460.56, 10.00)",,,,"(679.82, 134.18)",,,,"(554.27, 98.59)","(658.81, 96.37)",,"(76.00, 34.09)",,,"(694.76, 51.15)",,"(580.78, 115.04)","(714.67, 100.11)","(661.80, 86.92)",,"(58.37, 233.27)",,"(596.33, 66.34)","(66.03, 19.78)",,"(289.90, 274.10)",,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,"(436.55, 360.28)",,,,,,,,"(205.58, 126.36)",,,,,,,,"(591.85, 202.21)",,,,,,,,,,,,,"(163.01, 348.87)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.54, 59.00)",,,,,,,,,,,,,,"(47.87, 164.41)",,"(462.84, 59.18)","(445.97, 32.51)","(461.09, 6.81)",,,,"(678.90, 132.78)",,,,"(555.45, 95.92)","(658.84, 96.43)",,"(75.91, 33.55)",,,"(697.52, 49.97)",,"(581.16, 111.81)","(713.82, 97.85)","(661.77, 82.76)",,"(56.61, 236.71)",,"(596.34, 66.32)","(64.68, 18.69)",,"(289.12, 270.38)",,"(273.28, 131.78)",,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,"(436.56, 360.23)",,,,,,,,"(205.09, 126.20)",,,,,,,,"(592.08, 199.01)",,,,,,,,,,,,,"(162.37, 347.43)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.48, 56.67)",,,,,,,,,,,,,,"(47.58, 162.33)",,"(463.06, 56.35)","(446.32, 29.86)","(461.09, 4.20)",,,,"(677.88, 131.82)",,,,"(556.32, 93.59)","(658.82, 96.34)",,"(75.78, 33.09)",,,"(700.15, 48.16)",,"(581.82, 108.55)","(712.27, 96.20)","(661.92, 79.74)",,"(55.04, 240.71)",,"(596.30, 66.30)","(62.03, 17.89)",,"(288.93, 266.31)",,"(273.36, 131.65)",,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,"(436.60, 360.28)",,,,,,,,"(204.20, 125.81)",,,,,,,,"(591.98, 196.11)",,,,,,,,,,,,,"(162.18, 346.46)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.66, 54.28)",,,,,,,,,,,,,,"(47.25, 159.88)",,"(463.03, 52.69)","(446.56, 26.51)","(461.17, 2.60)",,,,"(676.84, 130.27)",,,,"(557.20, 91.09)","(658.79, 96.53)",,"(75.82, 33.07)",,,"(702.83, 46.58)",,"(582.11, 105.74)","(711.05, 94.23)","(662.14, 76.77)",,"(53.51, 244.00)",,"(596.30, 66.32)","(59.68, 17.41)",,"(287.90, 262.57)",,"(273.37, 131.57)","(537.72, 87.90)",,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,"(436.53, 360.24)",,,,,,,,"(202.82, 125.09)",,,,,,,,"(592.43, 192.66)",,,,,,,,,,,,,"(162.05, 345.18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(295.27, 51.64)",,,,,,,,,,,,,,"(46.76, 157.64)",,"(462.94, 49.12)","(446.95, 23.81)","(459.85, 1.20)",,,,"(676.00, 128.45)",,,,"(558.37, 87.92)","(658.75, 96.34)",,"(75.77, 33.12)",,,"(705.03, 45.48)",,"(582.85, 102.27)","(709.66, 92.23)","(661.97, 73.53)",,"(52.28, 246.98)",,"(596.29, 66.32)","(57.08, 17.64)",,"(285.94, 259.22)",,"(273.31, 131.55)","(538.43, 86.44)",,,,,,,,,,,,,,,,,,,,,,,
