frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id27,id29,id30,id31,id32,id33,id34,id35,id36,id37,id39,id41,id42,id44,id45,id47,id49,id50,id51
442,"(270.17, 121.03)",,,"(52.94, 20.24)",,,,,,,,,,"(44.42, 3.11)",,,"(60.32, 51.40)","(168.60, 37.45)",,"(298.21, 26.84)","(364.46, 402.24)","(28.23, 197.93)",,"(28.89, 26.41)",,,,"(244.29, 115.25)",,,,,,,"(125.43, 21.96)","(256.61, 24.20)",,"(352.60, 49.72)",,,,,,
443,"(270.18, 121.00)",,,"(51.57, 20.16)",,,,,,,,,,"(44.38, 3.05)",,,"(58.80, 50.87)","(166.80, 37.23)",,"(298.21, 26.90)","(364.46, 402.24)","(28.76, 196.38)",,"(30.28, 25.56)",,,,"(244.27, 114.85)",,,,,,,"(124.89, 22.15)","(256.87, 23.99)",,"(352.63, 48.12)",,,,,,
444,"(270.24, 120.99)",,,"(50.03, 19.89)",,,,,,,,,,"(44.47, 3.03)",,,"(57.16, 51.13)","(164.45, 36.50)",,"(298.19, 27.01)","(364.49, 402.16)","(29.25, 194.59)",,"(31.81, 24.70)",,,,"(244.36, 114.18)",,,,,,,"(124.16, 22.62)","(256.68, 23.19)",,"(352.65, 46.64)",,,,,,
445,"(270.24, 120.99)",,,"(48.94, 19.91)",,,,,,,,,,"(44.40, 3.02)",,,"(55.72, 51.23)","(163.07, 35.97)",,"(298.26, 27.06)","(364.49, 402.16)","(30.24, 192.62)",,"(32.93, 25.02)",,,,"(244.41, 114.00)",,,,,,,"(124.11, 22.94)","(256.38, 22.60)",,"(352.82, 45.00)",,,,,,
446,"(270.22, 121.00)",,,"(47.51, 20.03)",,,,,,,,,,"(44.48, 3.07)",,,"(54.31, 51.23)","(161.69, 35.03)",,"(298.22, 27.09)","(364.48, 402.19)","(31.06, 190.40)",,"(34.52, 24.55)",,,,"(244.46, 113.81)",,,,,,,"(124.70, 22.88)","(256.15, 22.52)",,"(353.04, 43.60)",,,,,,
447,"(270.21, 121.01)",,,"(45.96, 19.99)",,,,,,,,,,"(44.46, 3.05)",,,"(52.94, 51.42)","(160.83, 34.56)",,"(298.20, 27.12)","(364.46, 402.18)","(31.99, 188.54)",,"(36.33, 24.39)",,,,"(244.67, 113.85)",,,,,,,"(124.03, 23.25)","(255.97, 22.53)",,"(353.45, 42.82)",,,,,,
448,"(270.21, 120.99)",,,"(44.60, 19.70)",,,,,,,,,,,,,"(51.34, 51.69)","(158.77, 33.55)",,"(298.17, 27.12)","(364.54, 402.28)","(32.98, 187.11)",,"(37.12, 24.63)",,,,"(244.55, 113.84)",,,,,,,"(123.53, 23.50)","(255.45, 23.43)",,"(353.62, 41.56)",,,,,,
449,"(270.20, 120.96)",,,"(44.14, 19.65)",,,,,,,,,,,,,"(50.70, 51.48)","(156.02, 31.98)",,"(298.21, 27.10)","(364.67, 402.37)","(34.32, 185.75)",,"(39.07, 24.45)",,,,"(244.40, 113.81)",,,,,,,"(123.03, 23.73)","(255.24, 23.65)",,"(354.04, 40.51)",,,,,,
450,"(270.17, 120.95)",,,"(43.21, 19.78)",,,,,,,,,,,,,"(49.44, 51.70)","(153.73, 29.47)",,"(298.21, 27.07)","(364.64, 402.61)","(36.26, 184.75)",,"(39.80, 24.14)",,,,"(244.29, 113.73)",,,,,,,"(122.53, 24.07)","(253.49, 23.21)",,"(354.65, 39.35)",,,,,,
451,"(270.17, 120.99)",,,"(43.86, 18.52)",,,,,,,,,,,,,"(47.56, 51.54)","(151.55, 27.46)",,"(298.21, 27.11)","(364.73, 402.67)","(37.70, 184.15)",,"(40.46, 24.05)",,,,"(244.27, 113.75)",,,,,,,"(122.27, 24.62)","(252.82, 22.99)",,"(354.91, 38.02)",,,,,,
452,"(270.17, 120.99)",,,"(43.07, 18.14)",,,,,,,,,,,,,"(45.63, 51.43)","(150.56, 28.27)",,"(298.38, 27.01)","(364.72, 402.68)","(39.50, 183.15)",,"(41.50, 23.09)",,,,"(244.19, 113.52)",,,,,,,"(121.84, 25.85)","(251.81, 22.85)",,"(355.08, 37.26)",,,,,,
453,"(270.17, 121.02)",,,,,,,,,,,,,,,,"(44.19, 51.37)","(148.51, 28.35)",,"(298.50, 27.02)","(364.82, 402.73)","(41.08, 182.83)",,"(41.75, 20.69)",,,,"(244.39, 113.54)",,,,,,,"(121.73, 26.82)","(250.84, 22.80)",,"(355.18, 36.52)",,,,,,
454,"(270.15, 121.05)",,,,,,,,,,,,,,,,"(42.88, 51.04)","(146.93, 29.39)",,"(298.59, 27.06)","(364.86, 402.75)","(42.56, 182.75)",,"(41.45, 20.35)",,,,"(244.54, 113.52)",,,,,,,"(121.57, 27.38)","(249.62, 22.67)",,"(355.41, 36.07)",,,,,,
455,"(270.14, 121.08)",,,,,,,,,,,,,,,,"(41.39, 50.96)","(145.59, 29.97)",,"(298.61, 26.97)","(364.89, 402.75)","(43.27, 182.58)",,"(39.86, 19.95)",,,,"(244.89, 113.41)",,,,,,,"(121.60, 27.86)","(248.94, 22.61)",,"(355.42, 35.73)",,,,,,
456,"(270.10, 121.15)",,,,,,,,,,,,,,,,"(39.75, 50.74)","(143.94, 30.82)",,"(298.70, 26.76)","(364.95, 402.73)","(43.59, 182.55)",,"(37.81, 20.04)",,,,"(245.30, 113.16)",,,,,,,"(121.43, 28.04)","(248.34, 23.08)",,"(355.36, 35.47)",,,,,,
457,"(270.02, 121.13)",,,,,,,,,,,,,,,,"(37.81, 50.40)","(142.90, 31.32)",,"(298.68, 26.59)","(364.94, 402.72)","(43.59, 182.54)",,"(35.62, 19.57)",,,,"(245.67, 112.60)",,,,,,,"(121.45, 27.93)","(248.26, 23.20)",,"(355.41, 35.43)",,,,,,
458,"(270.01, 121.15)",,,"(46.06, 21.53)",,,,,,,,,,,,,"(35.75, 50.05)","(141.05, 32.05)",,"(298.81, 26.35)","(364.95, 402.76)","(44.25, 181.80)",,"(34.55, 19.49)",,,,"(246.02, 112.14)",,,,,,,"(121.29, 27.83)","(247.69, 23.88)",,"(355.22, 35.36)",,,,,,
459,"(269.99, 121.21)",,,"(46.13, 21.58)",,,,,,,,,,,,,"(34.21, 49.62)","(139.00, 32.21)",,"(298.81, 26.30)","(365.03, 402.78)","(44.57, 180.60)",,"(33.44, 19.05)",,,,"(246.48, 111.54)",,,,,,,"(121.31, 27.77)","(247.09, 24.06)",,"(355.05, 35.38)",,,,,,
460,"(269.97, 121.23)",,,"(46.07, 21.61)",,,,,,,,,,"(56.41, 18.80)",,,"(32.40, 49.22)","(137.37, 32.18)",,"(298.80, 26.32)","(365.02, 402.79)","(45.18, 178.92)",,"(32.09, 19.34)",,,,"(247.06, 110.69)",,,,,,,"(121.49, 27.73)","(246.80, 24.13)",,"(355.03, 35.43)",,,,,,
461,"(269.97, 121.23)",,,"(46.13, 21.46)",,,,,,,,,,"(56.59, 19.60)",,,"(30.69, 48.40)","(136.27, 32.23)",,"(298.81, 26.41)","(365.03, 402.77)","(46.00, 177.49)",,"(30.42, 19.59)",,,,"(247.68, 108.82)",,,,,,,"(121.52, 27.75)","(246.68, 23.96)",,"(354.79, 35.45)",,,,,,
462,"(270.00, 121.27)",,,"(46.11, 21.47)",,,,,,,,,,"(56.77, 19.93)",,,"(28.82, 47.73)","(135.30, 32.29)",,"(298.73, 26.56)","(365.09, 402.81)","(47.05, 175.57)",,"(29.42, 20.46)",,,,"(248.03, 108.46)",,,,,,,"(121.70, 27.15)","(246.53, 23.64)",,"(354.79, 35.59)",,,,,,
463,"(270.01, 121.26)",,,"(45.84, 21.42)",,,,,,,,,,"(57.29, 21.72)",,,"(27.66, 47.43)","(133.32, 32.24)",,"(298.73, 26.59)","(365.08, 402.82)","(48.12, 173.54)",,"(28.23, 20.17)",,,,"(248.21, 108.25)",,,,,,,"(121.77, 26.77)","(246.60, 23.73)",,"(354.79, 35.55)",,,,,,
464,"(270.05, 121.23)",,,"(45.76, 21.39)",,,,,,,,,,"(57.53, 22.62)",,,"(25.63, 46.42)","(132.44, 32.84)",,"(298.75, 26.60)","(365.10, 402.80)","(49.19, 171.82)",,"(26.98, 20.04)",,,,"(248.53, 107.36)",,,,,,,"(122.11, 26.58)","(246.70, 23.85)",,"(354.90, 35.53)",,,,,,
465,"(270.08, 121.18)",,,"(45.71, 21.28)",,,,,,,,,,"(57.80, 23.20)",,,"(24.42, 45.73)","(131.81, 33.45)",,"(298.77, 26.64)","(365.10, 402.79)","(49.79, 170.53)",,"(26.18, 19.73)",,,,"(248.56, 107.03)",,,,,,,"(122.16, 26.62)","(246.93, 24.00)",,"(355.09, 35.53)",,,,,,
466,"(270.14, 121.16)",,,"(45.64, 21.34)",,,,,,,,,,"(57.73, 23.80)",,,"(23.03, 44.69)","(131.24, 34.49)",,"(298.80, 26.64)","(365.10, 402.81)","(50.44, 168.69)",,"(24.85, 19.71)",,,,"(248.65, 106.39)",,,,,,,"(122.35, 26.61)","(247.15, 24.12)",,"(355.23, 35.44)",,,,,,
467,"(270.21, 121.16)",,,"(45.75, 21.37)",,,,,,,,,,"(57.85, 24.03)",,,"(21.43, 43.34)","(129.83, 34.83)",,"(298.80, 26.65)","(365.11, 402.81)","(51.22, 166.80)",,"(23.75, 19.64)",,,,"(248.98, 106.20)",,,,,,,"(122.39, 26.57)","(247.25, 24.64)",,"(355.37, 35.24)",,,,,,
468,"(270.24, 121.20)",,,"(46.10, 21.40)",,,,,,,,,,"(58.61, 24.21)",,,"(20.31, 42.10)","(129.37, 34.89)",,"(298.81, 26.68)","(365.11, 402.78)","(51.74, 164.88)",,"(22.27, 19.44)",,,,"(248.92, 106.41)",,,,,,,"(122.48, 26.55)","(248.00, 24.87)",,"(355.57, 35.06)",,,,,,
469,"(270.26, 121.20)",,,"(45.83, 21.42)",,,,,,,,,,"(58.95, 24.53)",,,"(19.15, 40.35)","(129.35, 34.83)",,"(298.77, 26.68)","(365.10, 402.77)","(52.65, 162.98)",,"(21.65, 19.64)",,,,"(249.18, 106.32)",,,,,,,"(122.47, 26.52)","(248.35, 24.92)",,"(355.63, 35.12)",,,,,,
470,"(270.26, 121.24)",,,"(45.87, 21.43)",,,,,,,,,,"(59.28, 24.82)",,,"(17.52, 39.04)","(129.37, 34.88)",,"(298.81, 26.66)","(365.11, 402.77)","(53.14, 160.93)",,"(21.56, 20.03)",,,,,,,,,,,"(122.46, 26.58)","(248.96, 24.54)",,"(355.62, 35.15)",,,,,,
471,"(270.25, 121.24)",,,"(45.88, 21.43)",,,,,,,,,,"(59.54, 25.32)",,,"(16.40, 37.26)","(129.33, 34.89)",,"(298.83, 26.61)","(365.08, 402.79)","(53.41, 158.94)",,"(21.15, 20.26)",,,,,,,,,,,"(122.70, 25.65)","(249.24, 24.02)",,"(355.49, 35.17)",,,,,,
472,"(270.25, 121.22)",,,"(46.35, 21.61)",,,,,,,,,,"(59.76, 25.41)",,,"(15.41, 35.92)","(129.26, 35.04)",,"(298.83, 26.61)","(365.05, 402.77)","(53.88, 156.89)",,"(21.02, 19.90)",,,,,,,,,,,"(123.81, 24.87)","(249.59, 24.25)",,"(355.50, 35.17)","(172.39, 71.04)",,,,,
473,"(270.23, 121.23)",,,"(46.34, 22.09)",,,,,,,,,,"(59.84, 25.86)",,,"(14.20, 33.86)","(129.22, 35.02)",,"(298.83, 26.66)","(365.07, 402.76)","(53.97, 154.23)",,"(20.67, 19.32)",,,,,,,,,,,"(124.03, 25.26)","(249.93, 24.05)",,"(355.47, 35.17)","(172.38, 71.07)",,,,,
474,"(270.24, 121.24)",,,"(46.43, 22.68)",,,,,,,,,,"(60.21, 26.15)",,,"(13.05, 31.49)","(129.31, 35.01)",,"(298.86, 26.67)","(365.01, 402.76)","(54.54, 152.88)",,"(20.24, 18.99)",,,,,,,,,,,"(124.64, 26.06)","(250.06, 24.17)",,"(355.39, 35.18)","(172.36, 71.07)",,,,,
475,"(270.22, 121.25)",,,"(46.42, 23.39)",,,,,,,,,,"(60.52, 26.22)",,,"(12.46, 29.17)","(129.31, 35.00)",,"(298.88, 26.67)","(365.00, 403.04)","(54.83, 151.79)",,"(20.21, 18.56)",,,,,,,,,,,"(124.91, 26.18)","(250.16, 24.18)",,"(355.37, 35.18)","(172.38, 71.03)",,,,,
476,"(270.21, 121.23)",,,"(46.54, 23.81)",,,,,,,,,,"(60.62, 26.20)",,,"(11.78, 27.10)","(129.27, 34.99)",,"(298.90, 26.68)","(364.60, 402.81)","(55.03, 151.59)",,"(19.99, 17.19)",,,,,,,,,,,"(124.92, 26.18)","(250.52, 24.28)",,"(355.34, 35.17)","(172.13, 70.75)",,,,,
477,"(270.19, 121.21)",,,"(47.28, 24.02)",,,,,,,,,,"(60.58, 26.12)",,,"(11.11, 26.48)","(129.28, 35.00)",,"(298.89, 26.66)","(364.47, 402.86)","(55.05, 151.62)",,"(19.56, 16.03)",,,,,,,,,,,"(124.98, 26.22)","(251.04, 23.87)",,"(355.34, 35.23)","(171.55, 69.50)",,,,,
478,"(270.19, 121.23)",,,"(47.33, 24.23)",,,,,,,,,,"(60.61, 26.09)",,,"(10.66, 26.67)","(129.28, 34.99)",,"(298.88, 26.65)","(364.19, 402.98)","(55.07, 151.62)",,"(19.05, 14.80)",,,,,,,,,,,"(125.00, 26.24)","(251.69, 23.69)",,"(355.36, 35.22)","(171.46, 69.26)",,,,,
479,"(270.16, 121.21)",,,"(47.42, 24.51)",,,,,,,,,,"(60.51, 25.80)",,,"(9.82, 26.81)","(129.23, 35.03)",,"(298.86, 26.65)","(363.99, 403.10)","(55.47, 151.49)",,,,,,,,,,,,,"(125.01, 26.27)","(252.27, 23.76)",,"(355.41, 35.23)","(171.13, 69.03)",,,,,
480,"(270.10, 121.26)",,,"(47.41, 24.84)",,,,,,,,,,"(60.63, 25.43)",,,"(9.57, 26.34)","(129.23, 35.15)",,"(298.91, 26.72)","(363.80, 403.39)","(56.17, 150.09)",,,,,,,,,,,,,"(125.07, 26.29)","(252.76, 23.67)",,"(355.58, 35.29)","(171.05, 68.16)",,,,,
481,"(270.11, 121.24)",,,"(47.76, 24.93)",,,,,,,,,,"(60.41, 25.03)",,,"(9.28, 26.42)","(129.13, 35.70)",,"(298.90, 26.69)","(363.47, 403.49)","(56.54, 149.47)",,,,,,,,,,,,,"(125.05, 26.35)","(253.74, 22.71)",,"(355.60, 35.37)","(170.88, 67.83)",,,,,
482,"(270.12, 121.25)",,,"(48.03, 24.99)",,,,,,,,,,"(60.54, 24.77)",,,"(8.97, 26.43)","(127.84, 37.00)",,"(298.89, 26.69)","(363.19, 403.78)","(57.41, 148.03)",,"(17.00, 11.15)",,,,,,,,,,,"(125.07, 26.21)","(254.79, 22.95)",,"(355.60, 35.36)",,,,,,
483,"(270.13, 121.26)",,,"(47.99, 25.36)",,,,,,,,,,"(61.19, 25.00)",,,"(8.51, 26.19)","(127.88, 39.00)",,"(298.88, 26.69)","(363.04, 403.88)","(57.99, 146.92)",,"(16.70, 10.62)",,,,,,,,,,,"(124.96, 26.26)","(255.15, 23.20)",,"(355.59, 35.42)",,,,,,
484,"(270.13, 121.28)",,,"(47.83, 25.63)",,,,,,,,,,"(61.04, 25.21)",,,"(8.30, 25.85)","(127.93, 41.20)",,"(298.90, 26.69)","(362.82, 403.96)","(58.27, 146.12)",,,,,,,,,,,,,"(124.88, 26.29)","(255.31, 23.14)",,"(355.60, 35.45)",,,,,,
485,"(270.14, 121.28)",,,"(47.76, 25.73)",,,,,,,,,,"(61.10, 25.11)",,,"(8.94, 25.68)","(128.09, 43.49)",,"(298.92, 26.72)","(362.60, 404.48)","(58.88, 145.03)",,,,,,,,,,,,,"(124.95, 26.36)","(255.85, 23.18)",,"(355.55, 35.45)","(165.11, 59.42)",,,,,
486,"(270.12, 121.30)",,,"(48.21, 26.25)",,,,,,,,,,"(61.27, 24.88)",,,"(8.48, 25.16)","(128.12, 45.95)",,"(298.97, 26.70)","(362.41, 404.89)","(59.61, 143.22)",,,,,,,,,,,,,"(124.92, 26.39)","(256.56, 23.29)",,"(355.55, 35.49)","(164.02, 59.13)",,,,,
487,"(270.07, 121.24)",,,"(48.38, 26.78)",,,,,,,,,,"(61.17, 24.36)",,,"(8.40, 24.63)","(128.06, 47.38)",,"(298.97, 26.69)","(362.12, 405.57)","(60.32, 141.15)",,,,,,,,,,,,,"(124.96, 26.51)","(257.35, 23.22)",,"(355.53, 35.46)","(162.98, 58.96)",,,,,
488,"(270.07, 121.28)",,,"(48.94, 27.23)",,,,,,,,,,"(61.35, 23.89)",,,"(8.14, 23.25)","(127.80, 49.48)",,"(298.95, 26.68)","(361.63, 405.74)","(60.56, 139.42)",,,,,,,,,,,,,"(125.13, 26.85)","(258.34, 22.61)",,"(355.52, 35.46)","(161.68, 59.20)",,,,,
489,"(270.11, 121.26)",,,"(48.90, 28.57)",,,,,,,,,,"(61.85, 23.69)",,,"(7.77, 23.20)","(127.50, 51.51)",,"(298.92, 26.68)","(361.42, 405.77)","(60.66, 137.41)",,,,,,,,,,,,,"(125.49, 27.07)","(259.93, 21.94)",,"(355.53, 35.43)","(160.18, 59.71)",,,,,
490,"(270.13, 121.28)",,,"(49.39, 29.76)",,,,,,,,,,"(62.19, 23.66)",,,"(7.66, 23.19)","(127.62, 54.13)",,"(298.94, 26.65)","(361.09, 406.12)","(60.78, 135.30)",,,,,,,,,,,,,"(125.86, 27.13)","(260.64, 22.51)",,"(355.54, 35.46)","(159.37, 59.87)",,,,,
491,"(270.14, 121.24)",,,"(49.83, 31.08)",,,,,,,,,,"(62.68, 23.57)",,,"(7.64, 23.06)","(127.50, 55.16)",,"(298.95, 26.63)","(361.00, 406.52)","(60.58, 133.10)",,,,,,"(256.64, 91.14)",,,,,,,"(125.82, 27.41)","(262.12, 22.08)",,"(355.53, 35.42)","(158.07, 59.79)",,,,,
492,"(270.09, 121.31)",,,"(50.42, 32.11)",,,,,,,,,,"(63.32, 23.18)",,,"(7.31, 23.03)","(127.49, 56.53)",,"(298.87, 26.65)","(360.68, 407.04)","(60.50, 130.87)",,,,,,,,,,,,,"(126.59, 28.44)","(263.68, 21.68)",,"(355.53, 35.46)","(156.58, 59.71)",,,,,
493,"(270.08, 121.31)",,,"(50.79, 32.90)",,,,,,,,,,"(64.20, 23.15)",,,"(6.93, 22.90)","(127.75, 57.91)",,"(298.87, 26.60)","(360.07, 407.58)","(60.75, 129.29)",,,,,,,,,,,,,"(126.86, 28.68)","(265.17, 21.53)",,"(355.52, 35.46)","(155.85, 59.76)",,,,,
494,"(270.10, 121.35)",,,"(51.58, 33.86)",,,,,,,,,,"(65.22, 22.89)",,,"(6.93, 22.98)","(127.87, 58.85)",,"(298.86, 26.59)","(360.02, 408.65)","(60.95, 127.78)",,,,,,,,,,,,,"(127.71, 29.51)","(266.06, 21.57)",,"(355.51, 35.44)","(155.17, 59.87)",,,,,
495,"(270.09, 121.34)",,,"(52.19, 34.33)",,,,,,,,,,"(65.18, 22.89)",,,"(7.54, 22.60)","(127.96, 59.12)",,"(298.86, 26.58)","(359.73, 408.98)","(61.25, 126.02)",,,,,,,,,,,,,"(128.16, 30.18)","(266.73, 21.54)",,"(355.51, 35.44)","(154.31, 59.89)",,,,,
496,"(270.11, 121.39)",,,"(53.04, 34.95)",,,,,,,,,,"(65.21, 22.86)",,,"(7.80, 22.21)",,,"(298.90, 26.60)","(359.27, 410.02)","(61.50, 124.00)",,,,,,,,,,,,,"(129.18, 31.26)","(267.85, 21.42)",,"(355.51, 35.45)","(153.17, 59.50)",,,,,
497,"(270.11, 121.37)",,,"(53.39, 35.73)",,,,,"(178.99, 21.49)",,,,,"(65.17, 22.97)",,,"(7.76, 22.17)",,,"(298.92, 26.61)","(358.88, 410.69)","(61.55, 121.86)",,,,,,,,,,,,,"(130.42, 32.35)","(270.03, 21.31)",,"(355.51, 35.43)","(151.41, 58.59)",,,,,
498,"(270.10, 121.36)",,,"(54.18, 36.78)",,,,,"(178.82, 21.51)",,,,,"(65.13, 23.07)",,,"(7.81, 22.06)",,,"(298.93, 26.61)","(358.39, 411.70)","(61.74, 120.29)",,,,,,,,,,,,,"(131.49, 32.91)","(271.05, 21.66)",,"(355.51, 35.45)","(149.35, 57.86)",,,,,
499,"(270.11, 121.36)",,,"(54.85, 37.64)",,,,,"(179.02, 21.90)",,,,,"(65.27, 23.15)",,,"(7.34, 21.90)",,,"(298.93, 26.59)","(357.92, 412.82)","(61.81, 119.15)",,,,,,,,,,,,,"(132.78, 33.45)","(271.95, 21.63)",,"(355.50, 35.44)","(147.29, 56.99)",,,,,
500,"(270.14, 121.30)",,,"(55.54, 37.89)",,,,,"(180.20, 23.08)",,,,,"(65.79, 22.43)",,,"(6.99, 21.70)",,,"(298.99, 26.61)","(357.57, 413.43)","(61.77, 118.42)",,,,,,,,,,,,,"(133.76, 34.12)","(273.27, 21.11)",,"(355.50, 35.41)","(145.95, 56.35)",,,,,
501,"(270.15, 121.33)",,,"(56.61, 38.83)",,,,,"(180.15, 23.45)",,,,,"(65.80, 22.51)",,,"(6.30, 21.48)",,,"(298.99, 26.62)","(357.01, 414.43)","(61.76, 117.05)",,,,,,,,,,,,,"(134.78, 34.62)","(273.52, 21.04)",,"(355.51, 35.43)","(145.21, 55.99)",,,,,
502,"(270.15, 121.34)",,,"(57.39, 39.99)",,,,,"(180.45, 24.04)",,,,,"(65.50, 22.71)",,,"(5.64, 21.43)",,,"(299.02, 26.65)","(356.77, 415.27)","(61.60, 115.73)",,,,,,,,,,,,,"(135.46, 35.53)","(274.14, 21.17)",,"(355.51, 35.47)","(145.22, 55.94)",,,,,
503,"(270.17, 121.32)",,,"(57.69, 40.70)",,,,,"(179.48, 24.23)",,,,,"(65.50, 22.55)",,,"(5.31, 21.38)",,,"(299.00, 26.64)","(356.53, 415.94)","(61.76, 114.37)",,,,,,,,,,,,,"(135.72, 35.82)","(274.75, 21.45)",,"(355.53, 35.51)","(145.21, 55.94)",,,,,
504,"(270.13, 121.32)",,,"(58.27, 41.23)",,,,,"(179.57, 24.48)",,,,,"(65.41, 22.41)",,,"(5.28, 21.47)",,,"(299.01, 26.75)","(356.71, 416.95)","(62.34, 112.42)",,,,,,,,,,,,,"(135.77, 35.91)","(275.82, 22.72)",,"(355.51, 35.55)","(145.16, 55.91)",,,,,
505,"(270.17, 121.29)",,,"(58.50, 41.83)",,,,,"(179.46, 25.17)",,,,,"(65.77, 22.26)",,,"(5.51, 21.71)",,,"(299.00, 26.73)","(356.65, 417.75)","(62.43, 111.64)",,,,,,,,,,,,,"(135.80, 35.93)","(276.59, 23.16)",,"(355.51, 35.56)","(145.14, 55.95)",,,,,
506,"(270.17, 121.31)",,,"(59.14, 42.68)",,,,,"(179.45, 25.80)",,,,,"(66.23, 22.05)",,,"(5.46, 21.77)",,,"(298.99, 26.70)","(356.52, 418.95)","(62.70, 110.64)",,,,,,"(255.55, 73.45)",,,,,,,"(135.80, 35.95)","(277.92, 23.28)",,"(355.49, 35.56)","(144.53, 55.63)",,,,,
507,"(270.18, 121.06)",,,"(59.82, 43.15)",,,,,"(179.42, 26.72)",,,,,"(66.45, 22.08)",,,"(6.25, 21.97)",,,"(298.99, 26.70)","(356.69, 419.96)","(62.81, 109.30)",,,,,,"(255.52, 73.14)",,,,,,,"(135.78, 35.97)","(278.10, 23.12)",,"(355.47, 35.57)","(143.53, 55.06)",,,,,
508,"(270.22, 120.97)",,,"(60.59, 43.76)",,,,,"(179.35, 27.14)",,,,,"(66.85, 22.09)",,,"(6.56, 21.94)",,,"(298.96, 26.75)","(356.63, 421.04)",,,,,,,"(255.59, 72.00)",,,,,,,"(135.82, 35.90)","(277.81, 22.40)",,"(355.49, 35.54)","(142.25, 54.49)",,,,,
509,"(270.25, 120.93)",,,"(61.34, 43.71)",,,,,"(179.38, 27.17)",,,,,"(66.88, 22.16)",,,"(6.64, 21.86)",,,"(298.96, 26.76)","(356.80, 422.14)",,,,,,,"(255.87, 71.27)",,,,,,,"(135.86, 35.88)","(278.29, 22.39)",,"(355.47, 35.54)","(140.92, 53.65)",,,,,
510,"(270.32, 120.80)",,,"(61.91, 43.47)",,,,,"(179.50, 27.31)",,,,,"(66.19, 22.48)",,,"(6.63, 21.75)",,,"(298.99, 26.75)","(356.79, 423.33)",,,,,,,"(255.96, 70.37)",,,,,,,"(136.59, 36.05)","(278.75, 22.40)",,"(355.47, 35.55)","(139.48, 52.68)",,,,,
511,"(270.37, 120.61)",,,"(62.23, 43.52)",,,,,"(180.70, 26.74)",,,,,"(66.27, 22.38)",,,"(6.49, 21.65)",,,"(298.98, 26.69)","(357.14, 424.99)",,,,,,,"(256.04, 69.28)",,,,,,,"(138.02, 36.13)","(278.86, 22.25)",,"(355.48, 35.53)","(138.41, 51.94)",,,,,
512,"(270.44, 120.07)",,,"(62.91, 42.81)",,,,,"(181.17, 28.47)",,,,,"(66.06, 22.30)",,,"(6.32, 21.54)",,,"(298.99, 26.70)","(357.14, 424.97)",,,,,,,"(256.05, 68.61)",,,,,,,"(139.42, 36.85)","(279.39, 22.15)",,"(355.47, 35.54)","(138.42, 51.95)",,,,,
513,"(270.55, 119.86)",,,"(63.49, 42.42)",,,,,"(181.15, 29.77)",,,,,"(65.92, 22.32)",,,"(6.32, 21.54)",,,"(299.00, 26.70)","(357.21, 425.65)",,,,,,,"(256.14, 67.72)",,,,,,,"(140.12, 36.98)","(279.80, 22.07)",,"(355.46, 35.55)","(137.79, 51.84)",,,,,
514,"(270.62, 119.56)",,,"(64.06, 41.61)",,,,,"(181.09, 30.68)",,,,,"(65.47, 22.41)",,,"(5.99, 21.05)",,,"(298.99, 26.72)","(357.19, 426.47)",,,,,,,"(256.20, 66.37)",,,,,,,"(141.46, 37.02)","(280.28, 22.43)",,"(355.46, 35.56)","(136.21, 52.04)",,,,,
515,"(270.74, 119.04)",,,"(64.63, 40.66)",,,,,"(181.16, 30.64)",,,,,"(65.47, 21.92)",,,"(6.44, 21.00)",,,"(298.96, 26.73)","(357.14, 427.58)",,,,,,,"(256.14, 65.19)",,,,,,,"(142.53, 37.47)","(280.88, 23.04)",,"(355.45, 35.56)","(134.54, 52.14)",,,,,
516,"(271.01, 118.15)",,,"(64.88, 39.43)",,,,,"(180.79, 30.93)",,,,,"(65.34, 21.31)",,,"(6.11, 20.83)",,,"(299.01, 26.87)","(357.27, 428.50)",,,,,,,"(255.98, 64.27)",,,,,,,"(143.51, 38.76)","(280.12, 23.65)",,"(355.46, 35.56)","(132.81, 51.72)",,,,,
517,"(271.52, 117.61)",,,"(65.57, 38.27)",,,,,"(180.73, 31.16)",,,,,"(65.44, 21.15)",,,"(6.20, 20.89)",,,"(299.02, 26.85)","(357.27, 428.51)",,,,,,,"(255.90, 63.56)",,,,,,,"(144.94, 39.48)","(279.82, 23.59)",,"(355.47, 35.55)","(131.20, 51.44)",,,,,
518,"(271.99, 116.91)",,,"(65.88, 37.45)",,,,,"(180.58, 31.37)",,,,,"(65.49, 21.12)",,,"(6.33, 20.91)",,,"(299.02, 26.86)","(357.28, 428.53)",,,,,,,"(255.80, 62.69)",,,,,,,"(146.51, 40.00)","(279.38, 23.59)",,"(355.49, 35.57)","(129.86, 50.89)",,,,,
519,"(272.35, 116.19)",,,"(66.01, 36.94)",,,,,"(180.61, 31.79)",,,,,"(65.51, 21.17)",,,"(6.75, 21.06)",,,"(299.02, 26.89)","(357.27, 428.50)",,,,,,,"(255.74, 62.02)",,,,,,,"(148.50, 41.17)","(278.62, 23.57)",,"(355.50, 35.52)","(128.69, 49.79)",,,,,
