frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id27,id29,id30,id31,id32,id33,id34,id35,id36,id37,id39,id41,id42,id44,id45,id47,id49,id50,id51
168,"(238.45, 253.02)","(358.08, 117.04)",,"(12.86, 193.14)",,"(121.28, 38.50)","(354.17, 39.06)","(26.48, 190.05)","(125.81, 22.55)",,,,"(182.80, 178.76)","(30.91, 238.57)",,"(357.03, 217.30)","(30.75, 150.64)","(179.73, 165.02)","(64.31, 209.00)","(282.49, 127.88)","(398.20, 430.65)","(42.74, 394.69)",,"(57.78, 147.60)",,"(358.09, 30.91)",,"(248.26, 309.15)","(165.18, 235.76)",,,,,,,,,,,,,,,
169,"(238.09, 252.27)","(358.17, 117.06)",,"(12.45, 190.90)",,"(121.21, 38.40)","(354.29, 36.04)","(27.11, 188.78)","(126.09, 21.87)",,,,"(182.79, 175.14)","(30.87, 238.36)",,"(356.25, 216.12)","(31.14, 148.75)","(180.51, 162.81)","(64.03, 207.80)","(283.38, 127.27)","(398.19, 430.65)","(38.16, 409.63)",,"(57.20, 146.19)",,"(358.07, 30.73)",,"(248.37, 308.98)","(165.20, 235.02)",,,,,,,,,,,,,,,
170,"(237.94, 251.39)","(358.13, 117.07)",,"(11.64, 188.71)",,"(121.19, 38.33)","(354.26, 34.36)","(27.58, 187.82)","(126.53, 21.44)",,,,"(182.37, 172.11)","(30.88, 237.98)",,"(355.91, 214.66)","(31.21, 147.27)","(180.73, 160.07)","(63.88, 205.97)","(284.47, 126.62)","(398.21, 430.64)","(44.14, 431.35)",,"(56.34, 145.09)",,"(357.68, 30.52)",,"(248.37, 308.97)","(165.02, 234.44)",,,,,"(357.36, 105.37)",,,,,,,,,,
171,"(237.99, 250.13)","(358.04, 117.08)",,"(10.65, 186.54)",,"(121.05, 38.36)","(354.58, 33.60)","(28.25, 186.22)",,,,,"(182.38, 169.19)","(30.88, 237.41)",,"(355.66, 213.53)","(32.03, 145.82)","(181.24, 158.42)","(63.88, 203.83)","(285.19, 126.18)","(398.20, 430.65)","(44.18, 431.17)",,"(55.39, 143.27)",,"(357.65, 29.40)",,"(248.15, 309.49)","(165.11, 233.86)",,,,,"(357.36, 105.34)",,,,,,,,,,
172,"(238.02, 249.16)","(358.03, 117.04)",,"(10.24, 184.86)",,"(121.12, 38.46)","(354.89, 30.96)","(29.41, 184.70)",,,,,"(182.29, 166.49)","(30.89, 236.44)",,"(355.46, 212.40)","(32.82, 144.52)","(181.28, 156.40)","(63.73, 202.41)","(285.75, 125.85)","(398.10, 430.66)","(44.17, 431.18)",,"(54.19, 142.02)","(182.73, 60.31)","(357.58, 33.34)",,"(248.19, 309.13)","(164.92, 233.16)",,,,,"(357.36, 105.37)",,,,,,,,,,
173,"(237.80, 247.92)","(358.05, 117.01)",,"(9.51, 182.65)",,"(121.13, 38.51)","(355.02, 29.57)","(30.45, 183.06)",,,,,"(181.25, 163.92)","(30.95, 235.60)",,"(355.32, 211.28)","(34.07, 143.33)","(181.19, 155.51)","(63.75, 200.86)","(286.68, 124.96)","(398.09, 430.70)","(44.17, 431.18)",,"(52.99, 140.31)","(182.71, 60.28)","(356.42, 30.17)",,"(248.07, 309.59)","(164.97, 232.95)",,,,,"(357.42, 105.41)",,,,,,,,,,
174,"(237.77, 246.86)","(358.04, 117.01)",,"(8.72, 180.04)",,"(121.18, 38.51)",,"(31.20, 180.75)",,,,,"(180.62, 157.99)","(30.98, 235.07)",,"(355.30, 209.96)","(35.16, 142.37)",,"(63.79, 198.82)","(287.33, 124.32)","(398.09, 430.80)","(44.17, 431.19)",,"(52.42, 139.43)","(182.87, 60.16)","(356.30, 29.22)",,"(248.03, 309.99)","(164.94, 232.36)",,,,,"(357.39, 105.43)",,,,,,,,,,
175,"(237.79, 245.45)","(357.85, 116.45)",,"(8.29, 177.19)",,"(121.15, 38.52)",,"(32.23, 178.82)",,,,,"(180.11, 156.05)","(31.12, 234.27)",,"(354.92, 207.61)","(36.07, 141.51)",,"(63.52, 197.62)","(288.28, 124.14)","(398.10, 430.82)","(44.16, 431.18)",,"(51.69, 138.21)","(182.98, 59.51)","(356.03, 27.78)",,"(248.00, 309.66)","(164.88, 231.50)",,,,,"(357.40, 105.41)",,,,,,,,,,
176,"(237.70, 244.18)","(357.63, 115.26)",,"(7.77, 173.74)",,"(121.16, 38.50)",,"(32.86, 176.58)",,,,,"(179.39, 154.98)","(31.13, 233.74)",,"(354.84, 205.62)","(37.61, 140.28)",,"(63.39, 195.70)","(288.75, 124.06)","(398.07, 430.86)","(44.61, 431.09)",,"(51.01, 136.93)","(182.94, 56.80)","(355.77, 27.91)",,"(247.93, 309.66)","(164.75, 230.22)",,,,,"(357.46, 105.48)",,,,,,,,,,
177,"(237.42, 242.64)","(357.40, 114.28)",,"(7.51, 170.69)",,"(121.17, 38.51)",,"(33.98, 174.88)",,,,,"(179.22, 154.26)","(31.29, 233.04)",,"(354.78, 203.65)","(39.18, 139.45)",,"(63.36, 193.41)","(289.41, 123.66)","(398.04, 430.85)","(46.68, 430.31)",,"(50.41, 135.39)","(182.87, 54.94)","(355.61, 27.68)",,"(247.95, 309.42)","(164.44, 227.91)",,,,,"(357.48, 105.70)",,,,,,,,,,
178,"(237.41, 240.69)","(357.42, 114.32)",,"(7.17, 167.71)","(285.39, 72.84)","(121.14, 38.49)",,"(34.88, 173.56)",,,,,"(178.07, 154.54)","(31.31, 233.05)",,"(354.57, 201.58)","(40.19, 138.75)",,"(62.95, 191.32)","(290.09, 122.97)","(397.99, 430.89)","(48.46, 430.23)",,"(49.55, 133.65)","(182.64, 52.29)","(355.44, 27.56)","(253.09, 72.76)","(247.84, 309.43)","(164.48, 226.13)",,,,,"(357.51, 105.66)",,,,,,,,,,
179,"(237.45, 239.25)","(357.36, 114.33)",,"(7.19, 164.93)","(284.50, 70.84)","(121.16, 38.51)",,"(35.03, 173.22)",,,,,"(177.57, 154.46)","(31.34, 233.09)",,"(354.45, 199.73)","(41.09, 137.99)",,"(62.91, 188.95)","(290.80, 122.12)","(397.96, 430.91)","(49.98, 430.05)",,"(48.89, 131.86)","(182.59, 50.59)","(355.19, 27.71)","(252.79, 70.84)","(247.82, 309.34)","(164.53, 224.88)",,,,,"(357.45, 105.75)",,,,,,,,,,
180,"(237.32, 238.37)","(357.42, 114.23)",,"(6.78, 162.79)","(283.75, 68.57)","(121.18, 38.54)",,"(35.14, 173.16)",,,,,"(177.69, 154.50)","(31.38, 233.19)",,"(354.50, 197.97)","(41.80, 137.51)","(181.30, 146.41)","(63.03, 186.56)","(291.88, 120.97)","(397.89, 430.94)","(50.91, 429.89)",,"(47.93, 129.45)","(182.60, 48.32)","(355.08, 28.17)","(252.29, 69.06)","(247.68, 308.84)","(164.59, 223.54)",,,,,"(357.47, 105.55)",,,,,,,,,,
181,"(237.53, 237.33)","(357.44, 114.19)",,"(6.59, 160.68)","(282.53, 66.12)","(121.17, 38.54)",,"(35.14, 173.13)",,,,,"(177.67, 154.59)","(31.40, 233.15)",,"(354.44, 195.29)","(42.69, 136.81)","(181.45, 143.92)","(62.92, 184.20)","(292.80, 120.05)","(397.97, 431.03)","(51.40, 429.70)",,"(47.25, 127.82)","(182.35, 45.68)","(355.02, 28.45)","(251.99, 65.90)","(247.63, 308.43)","(164.60, 223.24)",,,,,"(357.47, 105.51)",,,,,,,,,,
182,"(237.40, 236.37)","(357.46, 114.20)",,"(6.09, 158.62)","(281.50, 63.25)","(121.19, 38.50)",,"(35.12, 173.07)",,,,,"(177.63, 154.68)","(31.39, 233.14)",,"(354.39, 192.72)","(45.11, 135.66)","(181.48, 141.73)","(62.94, 182.60)","(293.29, 119.23)","(397.96, 431.04)","(51.38, 429.66)",,"(46.62, 126.17)","(181.67, 43.17)","(354.94, 28.31)","(251.55, 63.46)","(247.44, 308.04)","(164.65, 223.31)",,,,,"(357.45, 105.50)",,,,,,,,,,
183,"(237.46, 235.34)","(357.47, 114.20)",,"(5.89, 156.93)","(280.17, 61.30)","(121.14, 38.31)",,"(35.20, 173.02)",,,,,"(177.63, 154.69)","(31.39, 233.15)",,"(354.52, 190.35)","(45.97, 134.75)","(181.46, 140.44)","(62.80, 180.56)","(293.70, 118.65)","(398.12, 431.17)","(51.39, 429.68)",,"(46.05, 124.77)","(181.23, 40.47)","(354.43, 28.13)","(251.28, 61.00)","(247.25, 307.66)","(164.65, 223.31)",,,,,"(357.44, 105.57)",,,,,,,,,,
184,"(237.34, 234.09)","(357.46, 114.26)",,"(5.66, 155.32)","(278.97, 59.14)","(121.08, 37.11)",,"(35.93, 171.04)",,,,,"(177.69, 154.21)","(31.45, 233.10)",,"(354.12, 187.78)","(46.77, 133.87)","(181.45, 138.23)","(62.74, 179.04)","(294.21, 117.50)","(397.57, 431.21)","(51.56, 429.78)",,"(45.34, 123.60)","(180.52, 37.94)","(353.84, 27.60)","(250.73, 58.83)","(247.17, 307.40)","(164.64, 223.12)",,,,,"(357.47, 105.55)",,,,,,,,,,
185,"(237.25, 232.97)","(357.43, 114.36)",,"(5.46, 154.02)","(277.48, 56.99)","(120.79, 36.04)",,"(36.37, 168.76)",,,,,"(177.62, 154.15)","(31.58, 233.12)",,"(354.15, 185.88)","(48.51, 133.02)","(181.47, 135.19)","(62.79, 177.11)","(294.83, 116.67)","(397.79, 430.86)","(51.82, 429.90)",,"(44.80, 121.72)","(179.60, 36.01)","(353.65, 27.02)","(250.50, 57.61)","(247.13, 307.24)","(164.63, 223.20)",,,,,"(357.46, 105.62)",,,,,,,,,,
186,"(237.27, 231.25)","(357.44, 114.40)",,"(5.23, 151.94)","(275.99, 54.77)","(121.44, 35.04)",,"(36.65, 166.45)",,,,,"(177.27, 153.58)","(31.70, 232.95)",,"(353.98, 183.83)","(49.92, 131.97)","(181.43, 133.42)","(62.46, 175.53)","(294.95, 115.97)","(398.25, 430.85)","(52.24, 430.00)",,"(44.24, 119.92)","(178.35, 34.37)","(352.77, 26.47)","(250.31, 55.13)","(246.98, 306.59)","(164.58, 223.13)",,,,,"(357.40, 105.50)",,,,,,,,,,
187,"(237.31, 230.25)","(357.40, 114.30)",,"(5.14, 149.16)","(274.75, 53.30)","(121.82, 34.25)",,"(37.27, 164.52)",,,,,"(177.22, 153.13)","(35.91, 228.74)",,"(353.92, 181.32)","(50.61, 131.10)","(181.39, 132.94)","(62.55, 173.67)","(295.30, 115.27)","(399.01, 431.12)","(52.37, 430.20)",,"(43.89, 117.84)","(178.21, 33.27)","(352.69, 26.82)","(249.61, 52.54)","(246.81, 306.17)","(164.63, 223.17)",,,,,"(357.40, 105.51)",,,,,,,,,,
188,"(237.38, 229.20)","(357.40, 114.25)",,"(4.85, 147.25)","(273.78, 52.27)","(122.49, 33.72)",,"(38.10, 161.62)",,,,,"(177.25, 153.02)","(41.98, 217.46)",,"(354.02, 178.69)","(51.08, 129.86)","(181.57, 131.09)","(62.64, 171.73)","(295.57, 114.89)","(399.59, 431.11)","(52.55, 430.16)",,"(43.62, 115.58)","(177.74, 31.95)","(352.47, 27.65)","(249.21, 49.87)","(246.83, 305.87)","(164.61, 223.15)",,,,"(296.14, 104.94)","(357.41, 105.56)",,,,,,,,,,
189,"(237.34, 228.02)","(357.36, 114.18)",,"(4.67, 145.03)","(273.06, 51.11)","(123.18, 33.51)",,"(39.09, 159.52)",,,,,"(177.28, 152.95)","(52.40, 207.20)",,"(353.83, 176.34)","(51.10, 128.86)","(181.72, 128.23)","(62.18, 170.38)","(296.04, 112.61)","(399.49, 431.06)","(52.53, 430.07)",,"(42.87, 113.54)","(177.32, 30.66)","(352.29, 27.70)","(248.59, 47.31)","(246.83, 305.71)","(164.59, 223.15)",,,,"(295.99, 105.37)","(357.38, 105.54)",,,,,,,,,,
190,"(237.29, 227.42)","(357.38, 114.25)",,"(4.47, 143.09)","(272.41, 50.19)","(124.26, 33.01)",,"(39.93, 157.02)",,,,,"(177.34, 153.00)","(57.84, 206.65)",,"(353.80, 174.18)","(51.58, 127.21)","(181.58, 125.34)","(62.01, 168.39)","(296.36, 110.68)","(399.54, 430.71)","(52.53, 430.10)",,"(42.68, 111.72)","(176.62, 29.48)","(352.20, 27.47)","(247.89, 45.14)","(246.79, 305.48)","(164.58, 223.18)",,,,,"(357.40, 105.60)",,,,,,,,,,
191,"(237.17, 227.10)","(357.39, 114.31)",,"(4.22, 141.02)","(271.38, 49.14)","(125.22, 32.60)",,"(40.59, 155.29)",,,,,"(177.27, 152.32)","(57.71, 206.65)",,"(353.76, 172.04)","(51.93, 125.19)","(181.90, 121.57)","(61.48, 167.06)","(296.64, 109.88)","(399.77, 430.20)","(52.60, 430.17)",,"(41.89, 109.51)","(175.61, 27.84)","(352.20, 27.43)","(247.13, 42.57)","(246.71, 304.91)","(164.59, 223.21)",,,,,"(357.44, 105.58)",,,,,,,,,,
192,"(236.99, 226.71)","(357.35, 114.28)",,"(4.05, 139.30)","(270.86, 48.47)","(126.16, 32.26)",,"(41.49, 153.17)",,,,,"(176.56, 150.54)","(57.73, 206.72)",,"(353.86, 169.63)","(51.66, 123.26)","(181.73, 119.34)","(61.13, 165.43)",,"(400.12, 430.01)","(52.63, 430.31)",,"(41.14, 106.98)","(174.73, 26.26)","(352.15, 27.52)","(246.91, 40.36)","(246.65, 304.34)","(164.65, 223.25)",,,,,"(357.41, 105.66)",,,,,,,,,,
193,"(237.03, 226.07)","(357.33, 114.19)",,"(4.04, 136.97)","(270.04, 47.52)","(127.30, 31.07)",,"(42.60, 150.32)",,,,,"(175.98, 148.51)","(57.72, 206.67)",,"(354.11, 167.00)","(51.48, 121.31)","(181.87, 116.16)","(60.95, 164.24)",,"(399.88, 429.90)","(52.63, 430.27)",,"(41.04, 105.72)","(174.41, 25.66)","(352.13, 27.52)","(246.42, 38.42)","(246.53, 303.72)","(164.64, 223.22)",,,,,"(357.35, 105.60)","(124.86, 59.14)",,,,,,,,,
194,"(237.04, 225.55)","(357.17, 114.13)",,"(3.66, 134.51)","(268.63, 46.15)","(128.29, 29.30)",,"(43.62, 147.65)",,,,,"(174.97, 146.21)","(57.94, 206.73)",,"(354.25, 164.98)","(51.46, 119.52)","(181.98, 113.08)","(60.65, 163.02)",,"(399.91, 429.69)","(51.15, 429.77)",,"(40.59, 104.80)","(173.73, 24.36)","(352.07, 27.28)","(246.02, 36.80)","(246.30, 303.26)","(164.39, 222.32)",,,,,"(357.18, 105.58)","(125.27, 58.52)",,,,,,,,,
195,"(236.96, 225.31)","(357.01, 114.07)",,"(3.58, 132.22)","(266.04, 45.08)","(129.48, 27.45)",,"(44.58, 144.61)",,,,,"(173.94, 143.95)","(58.08, 206.73)",,"(354.31, 163.41)","(51.18, 117.21)","(181.74, 111.59)","(60.04, 161.19)",,"(400.31, 429.19)","(50.64, 429.84)",,,"(173.08, 23.82)","(351.87, 27.40)","(246.01, 36.32)","(246.23, 302.57)","(164.28, 221.39)",,,,,"(357.04, 105.70)","(125.49, 57.82)",,,,,,,,,
196,"(236.92, 225.25)","(356.79, 114.05)",,"(3.80, 129.81)","(264.10, 44.94)","(130.55, 27.32)",,"(45.46, 142.68)",,,,,"(173.30, 142.34)","(58.21, 206.80)",,"(354.19, 161.35)","(51.25, 115.20)","(182.14, 107.75)","(60.08, 159.85)",,"(400.61, 428.92)","(50.51, 429.90)",,,"(172.22, 23.65)","(351.85, 27.31)","(245.06, 34.92)","(246.09, 301.86)","(163.99, 220.72)",,,,,"(356.91, 105.87)","(125.57, 57.32)",,,,,,,,,
197,"(236.95, 225.22)","(356.83, 114.03)",,"(3.81, 127.41)","(261.60, 44.37)","(132.34, 27.81)",,"(45.88, 140.73)",,,,,"(172.27, 140.22)","(58.20, 206.79)",,"(354.20, 159.65)","(50.56, 113.62)",,"(60.00, 158.44)",,"(400.60, 428.90)","(50.88, 430.28)",,,"(170.44, 22.99)","(352.05, 27.56)","(244.78, 33.84)","(246.01, 301.13)","(163.71, 219.50)",,,,,"(356.89, 105.80)","(125.59, 57.30)",,,,,,,,,
198,"(236.96, 225.26)","(356.85, 113.99)",,"(3.89, 124.85)","(259.77, 43.70)","(135.21, 27.89)",,"(46.80, 138.80)",,,,,,"(58.21, 206.80)",,"(354.32, 157.90)","(49.88, 111.93)",,"(59.46, 156.97)",,"(400.37, 428.67)","(51.31, 430.79)",,,"(169.27, 22.45)","(352.09, 28.17)","(244.49, 32.25)","(245.89, 300.27)","(163.60, 217.77)",,,,,"(356.89, 105.76)","(125.58, 57.35)",,,,,,,,,
199,"(237.00, 224.91)","(356.85, 113.94)",,"(4.07, 122.25)","(258.05, 43.00)","(136.96, 28.00)",,"(47.68, 137.87)",,,,,,"(58.20, 206.88)",,"(354.40, 156.18)","(49.46, 109.33)",,"(58.84, 154.85)",,"(400.54, 428.06)","(51.48, 430.94)",,,"(167.98, 21.83)","(352.03, 28.81)","(244.00, 30.19)","(245.71, 299.72)","(162.83, 216.22)",,,,,"(356.88, 105.79)","(125.62, 57.33)",,,,,,,,,
200,"(236.96, 224.67)","(356.89, 113.97)",,"(4.20, 120.13)","(255.95, 42.05)","(137.91, 27.38)",,"(47.96, 137.24)",,,,,,"(58.47, 206.86)",,"(354.51, 153.80)","(48.84, 108.02)",,"(58.50, 153.10)",,"(400.59, 427.51)","(50.80, 431.37)",,,"(166.96, 21.45)","(352.24, 29.47)","(243.66, 28.97)","(245.75, 299.36)","(162.56, 214.80)",,"(165.74, 131.50)",,,"(356.87, 105.74)","(125.61, 57.30)",,,,,,,,,
201,"(236.97, 224.66)","(356.83, 113.95)",,"(4.29, 117.71)","(254.99, 41.98)","(139.81, 26.62)",,"(48.48, 136.49)",,,,,,"(58.49, 207.13)",,"(354.63, 151.49)","(48.43, 106.93)",,"(58.01, 151.47)",,"(400.77, 427.02)","(50.49, 431.34)",,,"(166.62, 22.14)","(352.18, 28.44)","(243.54, 28.22)","(245.74, 299.29)","(162.38, 214.08)",,"(163.80, 129.18)",,,"(356.86, 105.71)","(125.59, 57.31)",,,,,,,,,
202,"(237.06, 224.57)","(356.77, 113.97)",,"(4.76, 115.28)","(254.19, 41.47)","(141.29, 27.39)",,"(50.21, 134.47)",,,,,,"(59.02, 206.48)",,"(354.85, 150.06)","(47.87, 105.90)",,"(57.76, 150.09)",,"(400.66, 426.43)","(49.89, 432.13)",,,"(165.67, 22.73)","(352.01, 28.74)","(243.52, 27.89)","(245.75, 299.29)","(162.10, 213.63)",,"(161.31, 127.19)",,,"(356.90, 105.72)","(125.57, 57.28)",,,,,,,,,
203,"(237.14, 224.61)","(356.77, 113.97)",,"(4.84, 113.28)","(253.84, 41.17)","(143.51, 28.28)",,"(51.30, 132.76)",,,,,,"(59.56, 205.83)",,"(355.08, 149.48)",,,"(57.44, 148.34)",,"(400.38, 425.65)","(48.67, 433.38)",,,"(164.88, 22.98)","(352.04, 28.80)","(243.58, 27.93)","(245.73, 299.25)","(162.01, 213.36)",,"(159.30, 124.84)",,,"(356.90, 105.66)","(125.59, 57.30)",,,,,,,,,
204,"(237.17, 224.68)","(356.69, 113.87)",,"(5.03, 111.02)","(253.25, 40.79)","(145.36, 28.70)",,"(52.85, 131.09)","(144.98, 14.06)",,,,,"(59.71, 204.55)",,"(355.08, 149.57)",,,"(57.11, 147.29)",,"(400.05, 425.34)","(47.96, 433.82)",,,"(164.81, 23.06)","(352.02, 28.82)","(243.59, 27.78)","(245.55, 299.14)","(161.88, 213.06)",,"(157.78, 123.75)",,,,"(125.46, 57.13)",,,,,,,,,
205,"(237.15, 224.68)","(356.61, 113.91)",,"(4.97, 107.15)","(252.67, 40.52)","(147.07, 29.29)",,"(53.76, 129.27)","(145.12, 14.05)",,,,,"(59.91, 203.07)",,"(354.97, 149.33)",,,"(56.92, 146.45)",,"(399.91, 424.99)","(47.91, 433.82)",,,"(164.73, 22.96)","(352.06, 28.82)","(243.58, 27.80)","(245.20, 298.68)","(161.90, 213.05)",,"(156.99, 123.00)",,,,"(125.24, 56.44)",,,,,,,,,
206,"(237.12, 224.80)","(356.63, 113.94)",,"(5.29, 105.96)","(251.88, 40.11)","(149.91, 29.85)",,"(54.69, 127.95)","(145.02, 14.12)",,,,,"(60.13, 201.68)",,"(354.80, 149.16)",,,"(56.67, 145.50)",,"(399.75, 424.06)","(47.91, 433.82)",,,"(164.75, 22.95)","(352.00, 28.62)","(243.39, 29.08)","(245.19, 298.43)","(161.93, 213.04)",,"(156.68, 122.75)",,,,"(125.24, 55.86)",,,,,,,,,
207,"(237.08, 224.84)","(356.63, 113.91)",,,"(251.58, 39.85)","(151.54, 30.52)",,"(55.89, 125.90)","(145.27, 14.24)",,,,,"(60.53, 199.90)",,"(354.85, 148.34)",,,"(56.24, 144.94)",,"(399.38, 423.20)","(48.63, 433.78)",,,"(164.74, 23.04)","(352.02, 28.58)","(242.96, 29.49)","(245.19, 298.05)","(161.91, 213.08)",,"(156.67, 122.70)",,,,"(125.04, 54.81)",,,,,,,,,
208,"(236.99, 224.96)","(356.61, 113.86)",,,"(251.22, 39.42)","(154.20, 32.03)",,"(56.77, 123.41)","(145.24, 14.75)",,,,,"(60.60, 198.33)",,"(354.67, 146.97)",,,"(55.57, 144.33)",,"(399.05, 422.16)","(50.49, 432.77)",,,"(164.77, 23.10)","(351.96, 28.58)","(242.27, 29.94)","(245.17, 297.65)","(161.86, 213.05)",,"(156.66, 122.74)",,,,"(124.89, 54.41)",,,,,,,,,
209,"(237.01, 224.93)","(356.58, 113.82)",,,"(251.09, 39.33)","(156.31, 33.27)",,"(57.51, 121.21)","(146.94, 17.18)",,,,,"(60.77, 197.24)",,"(354.64, 145.16)",,,"(54.89, 143.03)",,"(398.81, 421.27)","(51.93, 432.19)",,,"(164.84, 23.18)","(351.96, 28.73)","(241.30, 30.75)","(245.34, 297.51)","(161.78, 212.83)",,"(156.47, 122.41)",,,"(356.83, 105.70)","(124.89, 53.59)",,,,,,,,,
210,"(236.97, 225.02)","(356.56, 113.73)",,,"(251.14, 39.39)","(158.47, 33.99)",,"(57.83, 118.74)","(148.02, 19.06)",,,,,"(60.97, 196.04)",,"(354.34, 143.41)",,,"(53.96, 141.64)",,"(398.60, 420.02)","(53.07, 431.30)",,"(23.09, 72.38)","(164.80, 23.19)","(352.17, 28.94)","(240.98, 31.52)","(245.37, 297.09)","(161.73, 212.78)",,"(155.62, 120.53)",,,"(356.81, 105.66)","(125.12, 52.56)",,,,,,,,,
211,"(236.97, 225.12)","(356.57, 113.75)",,,"(251.08, 39.34)","(160.21, 33.82)",,"(58.29, 116.15)","(147.99, 19.51)",,,,,"(61.05, 194.22)",,"(354.23, 142.16)",,,"(53.28, 140.17)",,"(398.09, 419.26)","(53.82, 431.00)",,"(22.78, 71.27)","(164.83, 23.20)","(352.49, 29.28)","(240.36, 32.10)","(245.25, 297.00)","(161.87, 212.71)",,"(153.98, 117.29)",,,"(356.81, 105.73)","(125.19, 52.57)",,,,,,,,,
212,"(237.00, 225.04)","(356.63, 113.70)",,,"(251.17, 39.35)","(162.37, 34.29)",,"(58.89, 113.70)","(148.01, 19.52)",,,,,"(61.33, 192.30)",,"(353.88, 140.58)",,,"(53.50, 138.96)",,"(397.83, 418.77)","(54.43, 430.55)",,"(21.97, 69.46)","(164.77, 23.28)","(352.50, 29.29)","(240.01, 33.00)","(245.12, 296.62)","(161.80, 212.73)",,"(151.46, 114.89)",,,"(356.80, 105.79)","(125.22, 52.56)",,,,,,,,,
213,"(237.25, 224.86)","(356.66, 113.65)",,,"(251.11, 39.33)","(163.44, 34.99)",,"(59.15, 111.49)","(148.08, 19.28)",,,,,"(61.21, 190.77)",,"(353.45, 138.87)",,,"(52.98, 137.19)",,"(397.76, 417.78)","(55.85, 430.32)",,"(21.58, 68.15)","(164.93, 23.23)","(352.49, 29.31)","(239.70, 33.29)","(245.00, 296.27)","(161.68, 212.62)",,"(149.59, 112.49)",,,"(356.79, 105.74)","(124.60, 51.77)",,,,,,,,,
214,"(237.23, 224.84)","(356.68, 113.62)",,,"(251.07, 39.29)","(164.40, 36.41)",,"(59.44, 107.74)","(149.32, 18.81)",,,,,"(61.23, 190.11)",,"(353.46, 137.29)",,,"(52.77, 135.48)",,"(397.65, 417.00)","(57.80, 430.27)",,"(20.77, 66.13)","(164.90, 23.40)","(352.49, 29.27)","(239.44, 33.78)","(245.18, 296.10)","(162.66, 214.09)",,"(147.79, 109.93)",,,,"(123.94, 49.51)",,,,,,,,,
215,"(237.53, 224.62)","(356.70, 113.69)",,,"(251.04, 39.34)","(165.55, 37.02)",,"(59.66, 107.81)","(150.00, 19.05)",,,,,"(61.30, 189.10)",,"(353.51, 135.21)",,,"(52.84, 133.75)",,"(397.59, 416.72)","(58.24, 430.06)",,"(19.98, 64.11)","(165.03, 23.39)","(352.90, 28.92)","(239.01, 34.22)","(245.28, 295.77)","(162.68, 214.06)",,"(146.94, 106.63)",,,,"(123.37, 47.89)",,,,,,,,,
216,"(237.53, 224.78)","(356.69, 113.74)",,,"(250.97, 39.35)","(167.79, 37.46)",,,"(151.25, 19.49)",,,,,"(61.28, 187.70)",,"(353.33, 133.76)",,,"(52.56, 131.70)",,"(397.22, 416.48)","(58.32, 429.68)",,"(19.10, 62.10)","(164.88, 23.36)","(352.89, 28.40)","(238.58, 34.58)","(245.29, 296.03)","(162.58, 213.74)",,"(146.23, 104.80)",,,,"(123.09, 46.41)",,,,,,,,,
217,"(237.52, 224.74)","(356.71, 113.79)",,,"(251.02, 39.37)","(169.61, 36.96)",,,"(151.75, 19.46)",,,,,"(61.16, 186.16)",,"(353.32, 132.47)","(43.87, 71.98)","(173.40, 60.04)","(52.21, 129.72)",,"(396.90, 416.14)","(58.31, 428.68)",,"(18.25, 60.53)","(164.88, 23.33)","(353.01, 28.40)","(238.25, 34.85)","(245.27, 296.00)","(162.59, 213.73)",,"(145.58, 97.61)",,,"(356.67, 105.86)","(122.81, 45.27)",,,,,,,,,
218,"(237.47, 224.67)","(356.72, 113.91)",,,"(250.99, 39.45)","(171.28, 36.75)",,,"(151.86, 19.46)",,,,,"(60.76, 184.05)",,"(353.46, 131.05)","(43.87, 70.86)","(173.35, 60.10)","(52.52, 127.95)",,"(396.48, 415.44)","(58.40, 428.27)",,"(17.79, 59.37)","(164.97, 23.39)","(353.35, 28.34)","(237.78, 35.34)","(245.24, 296.00)","(162.54, 213.74)",,"(144.72, 96.66)",,,"(356.71, 105.83)","(122.60, 43.95)",,,,,,,,,
219,"(237.45, 224.65)","(356.74, 114.00)",,,"(251.03, 39.44)","(172.13, 36.80)",,,"(152.91, 19.28)",,,,,"(60.49, 182.75)",,"(353.64, 130.03)","(43.95, 69.81)","(172.89, 59.78)","(52.86, 126.03)",,"(396.30, 415.02)","(58.70, 427.47)",,"(17.65, 58.06)","(165.01, 23.34)","(353.75, 28.41)","(237.58, 35.36)","(245.25, 296.05)","(162.38, 213.41)",,"(143.55, 94.57)",,,"(356.67, 105.84)","(122.76, 41.80)",,,,,,,,,
220,"(237.40, 224.62)","(356.70, 114.03)",,,"(251.04, 39.41)","(173.04, 37.08)",,,"(153.75, 19.16)",,,,,"(60.40, 181.46)",,"(353.79, 128.94)","(44.09, 68.33)","(171.80, 59.58)","(53.36, 124.11)","(298.89, 74.10)","(396.01, 414.74)","(58.45, 426.86)",,"(17.12, 56.28)","(164.89, 23.33)","(353.81, 28.81)","(237.57, 35.38)","(245.22, 296.02)","(161.89, 212.96)",,"(142.34, 91.75)",,,"(356.63, 105.78)","(122.89, 39.88)",,,,,,,,,
